,domain,argtype,premises,conclusion,scm
241,Mammals,Specific,"('Cows', 'Camels')",Dogs,8.338815789473685
242,Mammals,Specific,"('Hamsters', 'Camels')",Elephants,9.539473684210526
244,Mammals,Specific,"('Horses', 'Tigers')",Donkeys,13.598684210526315
245,Mammals,Specific,"('Rhinos', 'Foxes')",Hamsters,8.69078947368421
246,Mammals,Specific,"('Wolves', 'Squirrels')",Hedgehogs,10.053728070175438
247,Mammals,Specific,"('Zebras', 'Wolves')",Deer,10.366228070175438
248,Mammals,Specific,"('Cows', 'Elephants')",Beavers,7.6535087719298245
249,Mammals,Specific,"('Elephants', 'Sheep')",Cows,9.637061403508772
250,Mammals,Specific,"('Zebras', 'Donkeys')",Tigers,9.625
251,Mammals,Specific,"('Camels', 'Zebras')",Wolves,8.881578947368421
252,Mammals,Specific,"('Rhinos', 'Tigers')",Zebras,9.892543859649123
253,Mammals,Specific,"('Wolves', 'Sheep')",Mice,8.506578947368421
254,Mammals,Specific,"('Hedgehogs', 'Elephants')",Lions,8.951754385964913
255,Mammals,Specific,"('Camels', 'Hippos')",Cows,9.99780701754386
256,Mammals,Specific,"('Sheep', 'Wolves')",Dogs,11.638157894736842
257,Mammals,Specific,"('Foxes', 'Camels')",Hamsters,8.720394736842104
258,Mammals,Specific,"('Cows', 'Hedgehogs')",Sheep,9.524122807017545
259,Mammals,Specific,"('Cats', 'Llamas')",Foxes,10.790570175438596
260,Mammals,Specific,"('Elephants', 'Rabbits')",Mice,9.274122807017545
261,Mammals,Specific,"('Hamsters', 'Squirrels')",Tigers,7.4561403508771935
262,Mammals,Specific,"('Deer', 'Rabbits')",Giraffes,9.768640350877192
263,Mammals,Specific,"('Rabbits', 'Squirrels')",Lions,7.279605263157896
265,Mammals,Specific,"('Llamas', 'Rabbits')",Lions,9.927631578947368
266,Mammals,Specific,"('Hippos', 'Mice')",Zebras,10.133771929824562
267,Mammals,Specific,"('Zebras', 'Tigers')",Camels,9.74780701754386
268,Mammals,Specific,"('Mice', 'Rabbits')",Hamsters,11.06030701754386
269,Mammals,Specific,"('Rhinos', 'Mice')",Squirrels,9.506578947368421
271,Mammals,Specific,"('Wolves', 'Lions')",Deer,9.114035087719298
272,Mammals,Specific,"('Dogs', 'Zebras')",Deer,10.400219298245615
273,Mammals,Specific,"('Zebras', 'Wolves')",Hamsters,8.445175438596491
274,Mammals,Specific,"('Foxes', 'Tigers')",Hippos,9.6875
275,Mammals,Specific,"('Giraffes', 'Wolves')",Zebras,10.424342105263158
276,Mammals,Specific,"('Mice', 'Elephants')",Foxes,8.036184210526315
277,Mammals,Specific,"('Mice', 'Cows')",Zebras,10.317982456140351
278,Mammals,Specific,"('Cats', 'Deer')",Hamsters,9.81798245614035
279,Mammals,Specific,"('Wolves', 'Beavers')",Elephants,8.414473684210527
280,Mammals,Specific,"('Zebras', 'Giraffes')",Mice,7.395833333333334
281,Mammals,Specific,"('Donkeys', 'Mice')",Lions,9.220394736842106
282,Mammals,Specific,"('Camels', 'Wolves')",Squirrels,8.778508771929825
283,Mammals,Specific,"('Giraffes', 'Hedgehogs')",Sheep,8.072368421052632
284,Mammals,Specific,"('Giraffes', 'Foxes')",Donkeys,9.56030701754386
285,Mammals,Specific,"('Rabbits', 'Tigers')",Llamas,10.228070175438596
286,Mammals,Specific,"('Sheep', 'Elephants')",Cows,9.637061403508772
287,Mammals,Specific,"('Hedgehogs', 'Horses')",Wolves,9.442982456140351
288,Mammals,Specific,"('Cats', 'Sheep')",Rabbits,9.576754385964913
289,Mammals,Specific,"('Wolves', 'Camels')",Rhinos,9.515350877192983
290,Mammals,Specific,"('Cats', 'Foxes')",Llamas,8.740131578947368
291,Mammals,Specific,"('Beavers', 'Deer')",Dogs,9.331140350877192
292,Mammals,Specific,"('Squirrels', 'Llamas')",Giraffes,10.827850877192983
293,Mammals,Specific,"('Llamas', 'Rhinos')",Lions,9.600877192982455
294,Mammals,Specific,"('Dogs', 'Elephants')",Wolves,11.81469298245614
295,Mammals,Specific,"('Hamsters', 'Sheep')",Wolves,8.922149122807017
296,Mammals,Specific,"('Horses', 'Donkeys')",Tigers,8.960526315789474
297,Mammals,Specific,"('Dogs', 'Rabbits')",Foxes,11.283991228070175
298,Mammals,Specific,"('Hedgehogs', 'Tigers')",Sheep,8.682017543859649
299,Mammals,Specific,"('Elephants', 'Squirrels')",Rabbits,10.430921052631579
300,Mammals,Specific,"('Beavers', 'Dogs')",Foxes,11.142543859649123
301,Mammals,Specific,"('Elephants', 'Rhinos')",Cats,7.303728070175438
302,Mammals,Specific,"('Lions', 'Wolves')",Hedgehogs,7.640350877192983
303,Mammals,Specific,"('Rabbits', 'Beavers')",Zebras,7.589912280701754
304,Mammals,Specific,"('Mice', 'Cows')",Elephants,9.87061403508772
305,Mammals,Specific,"('Donkeys', 'Giraffes')",Rabbits,8.37280701754386
306,Mammals,Specific,"('Squirrels', 'Beavers')",Horses,7.520833333333334
307,Mammals,Specific,"('Elephants', 'Rhinos')",Beavers,7.8826754385964914
308,Mammals,Specific,"('Dogs', 'Giraffes')",Wolves,11.827850877192983
309,Mammals,Specific,"('Hamsters', 'Foxes')",Hedgehogs,9.831140350877194
310,Mammals,Specific,"('Camels', 'Donkeys')",Foxes,8.469298245614034
311,Mammals,Specific,"('Hamsters', 'Sheep')",Rhinos,8.395833333333332
312,Mammals,Specific,"('Llamas', 'Rhinos')",Camels,11.416666666666668
313,Mammals,Specific,"('Giraffes', 'Sheep')",Deer,9.423245614035089
314,Mammals,Specific,"('Llamas', 'Cows')",Dogs,9.023026315789473
315,Mammals,Specific,"('Hedgehogs', 'Dogs')",Sheep,9.154605263157894
316,Mammals,Specific,"('Deer', 'Dogs')",Cats,11.050438596491228
317,Mammals,Specific,"('Squirrels', 'Dogs')",Cats,10.948464912280702
319,Mammals,Specific,"('Cows', 'Hedgehogs')",Hippos,10.234649122807017
320,Mammals,Specific,"('Sheep', 'Mice')",Hedgehogs,9.327850877192983
321,Mammals,Specific,"('Giraffes', 'Donkeys')",Dogs,9.109649122807017
322,Mammals,Specific,"('Lions', 'Wolves')",Foxes,11.850877192982455
323,Mammals,Specific,"('Cats', 'Rhinos')",Hippos,12.019736842105264
324,Mammals,Specific,"('Hedgehogs', 'Hamsters')",Donkeys,7.451754385964913
325,Mammals,Specific,"('Donkeys', 'Hippos')",Rabbits,8.536184210526315
326,Mammals,Specific,"('Dogs', 'Elephants')",Donkeys,9.288377192982455
327,Mammals,Specific,"('Hamsters', 'Dogs')",Camels,8.74780701754386
328,Mammals,Specific,"('Rabbits', 'Hippos')",Wolves,8.950657894736842
329,Mammals,Specific,"('Rabbits', 'Hedgehogs')",Giraffes,7.662280701754386
330,Mammals,Specific,"('Beavers', 'Giraffes')",Rabbits,9.915570175438596
331,Mammals,Specific,"('Cats', 'Beavers')",Hedgehogs,8.62938596491228
332,Mammals,Specific,"('Donkeys', 'Elephants')",Hippos,10.62719298245614
333,Mammals,Specific,"('Mice', 'Lions')",Camels,9.367324561403507
334,Mammals,Specific,"('Cows', 'Mice')",Hippos,10.291666666666668
335,Mammals,Specific,"('Deer', 'Beavers')",Zebras,10.015350877192983
336,Mammals,Specific,"('Hippos', 'Mice')",Rhinos,11.739035087719298
338,Mammals,Specific,"('Hamsters', 'Deer')",Elephants,9.226973684210527
339,Mammals,Specific,"('Rhinos', 'Zebras')",Cats,8.049342105263158
340,Mammals,Specific,"('Giraffes', 'Zebras')",Horses,12.343201754385966
341,Mammals,Specific,"('Hamsters', 'Wolves')",Lions,10.932017543859649
342,Mammals,Specific,"('Rhinos', 'Camels')",Cats,7.99890350877193
343,Mammals,Specific,"('Donkeys', 'Zebras')",Sheep,9.440789473684209
344,Mammals,Specific,"('Cows', 'Horses')",Camels,10.330043859649123
345,Mammals,Specific,"('Foxes', 'Mice')",Rabbits,9.055921052631579
347,Mammals,Specific,"('Squirrels', 'Horses')",Zebras,13.018640350877194
348,Mammals,Specific,"('Hippos', 'Hamsters')",Foxes,8.81030701754386
349,Mammals,Specific,"('Deer', 'Rhinos')",Mice,7.548245614035088
350,Mammals,Specific,"('Cats', 'Sheep')",Cows,9.49780701754386
351,Mammals,Specific,"('Deer', 'Horses')",Beavers,8.743421052631579
352,Mammals,Specific,"('Foxes', 'Cats')",Hippos,8.161184210526315
353,Mammals,Specific,"('Deer', 'Horses')",Hippos,9.638157894736842
354,Mammals,Specific,"('Elephants', 'Lions')",Zebras,9.62828947368421
355,Mammals,Specific,"('Lions', 'Deer')",Rhinos,9.342105263157894
356,Mammals,Specific,"('Cows', 'Zebras')",Rabbits,7.981359649122807
357,Mammals,Specific,"('Foxes', 'Hippos')",Hedgehogs,8.557017543859649
358,Mammals,Specific,"('Rhinos', 'Squirrels')",Donkeys,9.201754385964913
359,Mammals,Specific,"('Foxes', 'Sheep')",Cats,10.164473684210527
360,Mammals,Specific,"('Rhinos', 'Zebras')",Mice,7.496710526315789
361,Mammals,Specific,"('Horses', 'Deer')",Zebras,12.55921052631579
362,Mammals,Specific,"('Beavers', 'Zebras')",Horses,12.763157894736842
363,Mammals,Specific,"('Sheep', 'Camels')",Wolves,8.828947368421051
