,i,domain,conclusion_type,is_single_premise,gpt3_spearmanr,gpt4_spearmanr,gpt3_scm_spearmanr,gpt4_scm_spearmanr,human_scm_spearmanr,gpt3_pval,gpt4_pval,gpt3_scm_pval,gpt4_scm_pval,human_scm_pval
72,6,Birds,General,False,0.406347988611982,0.3342371293541387,0.07087689208649872,0.2749198851339565,0.06902832269277083,2.7301955796675962e-05,0.0006772067354457534,0.4834653331019978,0.005636901181054157,0.4949738558673181
73,6,Birds,General,True,0.497391304347826,0.23956688521187267,0.5060869565217391,0.6547826086956522,0.14869565217391303,0.013398524953480467,0.2595326870153399,0.011627528283361447,0.0005167191006814651,0.48803379955072457
74,6,Birds,Specific,False,0.3401376070200043,0.26140884974755935,0.4861629143052027,0.46271652974254013,0.3406537035320056,0.0005352772648966719,0.008612353808807312,2.9313913380969126e-07,1.2531689483324246e-06,0.0005242625061894302
75,6,Birds,Specific,True,0.4410709530810879,0.4294352401732968,0.5211999499052475,0.5178061491681973,0.5151446583560876,2.719948918207315e-09,7.772453309984282e-09,6.053643765556305e-13,9.05170423463862e-13,1.2370746720469769e-12
76,6,Mammals,General,False,0.2781476837060371,0.18718807314963204,0.22660809586884695,0.2619843499938434,0.2869513828580524,0.005078287123693195,0.062200125004701595,0.023379879713235414,0.00846183012239046,0.003796760163578
77,6,Mammals,General,True,0.24086956521739128,-0.1226112185427089,0.4052173913043478,0.5504347826086956,0.47130434782608693,0.2568724180084135,0.5681592427858859,0.04948640343954962,0.005318886837861637,0.020082231188607965
78,6,Mammals,Specific,False,0.6073164600055561,0.7770434457824474,0.7882835868205157,0.8027340723414874,0.8317370609307134,2.097589553385884e-11,2.041571249299157e-21,2.1741214694718945e-22,9.919407589942579e-24,8.650621923320205e-27
79,6,Mammals,Specific,True,0.5551179368940992,0.7187479273004701,0.662966188949627,0.7366359512650041,0.8087476965690391,3.116211653255651e-14,1.4533622775538043e-26,1.738226788824783e-21,1.8390653277707704e-28,5.06231226516107e-38
80,6,Vehicles,General,False,0.4226978279218177,0.23275003827445445,0.24492245307315538,0.24983572551951386,0.3374079612147809,1.1813158500341583e-05,0.01978825572666856,0.014050851628559029,0.01218175148869468,0.000597147200483218
81,6,Vehicles,General,True,0.88,0.6294952402374849,0.4982608695652173,0.6521739130434783,0.8947826086956522,1.4551552142122551e-08,0.0009811547890508224,0.013212025625805611,0.0005535306808586614,3.6795072553130247e-09
82,6,Vehicles,Specific,False,0.7324220045707369,0.7855024834257869,0.737402711835562,0.7250769615681514,0.7714831800106365,4.741123423899818e-18,3.83150326576822e-22,2.159176878147452e-18,1.465416274380615e-17,5.895103431803253e-21
83,6,Vehicles,Specific,True,0.796773879820892,0.8643279263324908,0.7859539438777658,0.7908344652441287,0.825921323554028,2.844304789555208e-37,3.1840211076358547e-50,1.1805047547667616e-35,2.259674321455337e-36,3.6206522670295404e-42
84,7,Birds,General,False,0.22607088477825837,0.20787939086065715,-0.0007981444657325021,0.20951892334099026,0.04297064886910544,0.023718979264721624,0.03795058103992002,0.9937118585200331,0.03642704072657673,0.67120107370838
85,7,Birds,General,True,0.5591304347826086,0.2544776871960141,0.41739130434782606,0.6504347826086957,0.12869565217391304,0.004505654150996767,0.23013610450466013,0.04242428156214387,0.0005793122865606869,0.5489587886992762
86,7,Birds,Specific,False,0.39478611781537715,0.3077064638983476,0.5251812407615726,0.5577680190015321,0.49335662105503386,4.811270802122095e-05,0.0018437781704749362,2.026643214596967e-08,1.6562070485677406e-09,1.8360591201352636e-07
87,7,Birds,Specific,True,0.46210321549031746,0.4377094386543179,0.5632078064512374,0.543092581229803,0.5813357714458826,3.676815637689283e-10,3.6988561535569513e-09,2.8160173155540746e-15,4.045685511382306e-14,2.1748085451167726e-16
88,7,Mammals,General,False,0.3466853900556138,0.21082172072063876,0.23292126767119567,0.2821522982778263,0.28414975947731363,0.0004100705706169035,0.035253306277654495,0.019695334178965355,0.004454041428230214,0.004169045254429533
89,7,Mammals,General,True,0.25565217391304346,0.01665090622184936,0.5704347826086955,0.5678260869565217,0.5060869565217391,0.22791835585505182,0.9384462440816833,0.0036070460553329284,0.003799673322503558,0.011627528283361447
90,7,Mammals,Specific,False,0.5843449775022708,0.7477474356799582,0.754931200896471,0.7784665429358019,0.8137875585511768,1.7421792626883928e-10,3.9765117882389183e-19,1.1693662867595468e-19,1.5486931215339684e-21,7.8285376952197705e-25
91,7,Mammals,Specific,True,0.5872241905694803,0.7166230597449547,0.6546029381581968,0.7417355063692357,0.8065626285417172,4.103193009595619e-16,2.38810971656615e-26,8.113832037051787e-21,4.9548019511855066e-29,1.1261275287754263e-37
92,7,Vehicles,General,False,0.5761222800229954,0.4493403428684471,0.38721941111913755,0.4312620598478437,0.5738555911747661,3.5731463393939884e-10,2.738513265359036e-06,6.893378709238015e-05,7.483571171288435e-06,4.3404624456776084e-10
93,7,Vehicles,General,True,0.8626086956521738,0.6294952402374849,0.4104347826086956,0.608695652173913,0.8565217391304346,5.927053488103268e-08,0.0009811547890508224,0.046355391242019275,0.0015973786342728968,9.26929382707582e-08
94,7,Vehicles,Specific,False,0.7029743681179558,0.7669613089895818,0.7507718724037877,0.7087892810687367,0.7338896249634481,3.548463089595018e-16,1.3663262201091773e-20,2.3873420973867874e-19,1.579054841492235e-16,3.7672303985622844e-18
95,7,Vehicles,Specific,True,0.7294465087410473,0.8489152043374598,0.7539661649360245,0.76571759712558,0.8030612501916651,1.6375802551427796e-28,1.0087549009432151e-46,2.2566931795223522e-31,7.246509359392973e-33,2.9375931591600876e-38
96,8,Birds,General,False,0.3344345337479194,0.1785232315052032,0.004560866576473542,0.16170672469691588,-0.050046358809879156,0.0006719492431491655,0.07555300602002092,0.9640790290889838,0.10798104083579131,0.6209661244485065
97,8,Birds,General,True,0.5269565217391303,0.4353954179369304,0.40695652173913033,0.6347826086956522,0.1217391304347826,0.008150736777295305,0.03345919950342299,0.04842494287210425,0.0008620162988746089,0.5709355226889166
98,8,Birds,Specific,False,0.4311407443642605,0.31449259964257775,0.5117770978805258,0.6030773496031173,0.450326159426514,7.5327759259381855e-06,0.0014393013647159489,5.2703136751585935e-08,3.139830775086004e-11,2.5881005228742374e-06
99,8,Birds,Specific,True,0.46382784755916673,0.42874198712785905,0.48319006963433786,0.5262127835657799,0.5278406866360988,3.101367407292574e-10,8.263937239089916e-09,4.293388008109411e-11,3.314211983814316e-13,2.7194800276082033e-13
100,8,Mammals,General,False,0.35584600360487906,0.21412027252782762,0.29116920806924806,0.2276147844639956,0.30995052255037275,0.0002797040161989766,0.03242284862370953,0.0032922416689901133,0.022755583879064435,0.0016998794874707839
101,8,Mammals,General,True,0.19130434782608693,-0.10520345294713913,0.6069565217391303,0.6443478260869565,0.47043478260869553,0.37053280666994315,0.6246735227953306,0.0016613144755187755,0.0006778931573613395,0.020344586936490456
102,8,Mammals,Specific,False,0.5463595835428207,0.6497228781567338,0.7017936553181251,0.6968129480532997,0.7613581135237334,4.103487558886289e-09,2.606445199045985e-13,4.1726060068551223e-16,8.194100432157445e-16,3.7727448919176896e-20
103,8,Mammals,Specific,True,0.5630108849568056,0.683127162266584,0.6746980218535715,0.7311071321781396,0.794516028889425,1.1221266729152731e-14,3.430688980926403e-23,1.8386583717854144e-22,7.36840952437963e-28,7.754433906103017e-36
104,8,Vehicles,General,False,0.5201734256734746,0.35573481546947017,0.39264829019047287,0.40865325513581613,0.5302234735418105,2.910345695471221e-08,0.00028102546903836166,5.330508243317401e-05,2.4324027745082446e-05,1.3993911395780118e-08
105,8,Vehicles,General,True,0.8660869565217391,0.681646405364372,0.5026086956521739,0.6660869565217391,0.8765217391304346,4.5466065192121197e-08,0.00024456071123420364,0.012311224300312232,0.00038058316640382056,1.959333013839184e-08
106,8,Vehicles,Specific,False,0.7544301833483642,0.7978302516581334,0.7490713580814589,0.7324908046520524,0.755751921178154,1.275305044997161e-19,2.908307471349493e-23,3.183405676235855e-19,4.690451658370945e-18,1.0140467835490031e-19
107,8,Vehicles,Specific,True,0.7746408271317307,0.8647546126444489,0.77486935922791,0.7834839085344347,0.811110740813667,4.639880340559963e-34,2.5119279281883045e-50,4.3173750899285525e-34,2.681273728641927e-35,1.4203639119163187e-39
108,9,Birds,General,False,0.26399299155570655,0.24690887237171563,0.053530010239366786,0.3194307343078626,0.10275690753738181,0.007954458205963692,0.013267125803865213,0.5968404566100213,0.0011975719772769214,0.30898886676989584
109,9,Birds,General,True,0.5339130434782609,0.36879383574109853,0.4878260869565217,0.6747826086956521,0.03130434782608695,0.007204793915181844,0.07616544593696419,0.015596440710648226,0.0002981865350547613,0.884546955655295
110,9,Birds,Specific,False,0.3863268809428793,0.29076086154451886,0.48512454216171613,0.4530001492500698,0.4513198148552891,7.187935909402705e-05,0.0033383117384978575,3.1334349703159095e-07,2.2184402304150684e-06,2.444414055900566e-06
111,9,Birds,Specific,True,0.42633143725496403,0.4306963110696899,0.5056496879227967,0.5066548085527677,0.5256508721972208,1.021679193970837e-08,6.949676269685886e-09,3.6890294412718965e-12,3.291332779538816e-12,3.5475014507533177e-13
112,9,Mammals,General,False,0.3371391384355939,0.180341472410132,0.3294804990849569,0.3626816159814319,0.4908315684853564,0.0006035819505413721,0.07257513590321218,0.0008158449269463464,0.0002086463173191566,2.1663941664929524e-07
113,9,Mammals,General,True,0.33999999999999997,-0.03859982805974169,0.5869565217391304,0.643478260869565,0.5391304347826086,0.10403796669819437,0.8578817976549586,0.0025685296168339333,0.0006930942447544281,0.0065569969186163235
114,9,Mammals,Specific,False,0.5912834762716233,0.753898074792597,0.8147865899452287,0.8141804838749616,0.8377286048623749,9.354060190808331e-11,1.3980288192147284e-19,6.171694988536091e-25,7.130756637427126e-25,1.705819411800809e-27
115,9,Mammals,Specific,True,0.594154925760548,0.7342105559927863,0.7180677534464655,0.7904626564226891,0.8496726075031716,1.5116668919350505e-16,3.395296383394897e-28,1.704626365173493e-26,3.0240455618015346e-35,1.72759104402469e-45
116,9,Vehicles,General,False,0.5810294250054572,0.41119333182021645,0.332878250461064,0.42224716127941225,0.5208642778994959,2.3330526651900087e-10,2.1396343475739204e-05,0.0007144317230970654,1.2096234724565577e-05,2.769575871633619e-08
117,9,Vehicles,General,True,0.874782608695652,0.6294952402374849,0.4513043478260869,0.6347826086956522,0.8921739130434782,2.2660431196761026e-08,0.0009811547890508224,0.02685552027560791,0.0008620162988746089,4.757173412170351e-09
118,9,Vehicles,Specific,False,0.7670640199323728,0.8139842458604977,0.7328774731030276,0.7153371402292034,0.7575392982386168,1.3407684611996723e-20,7.471313022457902e-25,4.4153060128701456e-18,6.194285951533148e-17,7.420262543824395e-20
119,9,Vehicles,Specific,True,0.7453996013015591,0.8522478468602785,0.7530703899346228,0.7693135389852077,0.8124737715301644,2.455275404894613e-30,1.9090640919639764e-47,2.909729587099187e-31,2.4298572867393868e-33,8.382694154283489e-40
120,10,Birds,General,False,0.14127792993388277,0.2660376543134238,0.019612609097407946,0.14778773112858612,0.03703759298830584,0.16089726431355514,0.007465727107307142,0.8464273034418694,0.14227616054376724,0.7144807729161213
121,10,Birds,General,True,0.3913043478260869,0.4135262416935229,0.5026086956521739,0.5791304347826086,0.12608695652173912,0.05864447105666783,0.04457466638689647,0.012311224300312232,0.00302338820095787,0.5571544076689683
122,10,Birds,Specific,False,0.40119539564579226,0.27521075143303614,0.5238193835992156,0.5712391131092457,0.5267418599686645,3.523536340411146e-05,0.005584415287070728,2.237536648449253e-08,5.423289239249539e-10,1.808324866948938e-08
