,i,domain,conclusion_type,is_single_premise,gpt3_spearmanr,gpt3.5_spearmanr,gpt4_spearmanr,gpt3_scm_spearmanr,gpt4_scm_spearmanr,human_scm_spearmanr,gpt3_pval,gpt3.5_pval,gpt4_pval,gpt3_scm_pval,gpt4_scm_pval,human_scm_pval
21,1,Vehicles,General,True,0.806086956521739,0.36444693239540893,0.6166108347355479,0.6539130434782607,0.6605784022217033,0.8801913667522894,1.985720949689886e-06,0.07996324395486823,0.001332257577181584,0.0005287469295676012,0.00044242951870875335,1.4311538624684978e-08
22,1,Vehicles,Specific,False,0.7491613344874911,0.7555464801607219,0.7634444836697886,0.7734902490548183,0.6954104231052435,0.7631824561442521,3.1354821490430864e-19,1.0509297579724678e-19,2.593191883439042e-20,4.0342638775528484e-21,9.884620486781984e-16,2.718788116739906e-20
23,1,Vehicles,Specific,True,0.7565741057737124,0.7092140260409512,0.848660792712527,0.7855163586639001,0.7887645269053044,0.8266241972985815,1.0700342812886225e-31,2.2341801951360013e-26,1.1435600753104101e-46,1.3662407067499445e-35,4.580292041405839e-36,2.6892942822401943e-42
24,2,Birds,General,False,0.25788814170214913,0.10016309655406361,0.14698278204612092,0.10901441379980298,0.2271331639075407,-0.06357738072166944,0.009585551647624929,0.3214247964101917,0.14448617870437602,0.280293696450503,0.023052457540899598,0.5297309455419243
25,2,Birds,General,True,0.003478260869565217,0.0917919626532084,0.34493655256647227,0.23217391304347823,0.5993910962849482,0.16829745994720158,0.9871304734643621,0.6696826649339334,0.09879154701279404,0.2749652411831776,0.001965517258612249,0.43180691394896775
26,2,Birds,Specific,False,0.3521920519761454,0.44461479665600134,0.21585195630795456,0.47538485156230753,0.49621734087019803,0.48138635200495195,0.00032627058659655175,3.581467326490439e-06,0.031015283197451463,5.793476353525424e-07,1.5197880117091842e-07,3.975975564056005e-07
27,2,Birds,Specific,True,0.41974709455353637,0.43777765015885245,0.36572744300860444,0.5006204581602403,0.45144403363653623,0.5594301984368467,1.808461737872719e-08,3.67597677488703e-09,1.263621800417965e-06,6.491979476512533e-12,1.0311160463420405e-09,4.709314392101061e-15
28,2,Mammals,General,False,0.10554398776571328,0.020047283168461816,0.136608981171884,0.08693199424501512,0.16704432692577476,0.1292917985192008,0.29598012954410075,0.8430667579986791,0.1753290896329313,0.3897779486933184,0.0966863104053061,0.19982462301146875
29,2,Mammals,General,True,0.2974559757206353,0.1367839669952444,-0.09008585148263329,0.6001304773311064,0.5962165829137296,0.48532290775472076,0.15805948786137625,0.5239060381882972,0.6754924406878215,0.0019338335584385244,0.002106627986561453,0.016217831258207794
30,2,Mammals,Specific,False,0.4681619757863083,0.739625912583267,0.6709948774350671,0.6542181183213727,0.7008383919496974,0.7491898353838562,9.028730043451638e-07,1.5111545548695097e-18,2.1981518899256473e-14,1.5711808687349757e-13,4.754308625370107e-16,3.1204487064347483e-19
31,2,Mammals,Specific,True,0.6378920688640216,0.7601688521592512,0.726862941164939,0.721349797401328,0.786650066930095,0.8230194177662978,1.530512263103551e-19,3.3038387996969843e-31,2.089597403787232e-27,7.862431491855819e-27,1.0585544926651265e-34,2.0935088594643726e-40
32,2,Vehicles,General,False,0.40984014635506,0.0969630094014994,0.2684469598836296,0.3231777723140539,0.29069552493331824,0.38801973205980445,2.7798563438593227e-05,0.3422091185653957,0.007525747585476416,0.0011711632767896914,0.0036866341560537934,7.888864513665541e-05
33,2,Vehicles,General,True,0.8017391304347825,0.387111542619004,0.6423796457394216,0.6408695652173912,0.6349206499300111,0.8484453342557887,2.4797466868303137e-06,0.061646021115010344,0.0007127190974707541,0.0007404749565562748,0.0008590806506627454,1.6274495767262777e-07
34,2,Vehicles,Specific,False,0.7566072183979868,0.7738682796302087,0.8303881425365773,0.7469394394925539,0.7460038838131762,0.7851688291472787,8.735700340383694e-20,3.7544745831575525e-21,1.2358749083215783e-26,4.55166363246821e-19,5.318926383948524e-19,4.098710216585365e-22
35,2,Vehicles,Specific,True,0.7490625649363633,0.7453975536110133,0.8605373522985216,0.7794617868338567,0.7739174326410503,0.8102787930070326,8.953263163135035e-31,2.4566485839779184e-30,2.5270848311543248e-49,9.967752526191439e-35,5.825064754351989e-34,1.955564288155108e-39
36,3,Birds,General,False,0.1501764469982465,0.0882320326517512,0.14564418066343626,-0.005617438132532418,0.18709203049996379,0.05390977179094025,0.13586826744984934,0.3827004203760156,0.14821857168863808,0.9557651769979073,0.06233682174779036,0.5942360383543541
37,3,Birds,General,True,0.07652173913043478,0.27939178632570305,0.49006835854544906,0.1408695652173913,0.6715964097706533,0.1169819553638171,0.7222991032128186,0.1861086077060847,0.015056472930471207,0.511462281884675,0.00032637007536972634,0.5861845542146312
38,3,Birds,Specific,False,0.329710174803622,0.48824494309144106,0.3262489112103764,0.457227238441401,0.5025134594441875,0.505392748923053,0.0008085959978794936,2.562973065123968e-07,0.0009243315897756818,1.7341075889877262e-06,9.963718256078631e-08,8.190891696034315e-08
39,3,Birds,Specific,True,0.4352069934898884,0.4672199280702522,0.4363917660577096,0.4875752873606892,0.4904249374123463,0.5804976081621763,4.639974064782203e-09,2.2128934844272475e-10,4.168743597348353e-09,2.69607395250114e-11,1.9855308658570248e-11,2.456800107899432e-16
40,3,Mammals,General,False,0.18764067712510268,0.030125729896877194,0.10511180464597028,0.13734387661624686,0.13528658032261268,0.17463890556667347,0.061559220272471196,0.7660563448743667,0.29797334541383125,0.17299654888745356,0.17958440628253794,0.08224361219896723
41,3,Mammals,General,True,0.39391304347826084,0.16189287299193067,-0.07114478112971996,0.6643478260869564,0.6330434782608695,0.6826086956521739,0.056834695519630066,0.44978259086649497,0.7411358289671997,0.00039924328712659537,0.0008997476484507519,0.0002377584806395691
42,3,Mammals,Specific,False,0.5830242816879092,0.8431733556315917,0.7862869114464193,0.7767676060419673,0.8123197787739291,0.8470542365081545,1.9578750646160362e-10,3.6801823933634126e-28,3.2683625800737356e-22,2.1533864127584255e-21,1.1073744432571088e-24,1.1897399140876192e-28
43,3,Mammals,Specific,True,0.6310209761158555,0.7531649783582994,0.7027490433376049,0.715704246070986,0.7456409846339032,0.816790167007536,4.863235216410692e-19,2.3354458400418804e-30,5.485848283143718e-25,2.956012039775319e-26,1.776953245900014e-29,2.4363486605995727e-39
44,3,Vehicles,General,False,0.5471558592701035,0.19413417957131052,0.4059486167820559,0.5948823932417006,0.5193341459751716,0.5666157645708997,5.557917631558924e-09,0.0554367322088343,3.366205735889808e-05,1.0528337917507726e-10,4.2734826691920677e-08,1.190067087620689e-09
45,3,Vehicles,General,True,0.8460869565217389,0.387111542619004,0.6681484567432954,0.6747826086956521,0.6692759453714295,0.8762774723349125,1.906574532020132e-07,0.061646021115010344,0.0003594478797278551,0.00029818653505476106,0.0003483251799196551,2.000027888569167e-08
46,3,Vehicles,Specific,False,0.7027782905496853,0.7589814716311993,0.7756411464939521,0.7759097217322861,0.7337060265029451,0.7777334394927637,3.64543867668164e-16,5.755994361621493e-20,2.675160185979026e-21,2.540581928994408e-21,3.877488512408765e-18,1.7860475436095814e-21
47,3,Vehicles,Specific,True,0.7627131786455049,0.7553720632988897,0.865380385698811,0.8074771161110609,0.7867869978100923,0.8274195676821494,1.7788695404242044e-32,1.5110350800771177e-31,1.7715659657249194e-50,5.674772255600458e-39,8.929851599321013e-36,1.9177443633199345e-42
48,4,Birds,General,False,0.1987612708262524,0.06279652485979892,0.16500867066034922,-0.06380910173998175,0.1552066171450881,0.1337962672380687,0.04742886440668675,0.534808080988994,0.10087882163615663,0.5282289474422937,0.12309485179383099,0.18447008033599385
49,4,Birds,General,True,0.23918243661746988,0.19854328551386718,0.4170961117488388,0.32485323664227284,0.7169893578386961,0.1448455850369726,0.2603211662030971,0.3523500789202956,0.042585583131323046,0.1214190262111261,8.068157860879603e-05,0.49949173894759524
50,4,Birds,Specific,False,0.25274573942587014,0.41420851595999303,0.14490192931980084,0.3911188253661466,0.4068962437867299,0.37868349252140976,0.011180246681596,1.835009361818464e-05,0.1503191857063126,5.7335639012901024e-05,2.6564287296452502e-05,0.0001023533428221453
51,4,Birds,Specific,True,0.412089364469419,0.378676305751224,0.38555817422626415,0.48259207357882417,0.45202548521102814,0.5234490086924275,3.460348999114572e-08,4.887986076951195e-07,2.900938936427002e-07,4.57229386988677e-11,9.75604874165902e-10,4.625535215320421e-13
52,4,Mammals,General,False,0.2487839594078504,-0.08691492733040125,0.10646816641880441,0.1599205424408016,0.2583338337313966,0.35925581708489057,0.012562516918360649,0.38987138061801463,0.29174739440548936,0.11198217997131102,0.009457241463178587,0.00024185764879186444
53,4,Mammals,General,True,0.4356521739130434,0.2096562982535251,-0.07114478112971996,0.6704347826086956,0.5860869565217391,0.5878260869565216,0.03334324197929063,0.3254811353219187,0.7411358289671997,0.000337205726920973,0.0026160096152165247,0.0025217833030871436
54,4,Mammals,Specific,False,0.4821880848511854,0.7620007534516128,0.6592762484028819,0.6848946817623146,0.7328486201096368,0.7755109442497363,3.778903493794857e-07,3.362657249541775e-20,8.798449042023414e-14,3.901261635313183e-15,4.435283942432835e-18,2.7428746645379487e-21
55,4,Mammals,Specific,True,0.5836864256754828,0.7148931088171068,0.6551552124899802,0.7032673572760078,0.7345258315973449,0.7883403827844525,6.769081220626462e-16,3.566125185565082e-26,7.339932890149573e-21,4.895640092667521e-25,3.1363838304407307e-28,6.093399302152933e-35
56,4,Vehicles,General,False,0.572057082076255,0.18366471912388352,0.44648215048794804,0.5090031521552572,0.4492424631166649,0.5554113827686149,7.595369838008852e-10,0.07025048590221693,4.063714685098101e-06,8.709282983177135e-08,3.4833915523653836e-06,2.9255009791615314e-09
57,4,Vehicles,General,True,0.8495652173913043,0.4324407630661942,0.6153837484972683,0.6826086956521739,0.6836268915684776,0.896716698736769,1.5081980924883657e-07,0.03481680394857416,0.0013707035598640794,0.0002377584806395691,0.0002307409663588947,3.0282192256596305e-09
58,4,Vehicles,Specific,False,0.7479160588976029,0.7624887455875261,0.8008109568460939,0.7685004640941011,0.725447187835813,0.7764514947587302,3.8657225892672034e-19,3.080552653754309e-20,1.5178792253158768e-23,1.0285457576422955e-20,1.3855981591538233e-17,2.2888628612882346e-21
59,4,Vehicles,Specific,True,0.7656056154805657,0.7048199151052515,0.8619766175270109,0.7990817826400457,0.7754676854675899,0.813497288918802,7.494975686501377e-33,6.148963495102818e-26,1.159267435076841e-49,1.2477356089293878e-37,3.5738140258748066e-34,5.625743450872972e-40
60,5,Birds,General,False,0.3811361447467553,0.028615536728720102,0.23237523975962152,-0.01055060611373228,0.23182216517167387,0.22900568841337646,9.146581049375237e-05,0.7774715503820647,0.019992964856591817,0.9170245413810256,0.020298368808030057,0.02191651801390005
61,5,Birds,General,True,0.04347826086956521,0.07458096965573183,0.36282951494744203,0.2539130434782608,0.6707264662346809,0.2274407533653396,0.8401329841149333,0.7290806705137196,0.08141226427330321,0.23120736516745433,0.0003344559557960714,0.2851449110995928
62,5,Birds,Specific,False,0.31529042017965264,0.46689433851840767,0.18182796397503123,0.4851692850563191,0.522209086229861,0.4875698059857947,0.0013974676047061204,9.74970286408598e-07,0.07021151623753545,3.124462731342362e-07,2.5139855324557163e-08,2.677323743354327e-07
63,5,Birds,Specific,True,0.3884763082732645,0.4016251988180586,0.38460209272863277,0.5253845877067611,0.46999813171674604,0.4549196026160257,2.3167643163854118e-07,8.184209953801389e-08,3.121255289834791e-07,3.6635608138190726e-13,1.673769110076245e-10,7.395631550323115e-10
64,5,Mammals,General,False,0.3130709377219476,-0.05267673320453809,0.23519839587168204,0.30399006795519584,0.33791923879794966,0.44436642861272285,0.0015166728305476985,0.6027108319748828,0.018494823348064238,0.002106477928151992,0.0005850820365407725,3.6319378666948565e-06
65,5,Mammals,General,True,0.32608695652173914,0.027149736464485263,-0.03557239056485998,0.717391304347826,0.6017391304347826,0.5391304347826086,0.11992916225916488,0.8997885628672062,0.8689305329756822,7.959636496095665e-05,0.0018664011338972051,0.0065569969186163235
66,5,Mammals,Specific,False,0.587434664858754,0.8533528233866147,0.7592620364899237,0.8267990177034535,0.8375377736716844,0.8942793316463019,1.323151926161518e-10,1.777635890908559e-29,5.477378115137295e-20,3.145184880993909e-26,1.798168662412895e-27,5.385885441977917e-36
67,5,Mammals,Specific,True,0.6093594662648425,0.7819703509099892,0.7316403594818814,0.7028914332559025,0.7667217019770552,0.828246052464457,1.551313588126619e-17,4.759353849262467e-34,6.454916599026762e-28,5.317089325562128e-25,4.984265796621088e-32,2.476255565462456e-41
68,5,Vehicles,General,False,0.5175641699376792,0.14082548030948205,0.39441133878345974,0.3891854022937438,0.40612505343113786,0.5140429514744154,4.836010649552587e-08,0.16662889576047663,5.855755487747552e-05,7.474925590160181e-05,3.337293842494221e-05,6.171987513193865e-08
69,5,Vehicles,General,True,0.8530434782608695,0.36444693239540893,0.6546505081222187,0.6704347826086956,0.7027614864978752,0.9019352246266048,1.1860330601994243e-07,0.07996324395486823,0.000518530926400002,0.000337205726920973,0.00012847793821251776,1.7553104076267547e-09
70,5,Vehicles,Specific,False,0.693700212368342,0.7259086033110529,0.7798248790034431,0.7959251690480919,0.7566360813490287,0.8155456377360002,1.240684639926286e-15,1.2920135975613607e-17,1.1873986780525834e-21,4.382029840444559e-23,8.691758856714957e-20,5.146588067721218e-25
71,5,Vehicles,Specific,True,0.7253143687565089,0.734796603001459,0.8558151786090313,0.7599860704025562,0.7589218977063359,0.7908993337277446,4.630956015715421e-28,4.141486145151945e-29,3.068779775835677e-48,3.973660118895089e-32,5.421714745145031e-32,2.209905596595094e-36
72,6,Birds,General,False,0.20641560622431235,0.19712984464359284,0.29139550508382067,0.015891973172122438,0.25948434462385045,0.10203934743431751,0.03935554895348452,0.049315947067221165,0.0032669569017679304,0.8752987464659803,0.009132968136511497,0.3123974186630876
73,6,Birds,General,True,0.09391304347826085,0.09121826288662584,0.5169078021169037,0.21913043478260866,0.6346238094918284,0.15177212796272183,0.6624853858393347,0.671634239380561,0.009697646813970983,0.3035834439172305,0.0008654040706497432,0.4789738652781239
74,6,Birds,Specific,False,0.31614167901841633,0.4323497866563267,0.21982284087903003,0.5296195346392886,0.5721406658573911,0.5441134627057606,0.0013540516580383417,7.055714723612388e-06,0.027981508437882417,1.4633303535896682e-08,5.023768892255148e-10,4.886606530284523e-09
75,6,Birds,Specific,True,0.4222575813878336,0.42311674753595135,0.39311097961765884,0.5470867254468483,0.5088314826433332,0.5844115469933977,1.4567321177449226e-08,1.3522512110247532e-08,1.6137206036087588e-07,2.417190992909566e-14,2.5676236689712702e-12,1.3861521407707028e-16
76,6,Mammals,General,False,0.41429703745416474,-0.016307952778086058,0.19583078293599604,0.3046416482619896,0.3105719806564889,0.40506420790722314,1.8267130773024665e-05,0.8720619695507192,0.05086256573808853,0.002058108125389877,0.0016618688766028968,2.9104951295453413e-05
77,6,Mammals,General,True,0.2817391304347826,0.08597416547087001,-0.03632924993858041,0.6321739130434781,0.5982608695652173,0.5243478260869565,0.18228277001095713,0.6895673884687553,0.8661660354566669,0.0009191401974675445,0.002014803986009246,0.00853108886118977
78,6,Mammals,Specific,False,0.5442122619870583,0.7900555797090668,0.747253565998252,0.73821327191189,0.7844524713090836,0.8158047208989098,4.84933864678523e-09,1.5085365953368268e-22,4.319048215492052e-19,1.8965563225944026e-18,4.735129027860543e-22,4.8362721458444695e-25
79,6,Mammals,Specific,True,0.6368642449014519,0.7736764562182317,0.7087741003216881,0.7435484064108681,0.7759143433653597,0.8203156254437866,1.8228354499362555e-19,6.249580325454987e-33,1.438551239068756e-25,3.0853269377476294e-29,3.153765047500237e-33,6.145753582279224e-40
80,6,Vehicles,General,False,0.4821323893176799,0.13350938360781536,0.43324959130536456,0.4785996765930742,0.4304795644124359,0.5117796237403941,4.988796519948691e-07,0.189995162897478,8.351097412283877e-06,6.207558635583051e-07,9.67355032399464e-06,7.209230375062891e-08
81,6,Vehicles,General,True,0.8527941058306518,0.36452618583385704,0.6554065464156518,0.6871059088283682,0.6946498477598956,0.8816876903001304,1.2068878585289152e-07,0.0798927460724202,0.0005082352962713215,0.00020810535319031213,0.0001655604669491322,1.2554061009202319e-08
82,6,Vehicles,Specific,False,0.7805093251813582,0.8035106418694239,0.8471232785242077,0.8223676551941984,0.7737025006656695,0.8329322561546705,1.0378948503501584e-21,8.342655977291802e-24,1.1657476958155169e-28,9.679265760661543e-26,3.8747658071346856e-21,6.2896264473836395e-27
83,6,Vehicles,Specific,True,0.7528114496591111,0.7660331462185568,0.884297024903437,0.8058028701017348,0.8098403925521153,0.8381250876339074,3.1309204466025006e-31,6.589121100127521e-33,1.8500519541864537e-55,1.0637255563829194e-38,2.3130048021353677e-39,1.6982912737121707e-44
84,7,Birds,General,False,0.38866166537118535,-0.007948998769959525,0.27182267010552025,0.0027187531372187186,0.2800466992826536,0.1293351555062178,6.441055877174171e-05,0.9374368282232322,0.0062235532334991355,0.9785827532626017,0.004773165125884084,0.1996725793518336
85,7,Birds,General,True,0.18608695652173912,0.025816489496214862,0.31809710899501764,0.25304347826086954,0.5737277619737641,0.07349423961518621,0.38396703397174836,0.9046872633419369,0.12981716581119307,0.23286356530495447,0.00337572505115008,0.7328866600366244
86,7,Birds,Specific,False,0.30216004961949355,0.5239712418930403,0.26389998445996576,0.5349094134936411,0.60752367694655,0.531830495915832,0.0022478671352913746,2.213020627351763e-08,0.007977345217503881,9.864865370165735e-09,2.0563194123723837e-11,1.2420054974878886e-08
87,7,Birds,Specific,True,0.4075173758395306,0.4527579414699134,0.3622414413855536,0.5343963754696124,0.48352859406978277,0.5862788849515866,5.0587416117775897e-08,9.097759494071844e-10,1.620433380081101e-06,1.213098100968548e-13,4.142885937709487e-11,1.0520679794357703e-16
88,7,Mammals,General,False,0.2577895998786103,-0.0704846214706674,0.21099551298952457,0.2135682883702847,0.25923169402667356,0.38347988583510206,0.009614126255914575,0.4858954511493907,0.035099160351749564,0.032882690382351414,0.009203328489620164,8.207702283313131e-05
89,7,Mammals,General,True,0.26347826086956516,0.15435127952957367,0.01665090622184936,0.7713043478260868,0.7747826086956522,0.6852173913043478,0.2135023665852381,0.4714448775561577,0.9384462440816833,1.0233451279048088e-05,8.799677867713436e-06,0.0002201398452967728
90,7,Mammals,Specific,False,0.5502844623781012,0.811600394686127,0.7459043943347886,0.7581376970633681,0.802056674014428,0.8324566529436568,3.014787650407532e-09,1.3110877169845091e-24,5.407557204807105e-19,6.679540367575158e-20,1.1529058318240516e-23,7.142295282527174e-27
91,7,Mammals,Specific,True,0.6044059386969669,0.7426090700175809,0.6621788113179505,0.7072863084201915,0.7370559298083749,0.7878968816741835,3.3008189451237174e-17,3.9455823581338096e-29,2.013796853049782e-21,2.0083678381984028e-25,1.652684007040162e-28,7.046989431853039e-35
92,7,Vehicles,General,False,0.5924468813812647,0.1945910792291404,0.3835646569222565,0.4196698030154494,0.38741000332804604,0.5357973196425603,1.3095967370860499e-10,0.05485365029537501,9.675474282809839e-05,1.6960263104664226e-05,8.11378480902039e-05,1.306991093645904e-08
93,7,Vehicles,General,True,0.8286956521739129,0.387111542619004,0.6552640512413584,0.6730434782608695,0.6684061910564567,0.8719287007600496,5.681777552577367e-07,0.061646021115010344,0.0005101621381950764,0.00031329572999538164,0.00035687852047958985,2.8636622170789598e-08
94,7,Vehicles,Specific,False,0.7272192654171102,0.7407540596817318,0.803066181723529,0.7435841293143265,0.7352039230645822,0.7797607994438008,1.0584312876842325e-17,1.259105310531659e-18,9.212435236366742e-24,7.933171473676884e-19,3.0622073692399813e-18,1.2024235306554681e-21
95,7,Vehicles,Specific,True,0.7097970400047307,0.7250761964455923,0.8405182778217788,0.7469134291691182,0.752143804559991,0.8140176135469878,1.9505896574882406e-26,4.914078693574524e-28,5.631276861953428e-45,1.6216126707996067e-30,3.7803601621054495e-31,4.589009806560621e-40
96,8,Birds,General,False,0.40984462814004174,0.0007948593217926101,0.2544000807318844,0.0933991089401902,0.3390693696277442,0.32382401494865004,2.290701792987873e-05,0.9937377398388396,0.010643618281446622,0.35534526723156845,0.0005587534840609474,0.0010142077629547062
97,8,Birds,General,True,0.026092629449178537,0.2005516713499901,0.37235397818817667,0.1648184426873111,0.6512943377940097,0.09699869508481947,0.9036723695678552,0.3474001964281829,0.0731582117633086,0.44152296040585404,0.0005664430979369715,0.6520668093209819
98,8,Birds,Specific,False,0.3344566568357794,0.48185615926387426,0.22254875033680327,0.5070054910459227,0.5010863733459141,0.5261389061228596,0.0006713623705476992,3.8593405053033473e-07,0.026047947426168873,7.333765544970824e-08,1.0972511347828229e-07,1.8898659123863232e-08
99,8,Birds,Specific,True,0.4092599164341987,0.447236555114625,0.44906395981980585,0.5154894900254123,0.46645729425513854,0.5445840739874451,4.380015586135765e-08,1.534190237037096e-09,1.2918603683436518e-09,1.188187565885347e-12,2.388133774872661e-10,3.340500059897674e-14
100,8,Mammals,General,False,0.2586716561018251,-0.16135098262174943,0.13304619221974107,0.19182513856906108,0.22336198478600228,0.38578433976691945,0.00936099314329167,0.10876890399096435,0.18696537171699273,0.05588518013266261,0.025493601066825758,7.37267225438769e-05
101,8,Mammals,General,True,0.3069565217391304,0.19205924684135875,-0.05298015616042977,0.6930434782608694,0.7121739130434783,0.6495652173913044,0.14456786810517375,0.36861178010983453,0.8057864361864014,0.0001739207807186816,9.472781615467428e-05,0.0005925876293559354
102,8,Mammals,Specific,False,0.552132220459934,0.8095387548230815,0.6953903013122695,0.73761057507229,0.7601009440431054,0.802281657520004,2.603877532640537e-09,2.11873716531661e-24,9.911178245420917e-16,2.0886440789214825e-18,4.720285416937457e-20,1.0968093936741235e-23
103,8,Mammals,Specific,True,0.6568811559882658,0.762117067138475,0.7163260440198856,0.7274944696029083,0.7636757880062154,0.8212630879927144,5.35863569198957e-21,1.8948446418260595e-31,2.5588511623531042e-26,1.7916080356970688e-27,1.209834596389349e-31,4.222622953190827e-40
