,model,prompt_name,domain,c1,c2,gpt3_rating
57,text-davinci-003,two_choice_similarity,Mammals,Squirrels,Llamas,9.61444860023814
58,text-davinci-003,two_choice_similarity,Mammals,Squirrels,Lions,6.065199094148257
59,text-davinci-003,two_choice_similarity,Mammals,Squirrels,Mice,15.661995160016541
60,text-davinci-003,two_choice_similarity,Mammals,Squirrels,Rhinos,6.33998082489415
61,text-davinci-003,two_choice_similarity,Mammals,Squirrels,Hippos,5.870621952732738
62,text-davinci-003,two_choice_similarity,Mammals,Squirrels,Elephants,6.49825493426852
63,text-davinci-003,two_choice_similarity,Mammals,Squirrels,Horses,8.866809251445009
64,text-davinci-003,two_choice_similarity,Mammals,Squirrels,Sheep,9.47297704654265
65,text-davinci-003,two_choice_similarity,Mammals,Squirrels,Tigers,7.809873554311896
66,text-davinci-003,two_choice_similarity,Mammals,Squirrels,Foxes,11.621738455730924
67,text-davinci-003,two_choice_similarity,Mammals,Squirrels,Wolves,8.864459443460195
68,text-davinci-003,two_choice_similarity,Mammals,Squirrels,Zebras,6.180943117708875
69,text-davinci-003,two_choice_similarity,Mammals,Hedgehogs,Beavers,10.39612866072522
70,text-davinci-003,two_choice_similarity,Mammals,Hedgehogs,Camels,9.32906709814118
71,text-davinci-003,two_choice_similarity,Mammals,Hedgehogs,Squirrels,11.786153644088172
72,text-davinci-003,two_choice_similarity,Mammals,Hedgehogs,Donkeys,8.401904673921816
73,text-davinci-003,two_choice_similarity,Mammals,Hedgehogs,Giraffes,6.199153668429743
74,text-davinci-003,two_choice_similarity,Mammals,Hedgehogs,Hamsters,11.357265714589479
75,text-davinci-003,two_choice_similarity,Mammals,Hedgehogs,Deer,11.685307258441096
76,text-davinci-003,two_choice_similarity,Mammals,Hedgehogs,Dogs,14.256755109028266
77,text-davinci-003,two_choice_similarity,Mammals,Hedgehogs,Cats,15.195369281172413
78,text-davinci-003,two_choice_similarity,Mammals,Hedgehogs,Cows,8.867651586740084
79,text-davinci-003,two_choice_similarity,Mammals,Hedgehogs,Rabbits,13.001818624758776
80,text-davinci-003,two_choice_similarity,Mammals,Hedgehogs,Llamas,8.88902652219067
81,text-davinci-003,two_choice_similarity,Mammals,Hedgehogs,Lions,9.047337428587042
82,text-davinci-003,two_choice_similarity,Mammals,Hedgehogs,Mice,13.484131270230362
83,text-davinci-003,two_choice_similarity,Mammals,Hedgehogs,Rhinos,10.029674315728967
84,text-davinci-003,two_choice_similarity,Mammals,Hedgehogs,Hippos,8.640101360205005
85,text-davinci-003,two_choice_similarity,Mammals,Hedgehogs,Elephants,8.374995161595622
86,text-davinci-003,two_choice_similarity,Mammals,Hedgehogs,Horses,9.73449476869234
87,text-davinci-003,two_choice_similarity,Mammals,Hedgehogs,Sheep,10.802736077010005
88,text-davinci-003,two_choice_similarity,Mammals,Hedgehogs,Tigers,11.563320175475779
89,text-davinci-003,two_choice_similarity,Mammals,Hedgehogs,Foxes,11.705872412093692
90,text-davinci-003,two_choice_similarity,Mammals,Hedgehogs,Wolves,9.854749616675315
91,text-davinci-003,two_choice_similarity,Mammals,Hedgehogs,Zebras,8.66700977901784
92,text-davinci-003,two_choice_similarity,Mammals,Donkeys,Beavers,9.52932093624647
93,text-davinci-003,two_choice_similarity,Mammals,Donkeys,Camels,13.18218855460248
94,text-davinci-003,two_choice_similarity,Mammals,Donkeys,Squirrels,7.30628646202742
95,text-davinci-003,two_choice_similarity,Mammals,Donkeys,Hedgehogs,8.896063575429388
96,text-davinci-003,two_choice_similarity,Mammals,Donkeys,Giraffes,8.204134944084252
97,text-davinci-003,two_choice_similarity,Mammals,Donkeys,Hamsters,8.086756980456403
98,text-davinci-003,two_choice_similarity,Mammals,Donkeys,Deer,10.240700372905255
99,text-davinci-003,two_choice_similarity,Mammals,Donkeys,Dogs,12.418605999209053
100,text-davinci-003,two_choice_similarity,Mammals,Donkeys,Cats,9.538969559812186
101,text-davinci-003,two_choice_similarity,Mammals,Donkeys,Cows,14.428590211795061
102,text-davinci-003,two_choice_similarity,Mammals,Donkeys,Rabbits,9.15701027279098
103,text-davinci-003,two_choice_similarity,Mammals,Donkeys,Llamas,12.339939331571118
104,text-davinci-003,two_choice_similarity,Mammals,Donkeys,Lions,8.012309856630452
105,text-davinci-003,two_choice_similarity,Mammals,Donkeys,Mice,7.607888892093208
106,text-davinci-003,two_choice_similarity,Mammals,Donkeys,Rhinos,8.780247754875367
107,text-davinci-003,two_choice_similarity,Mammals,Donkeys,Hippos,8.674478462846594
108,text-davinci-003,two_choice_similarity,Mammals,Donkeys,Elephants,9.382217046883213
109,text-davinci-003,two_choice_similarity,Mammals,Donkeys,Horses,18.350653538321914
110,text-davinci-003,two_choice_similarity,Mammals,Donkeys,Sheep,11.209019845467056
111,text-davinci-003,two_choice_similarity,Mammals,Donkeys,Tigers,5.304382300059115
112,text-davinci-003,two_choice_similarity,Mammals,Donkeys,Foxes,8.356785420061929
113,text-davinci-003,two_choice_similarity,Mammals,Donkeys,Wolves,8.930839746461572
114,text-davinci-003,two_choice_similarity,Mammals,Donkeys,Zebras,11.227998129921028
115,text-davinci-003,two_choice_similarity,Mammals,Giraffes,Beavers,9.507221926999087
116,text-davinci-003,two_choice_similarity,Mammals,Giraffes,Camels,12.263107448260193
117,text-davinci-003,two_choice_similarity,Mammals,Giraffes,Squirrels,6.918590860563689
118,text-davinci-003,two_choice_similarity,Mammals,Giraffes,Hedgehogs,8.634569670139527
119,text-davinci-003,two_choice_similarity,Mammals,Giraffes,Donkeys,8.72784228074839
120,text-davinci-003,two_choice_similarity,Mammals,Giraffes,Hamsters,7.869295511745494
121,text-davinci-003,two_choice_similarity,Mammals,Giraffes,Deer,13.884172746126401
122,text-davinci-003,two_choice_similarity,Mammals,Giraffes,Dogs,9.167682447538315
123,text-davinci-003,two_choice_similarity,Mammals,Giraffes,Cats,9.30595601838927
124,text-davinci-003,two_choice_similarity,Mammals,Giraffes,Cows,12.51901372795063
125,text-davinci-003,two_choice_similarity,Mammals,Giraffes,Rabbits,8.8317466369388
126,text-davinci-003,two_choice_similarity,Mammals,Giraffes,Llamas,10.118060007242489
127,text-davinci-003,two_choice_similarity,Mammals,Giraffes,Lions,12.132889862264365
128,text-davinci-003,two_choice_similarity,Mammals,Giraffes,Mice,7.1136824560143515
129,text-davinci-003,two_choice_similarity,Mammals,Giraffes,Rhinos,11.279770705943529
130,text-davinci-003,two_choice_similarity,Mammals,Giraffes,Hippos,9.319969547438186
131,text-davinci-003,two_choice_similarity,Mammals,Giraffes,Elephants,14.60129486398318
132,text-davinci-003,two_choice_similarity,Mammals,Giraffes,Horses,13.926890800174881
133,text-davinci-003,two_choice_similarity,Mammals,Giraffes,Sheep,9.214234087235237
134,text-davinci-003,two_choice_similarity,Mammals,Giraffes,Tigers,9.326300724905808
135,text-davinci-003,two_choice_similarity,Mammals,Giraffes,Foxes,8.038247369010184
136,text-davinci-003,two_choice_similarity,Mammals,Giraffes,Wolves,8.94747583163484
137,text-davinci-003,two_choice_similarity,Mammals,Giraffes,Zebras,15.584258675070481
138,text-davinci-003,two_choice_similarity,Mammals,Hamsters,Beavers,9.887412295602632
139,text-davinci-003,two_choice_similarity,Mammals,Hamsters,Camels,8.532234462328931
140,text-davinci-003,two_choice_similarity,Mammals,Hamsters,Squirrels,13.086913387050677
141,text-davinci-003,two_choice_similarity,Mammals,Hamsters,Hedgehogs,10.116631625024507
142,text-davinci-003,two_choice_similarity,Mammals,Hamsters,Donkeys,6.7364671258985975
143,text-davinci-003,two_choice_similarity,Mammals,Hamsters,Giraffes,0.6511743228950261
144,text-davinci-003,two_choice_similarity,Mammals,Hamsters,Deer,8.813901744552995
145,text-davinci-003,two_choice_similarity,Mammals,Hamsters,Dogs,10.273597679864043
146,text-davinci-003,two_choice_similarity,Mammals,Hamsters,Cats,9.867817263463877
147,text-davinci-003,two_choice_similarity,Mammals,Hamsters,Cows,7.3871332832756345
148,text-davinci-003,two_choice_similarity,Mammals,Hamsters,Rabbits,13.302851311409766
149,text-davinci-003,two_choice_similarity,Mammals,Hamsters,Llamas,8.115477080976433
150,text-davinci-003,two_choice_similarity,Mammals,Hamsters,Lions,5.722798947442857
151,text-davinci-003,two_choice_similarity,Mammals,Hamsters,Mice,16.242265516987597
152,text-davinci-003,two_choice_similarity,Mammals,Hamsters,Rhinos,5.327095578771595
153,text-davinci-003,two_choice_similarity,Mammals,Hamsters,Hippos,4.660279197304802
154,text-davinci-003,two_choice_similarity,Mammals,Hamsters,Elephants,2.8944804664080044
155,text-davinci-003,two_choice_similarity,Mammals,Hamsters,Horses,7.877419324779424
156,text-davinci-003,two_choice_similarity,Mammals,Hamsters,Sheep,8.697097701015846
157,text-davinci-003,two_choice_similarity,Mammals,Hamsters,Tigers,5.763721118680378
158,text-davinci-003,two_choice_similarity,Mammals,Hamsters,Foxes,9.17413786507547
159,text-davinci-003,two_choice_similarity,Mammals,Hamsters,Wolves,8.028727302754433
160,text-davinci-003,two_choice_similarity,Mammals,Hamsters,Zebras,5.118525711364484
161,text-davinci-003,two_choice_similarity,Mammals,Deer,Beavers,12.513086353921306
162,text-davinci-003,two_choice_similarity,Mammals,Deer,Camels,9.835808335495432
163,text-davinci-003,two_choice_similarity,Mammals,Deer,Squirrels,9.764059892535956
164,text-davinci-003,two_choice_similarity,Mammals,Deer,Hedgehogs,10.849830539420733
165,text-davinci-003,two_choice_similarity,Mammals,Deer,Donkeys,9.08315534972461
166,text-davinci-003,two_choice_similarity,Mammals,Deer,Giraffes,9.109910380625061
167,text-davinci-003,two_choice_similarity,Mammals,Deer,Hamsters,8.528114779920877
168,text-davinci-003,two_choice_similarity,Mammals,Deer,Dogs,12.491481133351458
169,text-davinci-003,two_choice_similarity,Mammals,Deer,Cats,9.420855765870932
170,text-davinci-003,two_choice_similarity,Mammals,Deer,Cows,13.591448982047632
171,text-davinci-003,two_choice_similarity,Mammals,Deer,Rabbits,12.42593677998356
172,text-davinci-003,two_choice_similarity,Mammals,Deer,Llamas,11.451101700470891
173,text-davinci-003,two_choice_similarity,Mammals,Deer,Lions,9.528080093339042
174,text-davinci-003,two_choice_similarity,Mammals,Deer,Mice,9.602901739034802
175,text-davinci-003,two_choice_similarity,Mammals,Deer,Rhinos,11.582177355164827
176,text-davinci-003,two_choice_similarity,Mammals,Deer,Hippos,8.944210569881694
177,text-davinci-003,two_choice_similarity,Mammals,Deer,Elephants,8.864841105219691
178,text-davinci-003,two_choice_similarity,Mammals,Deer,Horses,15.796578741391446
179,text-davinci-003,two_choice_similarity,Mammals,Deer,Sheep,12.452409258290574
180,text-davinci-003,two_choice_similarity,Mammals,Deer,Tigers,10.350995755764414
181,text-davinci-003,two_choice_similarity,Mammals,Deer,Foxes,10.279340180860238
182,text-davinci-003,two_choice_similarity,Mammals,Deer,Wolves,14.650815562490916
183,text-davinci-003,two_choice_similarity,Mammals,Deer,Zebras,9.809617094914044
184,text-davinci-003,two_choice_similarity,Mammals,Dogs,Beavers,13.629349658045658
185,text-davinci-003,two_choice_similarity,Mammals,Dogs,Camels,11.927305978048608
186,text-davinci-003,two_choice_similarity,Mammals,Dogs,Squirrels,9.401511145772616
187,text-davinci-003,two_choice_similarity,Mammals,Dogs,Hedgehogs,11.617132662718626
188,text-davinci-003,two_choice_similarity,Mammals,Dogs,Donkeys,9.246658193293134
189,text-davinci-003,two_choice_similarity,Mammals,Dogs,Giraffes,6.384189144580881
190,text-davinci-003,two_choice_similarity,Mammals,Dogs,Hamsters,9.652740247749886
191,text-davinci-003,two_choice_similarity,Mammals,Dogs,Deer,14.469264355847049
192,text-davinci-003,two_choice_similarity,Mammals,Dogs,Cats,14.550664116395843
193,text-davinci-003,two_choice_similarity,Mammals,Dogs,Cows,10.229401888135202
194,text-davinci-003,two_choice_similarity,Mammals,Dogs,Rabbits,12.249517492137047
195,text-davinci-003,two_choice_similarity,Mammals,Dogs,Llamas,11.814790089917299
196,text-davinci-003,two_choice_similarity,Mammals,Dogs,Lions,12.088169977261753
197,text-davinci-003,two_choice_similarity,Mammals,Dogs,Mice,9.855407172141517
198,text-davinci-003,two_choice_similarity,Mammals,Dogs,Rhinos,10.302852751667299
199,text-davinci-003,two_choice_similarity,Mammals,Dogs,Hippos,9.280031562795509
200,text-davinci-003,two_choice_similarity,Mammals,Dogs,Elephants,9.25120412791052
201,text-davinci-003,two_choice_similarity,Mammals,Dogs,Horses,16.64790207119153
202,text-davinci-003,two_choice_similarity,Mammals,Dogs,Sheep,12.040624502188253
203,text-davinci-003,two_choice_similarity,Mammals,Dogs,Tigers,12.378906195752316
204,text-davinci-003,two_choice_similarity,Mammals,Dogs,Foxes,14.891636118142207
205,text-davinci-003,two_choice_similarity,Mammals,Dogs,Wolves,17.17841210469079
206,text-davinci-003,two_choice_similarity,Mammals,Dogs,Zebras,8.956547141152992
207,text-davinci-003,two_choice_similarity,Mammals,Cats,Beavers,10.71587730851179
208,text-davinci-003,two_choice_similarity,Mammals,Cats,Camels,10.493382912872708
209,text-davinci-003,two_choice_similarity,Mammals,Cats,Squirrels,9.8289333356342
210,text-davinci-003,two_choice_similarity,Mammals,Cats,Hedgehogs,11.602924032344657
211,text-davinci-003,two_choice_similarity,Mammals,Cats,Donkeys,8.500834234938786
212,text-davinci-003,two_choice_similarity,Mammals,Cats,Giraffes,5.943098779718212
213,text-davinci-003,two_choice_similarity,Mammals,Cats,Hamsters,10.756421268639514
214,text-davinci-003,two_choice_similarity,Mammals,Cats,Deer,11.887615016045611
215,text-davinci-003,two_choice_similarity,Mammals,Cats,Dogs,16.56914894351492
216,text-davinci-003,two_choice_similarity,Mammals,Cats,Cows,8.76889077834486
217,text-davinci-003,two_choice_similarity,Mammals,Cats,Rabbits,12.02671611146852
218,text-davinci-003,two_choice_similarity,Mammals,Cats,Llamas,9.750069296760426
219,text-davinci-003,two_choice_similarity,Mammals,Cats,Lions,16.124429799893996
220,text-davinci-003,two_choice_similarity,Mammals,Cats,Mice,11.206826713069791
221,text-davinci-003,two_choice_similarity,Mammals,Cats,Rhinos,8.96484549733667
222,text-davinci-003,two_choice_similarity,Mammals,Cats,Hippos,8.701847750981562
223,text-davinci-003,two_choice_similarity,Mammals,Cats,Elephants,8.421899800321565
224,text-davinci-003,two_choice_similarity,Mammals,Cats,Horses,11.703910620843983
225,text-davinci-003,two_choice_similarity,Mammals,Cats,Sheep,9.308324703184478
226,text-davinci-003,two_choice_similarity,Mammals,Cats,Tigers,17.037889488927465
227,text-davinci-003,two_choice_similarity,Mammals,Cats,Foxes,12.667269001651992
228,text-davinci-003,two_choice_similarity,Mammals,Cats,Wolves,13.341612605526194
229,text-davinci-003,two_choice_similarity,Mammals,Cats,Zebras,8.454807927318468
230,text-davinci-003,two_choice_similarity,Mammals,Cows,Beavers,11.050351499581838
231,text-davinci-003,two_choice_similarity,Mammals,Cows,Camels,13.83957622393887
232,text-davinci-003,two_choice_similarity,Mammals,Cows,Squirrels,7.904041391047562
233,text-davinci-003,two_choice_similarity,Mammals,Cows,Hedgehogs,8.74143178068456
234,text-davinci-003,two_choice_similarity,Mammals,Cows,Donkeys,11.714819346988232
235,text-davinci-003,two_choice_similarity,Mammals,Cows,Giraffes,8.769799645948593
236,text-davinci-003,two_choice_similarity,Mammals,Cows,Hamsters,8.038967535991747
237,text-davinci-003,two_choice_similarity,Mammals,Cows,Deer,14.951449810619915
238,text-davinci-003,two_choice_similarity,Mammals,Cows,Dogs,10.05028171850375
239,text-davinci-003,two_choice_similarity,Mammals,Cows,Cats,9.023978281059778
240,text-davinci-003,two_choice_similarity,Mammals,Cows,Rabbits,9.193640691733403
241,text-davinci-003,two_choice_similarity,Mammals,Cows,Llamas,13.376439614528845
242,text-davinci-003,two_choice_similarity,Mammals,Cows,Lions,9.10993994094152
243,text-davinci-003,two_choice_similarity,Mammals,Cows,Mice,7.811904037813836
244,text-davinci-003,two_choice_similarity,Mammals,Cows,Rhinos,12.92074503425929
245,text-davinci-003,two_choice_similarity,Mammals,Cows,Hippos,11.700828396411847
246,text-davinci-003,two_choice_similarity,Mammals,Cows,Elephants,9.869497574931643
247,text-davinci-003,two_choice_similarity,Mammals,Cows,Horses,16.989835197909652
248,text-davinci-003,two_choice_similarity,Mammals,Cows,Sheep,15.261269700095808
249,text-davinci-003,two_choice_similarity,Mammals,Cows,Tigers,8.749540820163011
250,text-davinci-003,two_choice_similarity,Mammals,Cows,Foxes,7.95073320083451
251,text-davinci-003,two_choice_similarity,Mammals,Cows,Wolves,9.992888123700954
252,text-davinci-003,two_choice_similarity,Mammals,Cows,Zebras,9.347467907478148
253,text-davinci-003,two_choice_similarity,Mammals,Rabbits,Beavers,13.846250351516554
254,text-davinci-003,two_choice_similarity,Mammals,Rabbits,Camels,9.311275169490774
255,text-davinci-003,two_choice_similarity,Mammals,Rabbits,Squirrels,14.790615768114602
256,text-davinci-003,two_choice_similarity,Mammals,Rabbits,Hedgehogs,11.57159562784813
257,text-davinci-003,two_choice_similarity,Mammals,Rabbits,Donkeys,8.909327984520129
258,text-davinci-003,two_choice_similarity,Mammals,Rabbits,Giraffes,5.1451078702607305
259,text-davinci-003,two_choice_similarity,Mammals,Rabbits,Hamsters,13.623349502579082
260,text-davinci-003,two_choice_similarity,Mammals,Rabbits,Deer,14.626928996535593
261,text-davinci-003,two_choice_similarity,Mammals,Rabbits,Dogs,12.575440593372287
262,text-davinci-003,two_choice_similarity,Mammals,Rabbits,Cats,13.491877106454934
263,text-davinci-003,two_choice_similarity,Mammals,Rabbits,Cows,9.71634181913049
264,text-davinci-003,two_choice_similarity,Mammals,Rabbits,Llamas,11.08269513571123
265,text-davinci-003,two_choice_similarity,Mammals,Rabbits,Lions,8.228284730274643
266,text-davinci-003,two_choice_similarity,Mammals,Rabbits,Mice,15.632080424655586
267,text-davinci-003,two_choice_similarity,Mammals,Rabbits,Rhinos,7.638334363641832
268,text-davinci-003,two_choice_similarity,Mammals,Rabbits,Hippos,7.216663640982051
269,text-davinci-003,two_choice_similarity,Mammals,Rabbits,Elephants,7.494297572231883
270,text-davinci-003,two_choice_similarity,Mammals,Rabbits,Horses,13.889362460447062
271,text-davinci-003,two_choice_similarity,Mammals,Rabbits,Sheep,13.045156195777293
272,text-davinci-003,two_choice_similarity,Mammals,Rabbits,Tigers,8.387112165269595
273,text-davinci-003,two_choice_similarity,Mammals,Rabbits,Foxes,10.16495966098419
274,text-davinci-003,two_choice_similarity,Mammals,Rabbits,Wolves,8.9779971293328
275,text-davinci-003,two_choice_similarity,Mammals,Rabbits,Zebras,8.001250633789935
276,text-davinci-003,two_choice_similarity,Mammals,Llamas,Beavers,9.582357817331708
277,text-davinci-003,two_choice_similarity,Mammals,Llamas,Camels,16.26219015918987
278,text-davinci-003,two_choice_similarity,Mammals,Llamas,Squirrels,7.233755445025817
279,text-davinci-003,two_choice_similarity,Mammals,Llamas,Hedgehogs,8.354751938297818
280,text-davinci-003,two_choice_similarity,Mammals,Llamas,Donkeys,10.358828744042611
281,text-davinci-003,two_choice_similarity,Mammals,Llamas,Giraffes,7.974988467152288
282,text-davinci-003,two_choice_similarity,Mammals,Llamas,Hamsters,7.949917226631139
283,text-davinci-003,two_choice_similarity,Mammals,Llamas,Deer,11.388703131930155
284,text-davinci-003,two_choice_similarity,Mammals,Llamas,Dogs,11.172747059949161
285,text-davinci-003,two_choice_similarity,Mammals,Llamas,Cats,9.257574598081051
286,text-davinci-003,two_choice_similarity,Mammals,Llamas,Cows,13.323552166901097
287,text-davinci-003,two_choice_similarity,Mammals,Llamas,Rabbits,8.949374388971574
288,text-davinci-003,two_choice_similarity,Mammals,Llamas,Lions,8.384417226045505
289,text-davinci-003,two_choice_similarity,Mammals,Llamas,Mice,6.806968117384675
290,text-davinci-003,two_choice_similarity,Mammals,Llamas,Rhinos,8.55481213055688
291,text-davinci-003,two_choice_similarity,Mammals,Llamas,Hippos,8.088876063301703
292,text-davinci-003,two_choice_similarity,Mammals,Llamas,Elephants,8.451098844559787
293,text-davinci-003,two_choice_similarity,Mammals,Llamas,Horses,16.905821363916605
294,text-davinci-003,two_choice_similarity,Mammals,Llamas,Sheep,14.419106654892676
295,text-davinci-003,two_choice_similarity,Mammals,Llamas,Tigers,7.614044363645255
296,text-davinci-003,two_choice_similarity,Mammals,Llamas,Foxes,8.064147177849696
297,text-davinci-003,two_choice_similarity,Mammals,Llamas,Wolves,8.70457046460293
298,text-davinci-003,two_choice_similarity,Mammals,Llamas,Zebras,9.011025713740349
299,text-davinci-003,two_choice_similarity,Mammals,Lions,Beavers,9.824026620122718
300,text-davinci-003,two_choice_similarity,Mammals,Lions,Camels,12.245874469476636
301,text-davinci-003,two_choice_similarity,Mammals,Lions,Squirrels,5.64438906736443
302,text-davinci-003,two_choice_similarity,Mammals,Lions,Hedgehogs,9.501675668774102
303,text-davinci-003,two_choice_similarity,Mammals,Lions,Donkeys,8.068463775115335
304,text-davinci-003,two_choice_similarity,Mammals,Lions,Giraffes,8.918421372424444
305,text-davinci-003,two_choice_similarity,Mammals,Lions,Hamsters,6.896204595287224
306,text-davinci-003,two_choice_similarity,Mammals,Lions,Deer,10.6165412806073
307,text-davinci-003,two_choice_similarity,Mammals,Lions,Dogs,13.536357932746725
308,text-davinci-003,two_choice_similarity,Mammals,Lions,Cats,16.918589606518537
309,text-davinci-003,two_choice_similarity,Mammals,Lions,Cows,9.009978843343054
310,text-davinci-003,two_choice_similarity,Mammals,Lions,Rabbits,8.441635341747105
311,text-davinci-003,two_choice_similarity,Mammals,Lions,Llamas,9.116023051934466
312,text-davinci-003,two_choice_similarity,Mammals,Lions,Mice,6.7576312637752665
313,text-davinci-003,two_choice_similarity,Mammals,Lions,Rhinos,13.502713812741895
314,text-davinci-003,two_choice_similarity,Mammals,Lions,Hippos,10.244999512001332
315,text-davinci-003,two_choice_similarity,Mammals,Lions,Elephants,12.915663560614053
316,text-davinci-003,two_choice_similarity,Mammals,Lions,Horses,12.870253643536309
317,text-davinci-003,two_choice_similarity,Mammals,Lions,Sheep,8.646993040520412
318,text-davinci-003,two_choice_similarity,Mammals,Lions,Tigers,17.237134819410894
319,text-davinci-003,two_choice_similarity,Mammals,Lions,Foxes,9.133515955629878
320,text-davinci-003,two_choice_similarity,Mammals,Lions,Wolves,15.388247813621703
321,text-davinci-003,two_choice_similarity,Mammals,Lions,Zebras,10.543355043859203
322,text-davinci-003,two_choice_similarity,Mammals,Mice,Beavers,11.498835286850387
323,text-davinci-003,two_choice_similarity,Mammals,Mice,Camels,8.725060951859879
324,text-davinci-003,two_choice_similarity,Mammals,Mice,Squirrels,15.713070280807033
325,text-davinci-003,two_choice_similarity,Mammals,Mice,Hedgehogs,12.43836953610334
326,text-davinci-003,two_choice_similarity,Mammals,Mice,Donkeys,7.774216939306969
327,text-davinci-003,two_choice_similarity,Mammals,Mice,Giraffes,0.809015191990224
328,text-davinci-003,two_choice_similarity,Mammals,Mice,Hamsters,14.09702049946985
