,prompt_generator,domain,conclusion_type,is_single_premise,gpt3_mean_spearmanr,gpt4_mean_spearmanr,gpt3_scm_mean_spearmanr,gpt4_scm_mean_spearmanr,human_scm_mean_spearmanr,gpt3_se_spearmanr,gpt4_se_spearmanr,gpt3_scm_se_spearmanr,gpt4_scm_se_spearmanr,human_scm_se_spearmanr
17,S3-C1-A1-Q1-O1,Mammals,General,True,0.26403127497839773,0.05945506984146063,0.5535816746887329,0.6608070581737129,0.5932385561184458,0.2108436910783915,0.2526431762391965,0.14573213843240013,0.1406442964604169,0.14373969319986946
18,S3-C1-A1-Q1-O1,Mammals,Specific,False,0.4902611530108559,0.536798524329513,0.6670623834798168,0.657075432124088,0.7559039408880704,0.08285974840001967,0.07605166372396237,0.06477442440430772,0.06663365946647448,0.0419971034596928
19,S3-C1-A1-Q1-O1,Mammals,Specific,True,0.6166382974668378,0.6053226740276114,0.7220164578890227,0.753606519796252,0.8090782190425825,0.052544179122842025,0.052450608548630206,0.03707006011734399,0.0363085510282879,0.031311429788202276
20,S3-C1-A1-Q1-O1,Vehicles,General,False,0.6247054449876146,0.31566523755651577,0.4247157314010835,0.46019928901908747,0.6023424887627716,0.056673032593643036,0.09050754551777934,0.07966260453323583,0.07813457255374397,0.062320683333698834
21,S3-C1-A1-Q1-O1,Vehicles,General,True,0.8450611714459322,0.33138206997715214,0.41983195506371035,0.5970094010865998,0.8591181688909743,0.077756557571056,0.20914470622669346,0.1610383893011044,0.15440115127889883,0.06898745725122968
22,S3-C1-A1-Q1-O1,Vehicles,Specific,False,0.7785432678218254,0.7521761289316155,0.787445653552516,0.7610559290477049,0.7730122244135484,0.04392847644528809,0.04488552969702427,0.037018178814717945,0.052273346651085704,0.04617123306770156
23,S3-C1-A1-Q1-O1,Vehicles,Specific,True,0.7542883061162596,0.6992601532087421,0.7626364266638118,0.764111433909708,0.7921185833405087,0.043522478509765664,0.042102407134334295,0.03505500054656234,0.030396839110103855,0.028053659102838732
24,S3-C1-A1-Q1-O1-T,Birds,General,False,0.36888883611225287,0.21186950954414835,-0.04565718362849974,0.21615092356315982,0.027773806424169968,0.08913890196964606,0.10997958017640853,0.09565056141947158,0.10032919024597,0.1034610694417751
25,S3-C1-A1-Q1-O1-T,Birds,General,True,0.493543300065469,0.32124049560298035,0.4823636263199726,0.6305161715310152,0.15003052716650628,0.15410559016118983,0.18586829707705307,0.19227032941121017,0.1635692583483647,0.23538103847134095
26,S3-C1-A1-Q1-O1-T,Birds,Specific,False,0.39603899950131477,0.30739519645706287,0.5296264467464448,0.48573667044454705,0.40739198561682133,0.08759649655495576,0.0894488426821401,0.07067028961211992,0.08387140735986436,0.0839233769710613
27,S3-C1-A1-Q1-O1-T,Birds,Specific,True,0.4373026958593481,0.4347405874353618,0.518969811895529,0.5135371392900071,0.5736512236896041,0.07089773090716867,0.07073768571114446,0.060373514839343265,0.06584740262972591,0.05568870677078933
28,S3-C1-A1-Q1-O1-T,Mammals,General,False,0.45551506351169074,0.28677611036998085,0.35571166068607923,0.35786927112338196,0.42987156349147504,0.08609062314133281,0.09675871286330145,0.08930371122115076,0.08748274525225222,0.08486815840782277
29,S3-C1-A1-Q1-O1-T,Mammals,General,True,0.2654774737806897,-0.07140098188573256,0.5561659546548134,0.6571582153285612,0.5852284418605554,0.21109874669552134,0.2297126990981124,0.15242043815034506,0.14810543224582884,0.15444283962892813
30,S3-C1-A1-Q1-O1-T,Mammals,Specific,False,0.4859767994659383,0.7064291832018058,0.6643014473781607,0.6530336587944192,0.7531399767441446,0.0847240778207592,0.05583856848692491,0.06568187329812872,0.06856239005239306,0.04212291082052745
31,S3-C1-A1-Q1-O1-T,Mammals,Specific,True,0.6156415694480624,0.7191194741136843,0.7221582357570494,0.7512669279516477,0.8095539804229939,0.05215874164906465,0.043840178872449245,0.035091673185513254,0.03743147339121966,0.03139589990948645
32,S3-C1-A1-Q1-O1-T,Vehicles,General,False,0.6232856531262453,0.4371752712572868,0.42733703402052814,0.4601726523509035,0.5998924472080517,0.05934530047127333,0.08105713933195524,0.08294760848579323,0.07987814797759173,0.06391387299656946
33,S3-C1-A1-Q1-O1-T,Vehicles,General,True,0.8457538262522878,0.6227860594989864,0.4176257731688075,0.5948285811478878,0.8544234037658316,0.07820078913833359,0.12190159036256597,0.15932707418708664,0.15718724403870638,0.07651070276939632
34,S3-C1-A1-Q1-O1-T,Vehicles,Specific,False,0.7790519550740016,0.8166087898370497,0.7897766474761517,0.7612848501497924,0.775497576588039,0.04463263789351092,0.0361758518271385,0.03697567317639706,0.052059191978272544,0.04571820961518212
35,S3-C1-A1-Q1-O1-T,Vehicles,Specific,True,0.754412103020951,0.8631916856882715,0.7616359878612204,0.764095903032128,0.791302127736601,0.04388001285074875,0.020318936883785235,0.03404625406470494,0.03117942681666868,0.02768574646708771
36,S3-C1-A1-Q3-O1,Birds,General,False,0.37134993641133063,0.14822384697928834,-0.0484976871304271,0.21242026968425734,0.020715623338381277,0.08822688865909335,0.10657502358753856,0.09162473333390449,0.09754135694320742,0.10071311360127531
37,S3-C1-A1-Q3-O1,Birds,General,True,0.48707365647767553,-0.24625327963094668,0.4837463953642113,0.6239271417756342,0.14483511353263173,0.1505313798839784,0.1968282870087395,0.18877974310566653,0.15522489680720075,0.2321367303038652
38,S3-C1-A1-Q3-O1,Birds,Specific,False,0.3940495231298984,0.3236923330596361,0.5256212022278395,0.4811286126999361,0.406782267892787,0.08340353626662707,0.09210122216464568,0.07179890227298404,0.08265428019836396,0.08438904022763999
39,S3-C1-A1-Q3-O1,Birds,Specific,True,0.43911737099800374,0.2698137829258103,0.5186347909331053,0.5136443753576505,0.5741734233489608,0.06948787506226667,0.07288516271662443,0.05916609320551193,0.06512361236025592,0.05474802811510661
40,S3-C1-A1-Q3-O1,Mammals,General,False,0.4556840493491285,0.34008702925043605,0.3586829766617355,0.35996948258349304,0.43275838066301364,0.08719676666640168,0.09029895765665027,0.09293071656802267,0.09182411100999037,0.08747087964846943
41,S3-C1-A1-Q3-O1,Mammals,General,True,0.26013657983307176,0.0899168249572208,0.5479746293912786,0.6557609271423778,0.58757119729557,0.2120107742632317,0.24050169199347182,0.16412239187720554,0.14966524047579133,0.15225629414259814
42,S3-C1-A1-Q3-O1,Mammals,Specific,False,0.48850310290281085,0.5749764673015163,0.6658349148284781,0.6540370918642957,0.7523420957869149,0.08669920668355048,0.06937042806834412,0.06618028088252373,0.06797350780504,0.042995296776056714
43,S3-C1-A1-Q3-O1,Mammals,Specific,True,0.6168759736452778,0.5933526844186854,0.7199322195193665,0.7519635698025927,0.8078841656075214,0.05278658557649473,0.057535599131157876,0.03573806469992155,0.03715408755831361,0.0306799764559386
44,S3-C1-A1-Q3-O1,Vehicles,General,False,0.6223301516556731,0.4336809122683319,0.4239242876798486,0.4596487280099037,0.5995252777637738,0.058651631900162704,0.08008475388602465,0.08044001364833077,0.07624162696518938,0.060773814856419514
45,S3-C1-A1-Q3-O1,Vehicles,General,True,0.8433219706028385,0.3769598265147848,0.4185396321148295,0.5957093011160973,0.8544818581960469,0.08122400779230707,0.165543780119366,0.15293501198829368,0.151611659136155,0.07051663507539699
46,S3-C1-A1-Q3-O1,Vehicles,Specific,False,0.7781045246620643,0.7392339395124609,0.7872427564859654,0.7610999605705115,0.7729379575616467,0.046448204259076066,0.04642114800900906,0.03670140591718149,0.050932878762848494,0.046718293511955736
47,S3-C1-A1-Q3-O1,Vehicles,Specific,True,0.7559007932055725,0.7966031551781125,0.7635602038984275,0.7653481428554498,0.7909883379550339,0.04369650932689114,0.030086727172974073,0.03525998102182386,0.03246789874857856,0.029062196157688413
48,S3-C1-A1-Q4-O1,Birds,General,False,0.3740713293779667,0.14200121844650002,-0.05058795839481522,0.21309754365337677,0.025449069421465395,0.08913275578066816,0.09447216937798039,0.09345357514278974,0.09764146690832716,0.11034700931683908
49,S3-C1-A1-Q4-O1,Birds,General,True,0.4993633710976459,0.18326352938521326,0.49554951103623296,0.6369320050968073,0.14517881935001434,0.14262757141173454,0.2455894618159098,0.18049459545446075,0.1521611947433295,0.23375344277873328
50,S3-C1-A1-Q4-O1,Birds,Specific,False,0.3918677563117407,0.07604568113984612,0.5231453677920808,0.4822782064764793,0.40526171108115067,0.08810061862635371,0.10875303799425053,0.07357409669275161,0.08782832171966361,0.09007730898280476
51,S3-C1-A1-Q4-O1,Birds,Specific,True,0.4351202624040061,0.15219347593558746,0.5162429568731912,0.5122519538371965,0.5706072884874897,0.06811718793408073,0.07678098922664321,0.058415653352907354,0.06420316569422012,0.05440087162830905
52,S3-C1-A1-Q4-O1,Mammals,General,False,0.456164068907587,0.20494158876866397,0.361607801410147,0.3625602620295446,0.4374143049852088,0.0857284196668296,0.09633335903940242,0.0912540265232035,0.08693909567724871,0.08553768405733066
53,S3-C1-A1-Q4-O1,Mammals,General,True,0.2579426610025265,-0.010818341456307601,0.5515955814941038,0.6510312509969016,0.5943807454162203,0.21587130115104755,0.24311392555415,0.15264007406525132,0.14850243320445403,0.14821625356129067
54,S3-C1-A1-Q4-O1,Mammals,Specific,False,0.4892963093004811,0.35298812867304524,0.6676256921132283,0.6547420853183895,0.7536564499612005,0.08737130122874323,0.07563191457743629,0.06626380859645291,0.0690082138917963,0.043074870448661366
55,S3-C1-A1-Q4-O1,Mammals,Specific,True,0.6145595965817556,0.24414121092520089,0.7212345325916465,0.750640447854023,0.8091548124993883,0.05173405896224933,0.0731239872283909,0.03723426195863592,0.03831008977608611,0.03164673678945183
56,S3-C1-A1-Q4-O1,Vehicles,General,False,0.6243442876658453,0.3496895677224887,0.42227457418046854,0.454427943667443,0.5995324813715243,0.061078705938072846,0.0943078907520671,0.08144375483438517,0.0808761316610529,0.06533054111166475
57,S3-C1-A1-Q4-O1,Vehicles,General,True,0.8391229947978899,0.40706550198591507,0.407220190592252,0.5891456744601303,0.8546609742086495,0.08255848998602996,0.16992549702706686,0.15766390340825687,0.15592973983399974,0.07175939845622888
58,S3-C1-A1-Q4-O1,Vehicles,Specific,False,0.7788175795232638,0.6112872133233334,0.7895819765546384,0.7636824857521187,0.7736927545304508,0.04545818810285446,0.06985838044473533,0.03782466166850711,0.05172139337075013,0.046323262088928896
59,S3-C1-A1-Q4-O1,Vehicles,Specific,True,0.757152479634726,0.489461085004824,0.7646978584924331,0.7650489701094072,0.793360437475098,0.04201576034213679,0.06310589753327289,0.03376942682449584,0.03168391678246792,0.027862492111328713
