,pid,tid,domain,conclusion_type,is_osherson,premises,conclusion,rating,argument,is_single_premise,is_control,is_tutorial,light_cut,medium_cut,hard_cut
22,0,training_3_1,Mammals,Specific,True,"('Blackberries',)",Raspberries,92,"(('Blackberries',), 'Raspberries')",True,False,True,False,False,False
23,0,training_4_0,Mammals,Specific,True,"('Lemons', 'Limes')",Cherries,15,"(('Lemons', 'Limes'), 'Cherries')",False,False,True,False,False,False
24,0,training_4_1,Mammals,Specific,True,"('Bananas', 'Watermelons')",Cherries,30,"(('Bananas', 'Watermelons'), 'Cherries')",False,False,True,False,False,False
25,1,0,Mammals,Specific,True,"('Seals',)",Horses,60,"(('Seals',), 'Horses')",True,False,False,False,False,True
26,1,1,Mammals,Specific,True,"('Squirrels',)",Horses,65,"(('Squirrels',), 'Horses')",True,False,False,False,False,True
27,1,10,Mammals,Specific,True,"('Mice', 'Rhinos')",Horses,70,"(('Mice', 'Rhinos'), 'Horses')",False,False,False,False,False,True
28,1,11,Mammals,Specific,True,"('Chimps', 'Mice')",Horses,70,"(('Chimps', 'Mice'), 'Horses')",False,False,False,False,False,True
29,1,12,Mammals,Specific,True,"('Seals', 'Elephants')",Horses,68,"(('Seals', 'Elephants'), 'Horses')",False,False,False,False,False,True
30,1,13,Mammals,Specific,True,"('Cows', 'Seals')",Horses,68,"(('Cows', 'Seals'), 'Horses')",False,False,False,False,False,True
31,1,14,Mammals,Specific,True,"('Squirrels', 'Dolphins')",Horses,68,"(('Squirrels', 'Dolphins'), 'Horses')",False,False,False,False,False,True
32,1,15,Mammals,Specific,True,"('Seals', 'Rhinos')",Horses,68,"(('Seals', 'Rhinos'), 'Horses')",False,False,False,False,False,True
33,1,16,Mammals,Specific,True,"('Canines', 'Puppies')",Dogs,97,"(('Canines', 'Puppies'), 'Dogs')",False,True,False,False,False,True
34,1,17,Mammals,Specific,True,"('Chimps', 'Elephants')",Horses,70,"(('Chimps', 'Elephants'), 'Horses')",False,False,False,False,False,True
35,1,18,Mammals,Specific,True,"('Cows', 'Gorillas')",Horses,70,"(('Cows', 'Gorillas'), 'Horses')",False,False,False,False,False,True
36,1,19,Mammals,Specific,True,"('Mice', 'Seals')",Horses,68,"(('Mice', 'Seals'), 'Horses')",False,False,False,False,False,True
37,1,2,Mammals,Specific,True,"('Dolphins',)",Horses,60,"(('Dolphins',), 'Horses')",True,False,False,False,False,True
38,1,20,Mammals,Specific,True,"('Gorillas', 'Seals')",Horses,68,"(('Gorillas', 'Seals'), 'Horses')",False,False,False,False,False,True
39,1,3,Mammals,Specific,True,"('Gorillas',)",Horses,70,"(('Gorillas',), 'Horses')",True,False,False,False,False,True
40,1,4,Mammals,Specific,True,"('Chimps',)",Horses,70,"(('Chimps',), 'Horses')",True,False,False,False,False,True
41,1,5,Mammals,Specific,True,"('Rhinos',)",Horses,65,"(('Rhinos',), 'Horses')",True,False,False,False,False,True
42,1,6,Mammals,Specific,True,"('Elephants',)",Horses,70,"(('Elephants',), 'Horses')",True,False,False,False,False,True
43,1,7,Mammals,Specific,True,"('Mice',)",Horses,70,"(('Mice',), 'Horses')",True,False,False,False,False,True
44,1,8,Mammals,Specific,True,"('Dogs',)",Canines,95,"(('Dogs',), 'Canines')",True,False,False,False,False,True
45,1,9,Mammals,Specific,True,"('Cows',)",Horses,70,"(('Cows',), 'Horses')",True,False,False,False,False,True
46,1,training_3_0,Mammals,Specific,True,"('Pineapples',)",Raspberries,60,"(('Pineapples',), 'Raspberries')",True,False,True,False,False,True
47,1,training_3_1,Mammals,Specific,True,"('Blackberries',)",Raspberries,70,"(('Blackberries',), 'Raspberries')",True,False,True,False,False,True
48,1,training_4_0,Mammals,Specific,True,"('Lemons', 'Limes')",Cherries,60,"(('Lemons', 'Limes'), 'Cherries')",False,False,True,False,False,True
49,1,training_4_1,Mammals,Specific,True,"('Bananas', 'Watermelons')",Cherries,60,"(('Bananas', 'Watermelons'), 'Cherries')",False,False,True,False,False,True
50,10,0,Mammals,Specific,True,"('Dolphins',)",Horses,41,"(('Dolphins',), 'Horses')",True,False,False,False,False,False
51,10,1,Mammals,Specific,True,"('Squirrels',)",Horses,19,"(('Squirrels',), 'Horses')",True,False,False,False,False,False
52,10,10,Mammals,Specific,True,"('Squirrels', 'Elephants')",Horses,87,"(('Squirrels', 'Elephants'), 'Horses')",False,False,False,False,False,False
53,10,11,Mammals,Specific,True,"('Cows', 'Elephants')",Horses,87,"(('Cows', 'Elephants'), 'Horses')",False,False,False,False,False,False
54,10,12,Mammals,Specific,True,"('Gorillas', 'Rhinos')",Horses,73,"(('Gorillas', 'Rhinos'), 'Horses')",False,False,False,False,False,False
55,10,13,Mammals,Specific,True,"('Chimps', 'Gorillas')",Horses,22,"(('Chimps', 'Gorillas'), 'Horses')",False,False,False,False,False,False
56,10,14,Mammals,Specific,True,"('Cows', 'Mice')",Horses,83,"(('Cows', 'Mice'), 'Horses')",False,False,False,False,False,False
57,10,15,Mammals,Specific,True,"('Mice', 'Elephants')",Horses,85,"(('Mice', 'Elephants'), 'Horses')",False,False,False,False,False,False
58,10,16,Mammals,Specific,True,"('Canines', 'Puppies')",Dogs,100,"(('Canines', 'Puppies'), 'Dogs')",False,True,False,False,False,False
59,10,17,Mammals,Specific,True,"('Chimps', 'Dolphins')",Horses,82,"(('Chimps', 'Dolphins'), 'Horses')",False,False,False,False,False,False
60,10,18,Mammals,Specific,True,"('Gorillas', 'Elephants')",Horses,89,"(('Gorillas', 'Elephants'), 'Horses')",False,False,False,False,False,False
61,10,19,Mammals,Specific,True,"('Gorillas', 'Dolphins')",Horses,92,"(('Gorillas', 'Dolphins'), 'Horses')",False,False,False,False,False,False
62,10,2,Mammals,Specific,True,"('Rhinos',)",Horses,53,"(('Rhinos',), 'Horses')",True,False,False,False,False,False
63,10,20,Mammals,Specific,True,"('Chimps', 'Seals')",Horses,84,"(('Chimps', 'Seals'), 'Horses')",False,False,False,False,False,False
64,10,3,Mammals,Specific,True,"('Elephants',)",Horses,50,"(('Elephants',), 'Horses')",True,False,False,False,False,False
65,10,4,Mammals,Specific,True,"('Seals',)",Horses,18,"(('Seals',), 'Horses')",True,False,False,False,False,False
66,10,5,Mammals,Specific,True,"('Cows',)",Horses,80,"(('Cows',), 'Horses')",True,False,False,False,False,False
67,10,6,Mammals,Specific,True,"('Chimps',)",Horses,20,"(('Chimps',), 'Horses')",True,False,False,False,False,False
68,10,7,Mammals,Specific,True,"('Mice',)",Horses,9,"(('Mice',), 'Horses')",True,False,False,False,False,False
69,10,8,Mammals,Specific,True,"('Dogs',)",Canines,100,"(('Dogs',), 'Canines')",True,False,False,False,False,False
70,10,9,Mammals,Specific,True,"('Gorillas',)",Horses,30,"(('Gorillas',), 'Horses')",True,False,False,False,False,False
71,10,training_3_0,Mammals,Specific,True,"('Pineapples',)",Raspberries,50,"(('Pineapples',), 'Raspberries')",True,False,True,False,False,False
72,10,training_3_1,Mammals,Specific,True,"('Blackberries',)",Raspberries,77,"(('Blackberries',), 'Raspberries')",True,False,True,False,False,False
73,10,training_4_0,Mammals,Specific,True,"('Lemons', 'Limes')",Cherries,79,"(('Lemons', 'Limes'), 'Cherries')",False,False,True,False,False,False
74,10,training_4_1,Mammals,Specific,True,"('Bananas', 'Watermelons')",Cherries,90,"(('Bananas', 'Watermelons'), 'Cherries')",False,False,True,False,False,False
75,11,0,Mammals,Specific,True,"('Seals',)",Horses,69,"(('Seals',), 'Horses')",True,False,False,False,False,False
76,11,1,Mammals,Specific,True,"('Mice',)",Horses,63,"(('Mice',), 'Horses')",True,False,False,False,False,False
77,11,10,Mammals,Specific,True,"('Cows', 'Elephants')",Horses,77,"(('Cows', 'Elephants'), 'Horses')",False,False,False,False,False,False
78,11,11,Mammals,Specific,True,"('Mice', 'Elephants')",Horses,76,"(('Mice', 'Elephants'), 'Horses')",False,False,False,False,False,False
79,11,12,Mammals,Specific,True,"('Cows', 'Mice')",Horses,80,"(('Cows', 'Mice'), 'Horses')",False,False,False,False,False,False
80,11,13,Mammals,Specific,True,"('Gorillas', 'Rhinos')",Horses,72,"(('Gorillas', 'Rhinos'), 'Horses')",False,False,False,False,False,False
81,11,14,Mammals,Specific,True,"('Chimps', 'Seals')",Horses,74,"(('Chimps', 'Seals'), 'Horses')",False,False,False,False,False,False
82,11,15,Mammals,Specific,True,"('Chimps', 'Dolphins')",Horses,73,"(('Chimps', 'Dolphins'), 'Horses')",False,False,False,False,False,False
83,11,16,Mammals,Specific,True,"('Canines', 'Puppies')",Dogs,56,"(('Canines', 'Puppies'), 'Dogs')",False,True,False,False,False,False
84,11,17,Mammals,Specific,True,"('Gorillas', 'Elephants')",Horses,71,"(('Gorillas', 'Elephants'), 'Horses')",False,False,False,False,False,False
85,11,18,Mammals,Specific,True,"('Squirrels', 'Elephants')",Horses,71,"(('Squirrels', 'Elephants'), 'Horses')",False,False,False,False,False,False
86,11,19,Mammals,Specific,True,"('Chimps', 'Gorillas')",Horses,78,"(('Chimps', 'Gorillas'), 'Horses')",False,False,False,False,False,False
87,11,2,Mammals,Specific,True,"('Chimps',)",Horses,74,"(('Chimps',), 'Horses')",True,False,False,False,False,False
88,11,20,Mammals,Specific,True,"('Gorillas', 'Dolphins')",Horses,70,"(('Gorillas', 'Dolphins'), 'Horses')",False,False,False,False,False,False
89,11,3,Mammals,Specific,True,"('Dolphins',)",Horses,26,"(('Dolphins',), 'Horses')",True,False,False,False,False,False
90,11,4,Mammals,Specific,True,"('Elephants',)",Horses,77,"(('Elephants',), 'Horses')",True,False,False,False,False,False
91,11,5,Mammals,Specific,True,"('Gorillas',)",Horses,76,"(('Gorillas',), 'Horses')",True,False,False,False,False,False
92,11,6,Mammals,Specific,True,"('Squirrels',)",Horses,69,"(('Squirrels',), 'Horses')",True,False,False,False,False,False
93,11,7,Mammals,Specific,True,"('Rhinos',)",Horses,83,"(('Rhinos',), 'Horses')",True,False,False,False,False,False
94,11,8,Mammals,Specific,True,"('Dogs',)",Canines,74,"(('Dogs',), 'Canines')",True,False,False,False,False,False
95,11,9,Mammals,Specific,True,"('Cows',)",Horses,78,"(('Cows',), 'Horses')",True,False,False,False,False,False
96,11,training_3_0,Mammals,Specific,True,"('Pineapples',)",Raspberries,87,"(('Pineapples',), 'Raspberries')",True,False,True,False,False,False
97,11,training_3_1,Mammals,Specific,True,"('Blackberries',)",Raspberries,78,"(('Blackberries',), 'Raspberries')",True,False,True,False,False,False
98,11,training_4_0,Mammals,Specific,True,"('Lemons', 'Limes')",Cherries,70,"(('Lemons', 'Limes'), 'Cherries')",False,False,True,False,False,False
99,11,training_4_1,Mammals,Specific,True,"('Bananas', 'Watermelons')",Cherries,70,"(('Bananas', 'Watermelons'), 'Cherries')",False,False,True,False,False,False
100,12,0,Mammals,Specific,True,"('Elephants',)",Horses,34,"(('Elephants',), 'Horses')",True,False,False,False,False,False
101,12,1,Mammals,Specific,True,"('Mice',)",Horses,37,"(('Mice',), 'Horses')",True,False,False,False,False,False
102,12,10,Mammals,Specific,True,"('Chimps', 'Gorillas')",Horses,54,"(('Chimps', 'Gorillas'), 'Horses')",False,False,False,False,False,False
103,12,11,Mammals,Specific,True,"('Chimps', 'Dolphins')",Horses,31,"(('Chimps', 'Dolphins'), 'Horses')",False,False,False,False,False,False
104,12,12,Mammals,Specific,True,"('Cows', 'Mice')",Horses,56,"(('Cows', 'Mice'), 'Horses')",False,False,False,False,False,False
105,12,13,Mammals,Specific,True,"('Gorillas', 'Dolphins')",Horses,32,"(('Gorillas', 'Dolphins'), 'Horses')",False,False,False,False,False,False
106,12,14,Mammals,Specific,True,"('Mice', 'Elephants')",Horses,40,"(('Mice', 'Elephants'), 'Horses')",False,False,False,False,False,False
107,12,15,Mammals,Specific,True,"('Chimps', 'Seals')",Horses,49,"(('Chimps', 'Seals'), 'Horses')",False,False,False,False,False,False
108,12,16,Mammals,Specific,True,"('Canines', 'Puppies')",Dogs,100,"(('Canines', 'Puppies'), 'Dogs')",False,True,False,False,False,False
109,12,17,Mammals,Specific,True,"('Gorillas', 'Elephants')",Horses,70,"(('Gorillas', 'Elephants'), 'Horses')",False,False,False,False,False,False
110,12,18,Mammals,Specific,True,"('Cows', 'Elephants')",Horses,75,"(('Cows', 'Elephants'), 'Horses')",False,False,False,False,False,False
111,12,19,Mammals,Specific,True,"('Squirrels', 'Elephants')",Horses,59,"(('Squirrels', 'Elephants'), 'Horses')",False,False,False,False,False,False
112,12,2,Mammals,Specific,True,"('Seals',)",Horses,28,"(('Seals',), 'Horses')",True,False,False,False,False,False
113,12,20,Mammals,Specific,True,"('Gorillas', 'Rhinos')",Horses,56,"(('Gorillas', 'Rhinos'), 'Horses')",False,False,False,False,False,False
114,12,3,Mammals,Specific,True,"('Gorillas',)",Horses,55,"(('Gorillas',), 'Horses')",True,False,False,False,False,False
115,12,4,Mammals,Specific,True,"('Cows',)",Horses,62,"(('Cows',), 'Horses')",True,False,False,False,False,False
116,12,5,Mammals,Specific,True,"('Chimps',)",Horses,48,"(('Chimps',), 'Horses')",True,False,False,False,False,False
117,12,6,Mammals,Specific,True,"('Dolphins',)",Horses,18,"(('Dolphins',), 'Horses')",True,False,False,False,False,False
118,12,7,Mammals,Specific,True,"('Squirrels',)",Horses,43,"(('Squirrels',), 'Horses')",True,False,False,False,False,False
119,12,8,Mammals,Specific,True,"('Dogs',)",Canines,100,"(('Dogs',), 'Canines')",True,False,False,False,False,False
120,12,9,Mammals,Specific,True,"('Rhinos',)",Horses,50,"(('Rhinos',), 'Horses')",True,False,False,False,False,False
121,12,training_3_0,Mammals,Specific,True,"('Pineapples',)",Raspberries,61,"(('Pineapples',), 'Raspberries')",True,False,True,False,False,False
122,12,training_3_1,Mammals,Specific,True,"('Blackberries',)",Raspberries,83,"(('Blackberries',), 'Raspberries')",True,False,True,False,False,False
123,12,training_4_0,Mammals,Specific,True,"('Lemons', 'Limes')",Cherries,33,"(('Lemons', 'Limes'), 'Cherries')",False,False,True,False,False,False
124,12,training_4_1,Mammals,Specific,True,"('Bananas', 'Watermelons')",Cherries,58,"(('Bananas', 'Watermelons'), 'Cherries')",False,False,True,False,False,False
125,13,0,Mammals,Specific,True,"('Elephants',)",Horses,60,"(('Elephants',), 'Horses')",True,False,False,False,False,False
126,13,1,Mammals,Specific,True,"('Rhinos',)",Horses,50,"(('Rhinos',), 'Horses')",True,False,False,False,False,False
127,13,10,Mammals,Specific,True,"('Chimps', 'Seals')",Horses,72,"(('Chimps', 'Seals'), 'Horses')",False,False,False,False,False,False
128,13,11,Mammals,Specific,True,"('Cows', 'Mice')",Horses,67,"(('Cows', 'Mice'), 'Horses')",False,False,False,False,False,False
129,13,12,Mammals,Specific,True,"('Chimps', 'Dolphins')",Horses,76,"(('Chimps', 'Dolphins'), 'Horses')",False,False,False,False,False,False
130,13,13,Mammals,Specific,True,"('Cows', 'Elephants')",Horses,85,"(('Cows', 'Elephants'), 'Horses')",False,False,False,False,False,False
131,13,14,Mammals,Specific,True,"('Gorillas', 'Rhinos')",Horses,56,"(('Gorillas', 'Rhinos'), 'Horses')",False,False,False,False,False,False
132,13,15,Mammals,Specific,True,"('Gorillas', 'Dolphins')",Horses,57,"(('Gorillas', 'Dolphins'), 'Horses')",False,False,False,False,False,False
133,13,16,Mammals,Specific,True,"('Canines', 'Puppies')",Dogs,95,"(('Canines', 'Puppies'), 'Dogs')",False,True,False,False,False,False
134,13,17,Mammals,Specific,True,"('Squirrels', 'Elephants')",Horses,54,"(('Squirrels', 'Elephants'), 'Horses')",False,False,False,False,False,False
135,13,18,Mammals,Specific,True,"('Chimps', 'Gorillas')",Horses,33,"(('Chimps', 'Gorillas'), 'Horses')",False,False,False,False,False,False
136,13,19,Mammals,Specific,True,"('Mice', 'Elephants')",Horses,65,"(('Mice', 'Elephants'), 'Horses')",False,False,False,False,False,False
137,13,2,Mammals,Specific,True,"('Seals',)",Horses,42,"(('Seals',), 'Horses')",True,False,False,False,False,False
138,13,20,Mammals,Specific,True,"('Gorillas', 'Elephants')",Horses,69,"(('Gorillas', 'Elephants'), 'Horses')",False,False,False,False,False,False
139,13,3,Mammals,Specific,True,"('Squirrels',)",Horses,40,"(('Squirrels',), 'Horses')",True,False,False,False,False,False
140,13,4,Mammals,Specific,True,"('Cows',)",Horses,57,"(('Cows',), 'Horses')",True,False,False,False,False,False
141,13,5,Mammals,Specific,True,"('Gorillas',)",Horses,54,"(('Gorillas',), 'Horses')",True,False,False,False,False,False
142,13,6,Mammals,Specific,True,"('Mice',)",Horses,37,"(('Mice',), 'Horses')",True,False,False,False,False,False
143,13,7,Mammals,Specific,True,"('Dolphins',)",Horses,40,"(('Dolphins',), 'Horses')",True,False,False,False,False,False
144,13,8,Mammals,Specific,True,"('Dogs',)",Canines,90,"(('Dogs',), 'Canines')",True,False,False,False,False,False
145,13,9,Mammals,Specific,True,"('Chimps',)",Horses,36,"(('Chimps',), 'Horses')",True,False,False,False,False,False
146,13,training_3_0,Mammals,Specific,True,"('Pineapples',)",Raspberries,70,"(('Pineapples',), 'Raspberries')",True,False,True,False,False,False
147,13,training_3_1,Mammals,Specific,True,"('Blackberries',)",Raspberries,85,"(('Blackberries',), 'Raspberries')",True,False,True,False,False,False
148,13,training_4_0,Mammals,Specific,True,"('Lemons', 'Limes')",Cherries,40,"(('Lemons', 'Limes'), 'Cherries')",False,False,True,False,False,False
149,13,training_4_1,Mammals,Specific,True,"('Bananas', 'Watermelons')",Cherries,76,"(('Bananas', 'Watermelons'), 'Cherries')",False,False,True,False,False,False
150,14,0,Mammals,Specific,True,"('Mice',)",Horses,87,"(('Mice',), 'Horses')",True,False,False,False,False,False
151,14,1,Mammals,Specific,True,"('Chimps',)",Horses,100,"(('Chimps',), 'Horses')",True,False,False,False,False,False
152,14,10,Mammals,Specific,True,"('Gorillas', 'Elephants')",Horses,39,"(('Gorillas', 'Elephants'), 'Horses')",False,False,False,False,False,False
153,14,11,Mammals,Specific,True,"('Squirrels', 'Elephants')",Horses,74,"(('Squirrels', 'Elephants'), 'Horses')",False,False,False,False,False,False
154,14,12,Mammals,Specific,True,"('Gorillas', 'Rhinos')",Horses,75,"(('Gorillas', 'Rhinos'), 'Horses')",False,False,False,False,False,False
155,14,13,Mammals,Specific,True,"('Chimps', 'Dolphins')",Horses,23,"(('Chimps', 'Dolphins'), 'Horses')",False,False,False,False,False,False
156,14,14,Mammals,Specific,True,"('Chimps', 'Seals')",Horses,27,"(('Chimps', 'Seals'), 'Horses')",False,False,False,False,False,False
157,14,15,Mammals,Specific,True,"('Cows', 'Mice')",Horses,98,"(('Cows', 'Mice'), 'Horses')",False,False,False,False,False,False
158,14,16,Mammals,Specific,True,"('Canines', 'Puppies')",Dogs,100,"(('Canines', 'Puppies'), 'Dogs')",False,True,False,False,False,False
159,14,17,Mammals,Specific,True,"('Mice', 'Elephants')",Horses,60,"(('Mice', 'Elephants'), 'Horses')",False,False,False,False,False,False
160,14,18,Mammals,Specific,True,"('Cows', 'Elephants')",Horses,70,"(('Cows', 'Elephants'), 'Horses')",False,False,False,False,False,False
161,14,19,Mammals,Specific,True,"('Chimps', 'Gorillas')",Horses,83,"(('Chimps', 'Gorillas'), 'Horses')",False,False,False,False,False,False
162,14,2,Mammals,Specific,True,"('Cows',)",Horses,79,"(('Cows',), 'Horses')",True,False,False,False,False,False
163,14,20,Mammals,Specific,True,"('Gorillas', 'Dolphins')",Horses,28,"(('Gorillas', 'Dolphins'), 'Horses')",False,False,False,False,False,False
164,14,3,Mammals,Specific,True,"('Elephants',)",Horses,21,"(('Elephants',), 'Horses')",True,False,False,False,False,False
165,14,4,Mammals,Specific,True,"('Rhinos',)",Horses,58,"(('Rhinos',), 'Horses')",True,False,False,False,False,False
166,14,5,Mammals,Specific,True,"('Gorillas',)",Horses,83,"(('Gorillas',), 'Horses')",True,False,False,False,False,False
167,14,6,Mammals,Specific,True,"('Squirrels',)",Horses,5,"(('Squirrels',), 'Horses')",True,False,False,False,False,False
168,14,7,Mammals,Specific,True,"('Seals',)",Horses,1,"(('Seals',), 'Horses')",True,False,False,False,False,False
169,14,8,Mammals,Specific,True,"('Dogs',)",Canines,99,"(('Dogs',), 'Canines')",True,False,False,False,False,False
170,14,9,Mammals,Specific,True,"('Dolphins',)",Horses,19,"(('Dolphins',), 'Horses')",True,False,False,False,False,False
171,14,training_3_0,Mammals,Specific,True,"('Pineapples',)",Raspberries,72,"(('Pineapples',), 'Raspberries')",True,False,True,False,False,False
172,14,training_3_1,Mammals,Specific,True,"('Blackberries',)",Raspberries,81,"(('Blackberries',), 'Raspberries')",True,False,True,False,False,False
173,14,training_4_0,Mammals,Specific,True,"('Lemons', 'Limes')",Cherries,21,"(('Lemons', 'Limes'), 'Cherries')",False,False,True,False,False,False
174,14,training_4_1,Mammals,Specific,True,"('Bananas', 'Watermelons')",Cherries,19,"(('Bananas', 'Watermelons'), 'Cherries')",False,False,True,False,False,False
175,15,0,Mammals,Specific,True,"('Elephants',)",Horses,77,"(('Elephants',), 'Horses')",True,False,False,False,False,False
176,15,1,Mammals,Specific,True,"('Rhinos',)",Horses,71,"(('Rhinos',), 'Horses')",True,False,False,False,False,False
177,15,10,Mammals,Specific,True,"('Dolphins', 'Rhinos')",Horses,80,"(('Dolphins', 'Rhinos'), 'Horses')",False,False,False,False,False,False
178,15,11,Mammals,Specific,True,"('Cows', 'Chimps')",Horses,79,"(('Cows', 'Chimps'), 'Horses')",False,False,False,False,False,False
179,15,12,Mammals,Specific,True,"('Cows', 'Mice')",Horses,81,"(('Cows', 'Mice'), 'Horses')",False,False,False,False,False,False
180,15,13,Mammals,Specific,True,"('Gorillas', 'Mice')",Horses,72,"(('Gorillas', 'Mice'), 'Horses')",False,False,False,False,False,False
181,15,14,Mammals,Specific,True,"('Chimps', 'Squirrels')",Horses,61,"(('Chimps', 'Squirrels'), 'Horses')",False,False,False,False,False,False
182,15,15,Mammals,Specific,True,"('Squirrels', 'Rhinos')",Horses,72,"(('Squirrels', 'Rhinos'), 'Horses')",False,False,False,False,False,False
183,15,16,Mammals,Specific,True,"('Canines', 'Puppies')",Dogs,100,"(('Canines', 'Puppies'), 'Dogs')",False,True,False,False,False,False
184,15,17,Mammals,Specific,True,"('Mice', 'Dolphins')",Horses,58,"(('Mice', 'Dolphins'), 'Horses')",False,False,False,False,False,False
185,15,18,Mammals,Specific,True,"('Cows', 'Squirrels')",Horses,63,"(('Cows', 'Squirrels'), 'Horses')",False,False,False,False,False,False
186,15,19,Mammals,Specific,True,"('Dolphins', 'Seals')",Horses,21,"(('Dolphins', 'Seals'), 'Horses')",False,False,False,False,False,False
187,15,2,Mammals,Specific,True,"('Cows',)",Horses,55,"(('Cows',), 'Horses')",True,False,False,False,False,False
188,15,20,Mammals,Specific,True,"('Elephants', 'Rhinos')",Horses,89,"(('Elephants', 'Rhinos'), 'Horses')",False,False,False,False,False,False
189,15,3,Mammals,Specific,True,"('Squirrels',)",Horses,44,"(('Squirrels',), 'Horses')",True,False,False,False,False,False
190,15,4,Mammals,Specific,True,"('Chimps',)",Horses,41,"(('Chimps',), 'Horses')",True,False,False,False,False,False
191,15,5,Mammals,Specific,True,"('Gorillas',)",Horses,46,"(('Gorillas',), 'Horses')",True,False,False,False,False,False
192,15,6,Mammals,Specific,True,"('Dolphins',)",Horses,32,"(('Dolphins',), 'Horses')",True,False,False,False,False,False
193,15,7,Mammals,Specific,True,"('Seals',)",Horses,29,"(('Seals',), 'Horses')",True,False,False,False,False,False
194,15,8,Mammals,Specific,True,"('Dogs',)",Canines,100,"(('Dogs',), 'Canines')",True,False,False,False,False,False
195,15,9,Mammals,Specific,True,"('Mice',)",Horses,43,"(('Mice',), 'Horses')",True,False,False,False,False,False
196,15,training_3_0,Mammals,Specific,True,"('Pineapples',)",Raspberries,75,"(('Pineapples',), 'Raspberries')",True,False,True,False,False,False
197,15,training_3_1,Mammals,Specific,True,"('Blackberries',)",Raspberries,89,"(('Blackberries',), 'Raspberries')",True,False,True,False,False,False
198,15,training_4_0,Mammals,Specific,True,"('Lemons', 'Limes')",Cherries,23,"(('Lemons', 'Limes'), 'Cherries')",False,False,True,False,False,False
199,15,training_4_1,Mammals,Specific,True,"('Bananas', 'Watermelons')",Cherries,58,"(('Bananas', 'Watermelons'), 'Cherries')",False,False,True,False,False,False
200,16,0,Mammals,Specific,True,"('Seals',)",Horses,53,"(('Seals',), 'Horses')",True,False,False,False,False,False
201,16,1,Mammals,Specific,True,"('Squirrels',)",Horses,72,"(('Squirrels',), 'Horses')",True,False,False,False,False,False
202,16,10,Mammals,Specific,True,"('Squirrels', 'Rhinos')",Horses,26,"(('Squirrels', 'Rhinos'), 'Horses')",False,False,False,False,False,False
