,uid,tid,trial_id,argpair_id,phenomenon,phenomenon_type,domain,arg1_premises,arg1_conclusion,arg2_premises,arg2_conclusion,human_rating,is_arg2_stronger,is_control,is_osherson,is_removed_participant
13,63,tid_experiment1_0,tc13,"['Vultures', 'Robins', 'Swans', 'All birds', 'Vultures', 'Robins', 'All birds']",Monotonicity (General),General,Birds,"['Vultures', 'Robins', 'Swans']",All birds,"['Vultures', 'Robins']",All birds,1,FALSE,FALSE,FALSE,FALSE
14,63,tid_experiment1_0,tc14,"['Owls', 'Canaries', 'Owls', 'Bees', 'Canaries']",Nonmonotonicity (Specific),Mixed,Birds,"['Owls', 'Bees']",Canaries,['Owls'],Canaries,3,TRUE,FALSE,FALSE,FALSE
15,63,tid_experiment1_0,tc15,"['Submarines', 'Sleds', 'Submarines', 'Ropes', 'Sleds']",Nonmonotonicity (Specific),Mixed,Vehicles,"['Submarines', 'Ropes']",Sleds,['Submarines'],Sleds,5,TRUE,FALSE,FALSE,FALSE
16,63,tid_experiment1_0,tc16,"['Hippos', 'Rhinos', 'Hippos', 'Chickens']",Similarity,Specific,Mammals,['Hippos'],Rhinos,['Hippos'],Chickens,0,FALSE,TRUE,FALSE,FALSE
17,63,tid_experiment1_0,tc17,"['Tigers', 'Cats', 'Tigers', 'Crocodiles', 'Cats']",Nonmonotonicity (Specific),Mixed,Mammals,"['Tigers', 'Crocodiles']",Cats,['Tigers'],Cats,5,TRUE,FALSE,FALSE,FALSE
18,63,tid_experiment1_0,tc18,"['Mopeds', 'Airplanes', 'Vans', 'Mopeds', 'Bicycles', 'Vans']",Diversity (Specific),Specific,Vehicles,"['Mopeds', 'Bicycles']",Vans,"['Mopeds', 'Airplanes']",Vans,1,TRUE,FALSE,FALSE,FALSE
19,63,tid_experiment1_0,tc19,"['Hamsters', 'Camels', 'All mammals', 'Hamsters', 'Squirrels', 'All mammals']",Diversity (General),General,Mammals,"['Hamsters', 'Squirrels']",All mammals,"['Hamsters', 'Camels']",All mammals,1,TRUE,FALSE,FALSE,FALSE
20,63,tid_experiment1_0,tc20,"['Swallows', 'Seagulls', 'Ostriches', 'Seagulls']",Similarity,Specific,Birds,['Ostriches'],Seagulls,['Swallows'],Seagulls,1,TRUE,FALSE,FALSE,FALSE
21,63,tid_experiment1_0,tc21,"['Horses', 'All mammals', 'Beavers', 'All mammals']",Typicality,General,Mammals,['Horses'],All mammals,['Beavers'],All mammals,1,FALSE,FALSE,FALSE,FALSE
22,63,tid_experiment1_0,tc22,"['Trams', 'Cars', 'Trams', 'Crowbars', 'Cars']",Nonmonotonicity (Specific),Mixed,Vehicles,['Trams'],Cars,"['Trams', 'Crowbars']",Cars,0,FALSE,FALSE,FALSE,FALSE
23,63,tid_experiment1_0,tc23,"['Lions', 'Giraffes', 'Llamas', 'Elephants', 'Lions', 'Giraffes', 'Elephants']",Monotonicity (Specific),Specific,Mammals,"['Lions', 'Giraffes']",Elephants,"['Lions', 'Giraffes', 'Llamas']",Elephants,0,TRUE,FALSE,FALSE,FALSE
24,63,tid_experiment1_0,tc24,"['Caravans', 'Tractors', 'Carts', 'All vehicles', 'Caravans', 'Tractors', 'All vehicles']",Monotonicity (General),General,Vehicles,"['Caravans', 'Tractors', 'Carts']",All vehicles,"['Caravans', 'Tractors']",All vehicles,1,FALSE,FALSE,FALSE,FALSE
25,63,tid_experiment1_0,tc25,"['Cats', 'Dogs', 'Cows', 'Dogs']",Similarity,Specific,Mammals,['Cows'],Dogs,['Cats'],Dogs,1,TRUE,FALSE,FALSE,FALSE
26,63,tid_experiment1_0,tc26,"['Kangaroos', 'Cows', 'All mammals', 'Kangaroos', 'Cows', 'All animals']",Specificity,General,Mammals,"['Kangaroos', 'Cows']",All mammals,"['Kangaroos', 'Cows']",All animals,2,FALSE,FALSE,FALSE,FALSE
27,63,tid_experiment1_0,tc27,"['Vans', 'Zeppelins', 'All vehicles', 'Vans', 'Zeppelins', 'All things']",Specificity,General,Vehicles,"['Vans', 'Zeppelins']",All things,"['Vans', 'Zeppelins']",All vehicles,5,TRUE,FALSE,FALSE,FALSE
28,63,tid_experiment1_0,tc28,"['Cars', 'All vehicles', 'Cars', 'Carriages']",Inclusion Fallacy,General,Vehicles,['Cars'],All vehicles,['Cars'],Carriages,1,FALSE,FALSE,FALSE,FALSE
29,63,tid_experiment1_0,tc29,"['Horses', 'Bats', 'Cats', 'Horses', 'Llamas', 'Cats']",Diversity (Specific),Specific,Mammals,"['Horses', 'Bats']",Cats,"['Horses', 'Llamas']",Cats,4,FALSE,FALSE,FALSE,FALSE
30,63,tid_experiment1_0,tc30,"['Skateboards', 'Rockets', 'All vehicles', 'Skateboards', 'Sleds', 'All vehicles']",Diversity (General),General,Vehicles,"['Skateboards', 'Sleds']",All vehicles,"['Skateboards', 'Rockets']",All vehicles,3,TRUE,FALSE,FALSE,FALSE
31,63,tid_experiment1_0,tc31,"['Giraffes', 'Bats', 'All mammals', 'Giraffes', 'Camels', 'All mammals']",Diversity (General),General,Mammals,"['Giraffes', 'Camels']",All mammals,"['Giraffes', 'Bats']",All mammals,2,TRUE,FALSE,FALSE,FALSE
32,63,tid_experiment1_0,tc32,"['Lions', 'Tigers', 'Lions', 'Penguins']",Similarity,Specific,Mammals,['Lions'],Tigers,['Lions'],Penguins,0,FALSE,TRUE,FALSE,FALSE
33,63,tid_experiment1_0,tc33,"['Herons', 'Sparrows', 'All birds', 'Herons', 'Sparrows', 'All animals']",Specificity,General,Birds,"['Herons', 'Sparrows']",All animals,"['Herons', 'Sparrows']",All birds,5,TRUE,FALSE,FALSE,FALSE
34,63,tid_experiment1_0,tc34,"['Trucks', 'Skateboards', 'All vehicles', 'Trucks', 'Skateboards', 'All things']",Specificity,General,Vehicles,"['Trucks', 'Skateboards']",All things,"['Trucks', 'Skateboards']",All vehicles,4,TRUE,FALSE,FALSE,FALSE
35,63,tid_experiment1_0,tc35,"['Buses', 'All vehicles', 'Submarines', 'All vehicles']",Typicality,General,Vehicles,['Buses'],All vehicles,['Submarines'],All vehicles,2,FALSE,FALSE,FALSE,FALSE
36,63,tid_experiment1_0,tc36,"['Storks', 'Doves', 'Ducks', 'Eagles', 'Storks', 'Doves', 'Eagles']",Monotonicity (Specific),Specific,Birds,"['Storks', 'Doves']",Eagles,"['Storks', 'Doves', 'Ducks']",Eagles,2,TRUE,FALSE,FALSE,FALSE
37,63,tid_experiment1_0,tc37,"['Cows', 'Dogs', 'Bats', 'Llamas', 'Cows', 'Dogs', 'Llamas']",Monotonicity (Specific),Specific,Mammals,"['Cows', 'Dogs']",Llamas,"['Cows', 'Dogs', 'Bats']",Llamas,1,TRUE,FALSE,FALSE,FALSE
38,63,tid_experiment1_0,tc38,"['Swans', 'Herons', 'Penguins', 'Herons']",Similarity,Specific,Birds,['Swans'],Herons,['Penguins'],Herons,0,FALSE,FALSE,FALSE,FALSE
39,63,tid_experiment1_0,tc39,"['Beavers', 'Zebras', 'Beavers', 'Iguanas', 'Zebras']",Nonmonotonicity (Specific),Mixed,Mammals,"['Beavers', 'Iguanas']",Zebras,['Beavers'],Zebras,3,TRUE,FALSE,FALSE,FALSE
40,63,tid_experiment1_0,tc40,"['Sleds', 'Submarines', 'Caravans', 'Sleds', 'Skateboards', 'Caravans']",Diversity (Specific),Specific,Vehicles,"['Sleds', 'Skateboards']",Caravans,"['Sleds', 'Submarines']",Caravans,2,TRUE,FALSE,FALSE,FALSE
41,63,tid_experiment1_0,tc41,"['Buses', 'All vehicles', 'Zeppelins', 'All vehicles']",Typicality,General,Vehicles,['Buses'],All vehicles,['Zeppelins'],All vehicles,2,FALSE,FALSE,FALSE,FALSE
42,63,tid_experiment1_0,tc42,"['Elephants', 'Beavers', 'All mammals', 'Elephants', 'Beavers', 'All animals']",Specificity,General,Mammals,"['Elephants', 'Beavers']",All animals,"['Elephants', 'Beavers']",All mammals,2,TRUE,FALSE,FALSE,FALSE
43,63,tid_experiment1_0,tc43,"['Dogs', 'Rhinos', 'Beavers', 'All mammals', 'Dogs', 'Rhinos', 'All mammals']",Monotonicity (General),General,Mammals,"['Dogs', 'Rhinos']",All mammals,"['Dogs', 'Rhinos', 'Beavers']",All mammals,4,TRUE,FALSE,FALSE,FALSE
44,63,tid_experiment1_0,tc44,"['Carts', 'Motorbikes', 'Skateboards', 'Submarines', 'Carts', 'Motorbikes', 'Submarines']",Monotonicity (Specific),Specific,Vehicles,"['Carts', 'Motorbikes']",Submarines,"['Carts', 'Motorbikes', 'Skateboards']",Submarines,2,TRUE,FALSE,FALSE,FALSE
45,63,tid_experiment1_0,tc45,"['Lions', 'All mammals', 'Bats', 'All mammals']",Typicality,General,Mammals,['Lions'],All mammals,['Bats'],All mammals,2,FALSE,FALSE,FALSE,FALSE
46,63,tid_experiment1_0,tc46,"['Vultures', 'Chickens', 'Seagulls', 'Vultures', 'Ostriches', 'Seagulls']",Diversity (Specific),Specific,Birds,"['Vultures', 'Ostriches']",Seagulls,"['Vultures', 'Chickens']",Seagulls,3,TRUE,FALSE,FALSE,FALSE
47,63,tid_experiment1_0,tc47,"['Sparrows', 'Seagulls', 'Falcons', 'Blackbirds', 'Sparrows', 'Seagulls', 'Blackbirds']",Monotonicity (Specific),Specific,Birds,"['Sparrows', 'Seagulls', 'Falcons']",Blackbirds,"['Sparrows', 'Seagulls']",Blackbirds,2,FALSE,FALSE,FALSE,FALSE
48,63,tid_experiment1_0,tc48,"['Mopeds', 'Motorbikes', 'Mopeds', 'Screwdrivers']",Similarity,Specific,Vehicles,['Mopeds'],Motorbikes,['Mopeds'],Screwdrivers,0,FALSE,TRUE,FALSE,FALSE
49,63,tid_experiment1_0,tc49,"['Tractors', 'Trucks', 'Rockets', 'Trucks']",Similarity,Specific,Vehicles,['Rockets'],Trucks,['Tractors'],Trucks,5,TRUE,FALSE,FALSE,FALSE
50,63,tid_experiment1_0,tc50,"['Crows', 'Swans', 'Blackbirds', 'Crows', 'Herons', 'Blackbirds']",Diversity (Specific),Specific,Birds,"['Crows', 'Herons']",Blackbirds,"['Crows', 'Swans']",Blackbirds,2,TRUE,FALSE,FALSE,FALSE
51,63,tid_experiment1_0,tc51,"['Pigs', 'All mammals', 'Pigs', 'Hedgehogs']",Inclusion Fallacy,General,Mammals,['Pigs'],All mammals,['Pigs'],Hedgehogs,2,FALSE,FALSE,FALSE,FALSE
52,63,tid_experiment1_0,tc52,"['Sparrows', 'Parrots', 'All birds', 'Sparrows', 'Robins', 'All birds']",Diversity (General),General,Birds,"['Sparrows', 'Robins']",All birds,"['Sparrows', 'Parrots']",All birds,3,TRUE,FALSE,FALSE,FALSE
53,63,tid_experiment1_0,tc53,"['Cows', 'Donkeys', 'All mammals', 'Cows', 'Donkeys', 'Snakes', 'All mammals']",Nonmonotonicity (General),Mixed,Mammals,"['Cows', 'Donkeys', 'Snakes']",All mammals,"['Cows', 'Donkeys']",All mammals,5,TRUE,FALSE,FALSE,FALSE
54,63,tid_experiment1_0,tc54,"['Carriages', 'Trams', 'Rockets', 'Carts', 'Carriages', 'Trams', 'Carts']",Monotonicity (Specific),Specific,Vehicles,"['Carriages', 'Trams']",Carts,"['Carriages', 'Trams', 'Rockets']",Carts,0,TRUE,FALSE,FALSE,FALSE
55,63,tid_experiment1_0,tc55,"['Hovercraft', 'Submarines', 'All vehicles', 'Hovercraft', 'Submarines', 'Crowbars', 'All vehicles']",Nonmonotonicity (General),Mixed,Vehicles,"['Hovercraft', 'Submarines', 'Crowbars']",All vehicles,"['Hovercraft', 'Submarines']",All vehicles,5,TRUE,FALSE,FALSE,FALSE
56,63,tid_experiment1_0,tc56,"['Magpies', 'Ducks', 'Ducks', 'Magpies']",Asymmetry,Specific,Birds,['Ducks'],Magpies,['Magpies'],Ducks,5,TRUE,FALSE,FALSE,FALSE
57,63,tid_experiment1_0,tc57,"['Robins', 'All birds', 'Robins', 'Turkeys']",Inclusion Fallacy,General,Birds,['Robins'],Turkeys,['Robins'],All birds,2,TRUE,FALSE,FALSE,FALSE
58,63,tid_experiment1_0,tc58,"['Sheep', 'Kangaroos', 'Kangaroos', 'Sheep']",Asymmetry,Specific,Mammals,['Kangaroos'],Sheep,['Sheep'],Kangaroos,5,TRUE,FALSE,FALSE,FALSE
59,63,tid_experiment1_0,tc59,"['Llamas', 'Zebras', 'Squirrels', 'Zebras']",Similarity,Specific,Mammals,['Squirrels'],Zebras,['Llamas'],Zebras,5,TRUE,FALSE,FALSE,FALSE
60,63,tid_experiment1_0,tc60,"['Taxis', 'Zeppelins', 'Zeppelins', 'Taxis']",Asymmetry,Specific,Vehicles,['Taxis'],Zeppelins,['Zeppelins'],Taxis,2,FALSE,FALSE,FALSE,FALSE
61,63,tid_experiment1_0,tc61,"['Carts', 'Sleds', 'All vehicles', 'Carts', 'Sleds', 'Wheelbarrows', 'All vehicles']",Nonmonotonicity (General),Mixed,Vehicles,"['Carts', 'Sleds', 'Wheelbarrows']",All vehicles,"['Carts', 'Sleds']",All vehicles,2,TRUE,FALSE,FALSE,FALSE
62,63,tid_experiment1_0,tc62,"['Blackbirds', 'All birds', 'Blackbirds', 'Swans']",Inclusion Fallacy,General,Birds,['Blackbirds'],All birds,['Blackbirds'],Swans,3,FALSE,FALSE,FALSE,FALSE
63,63,tid_experiment1_0,tc63,"['Blackbirds', 'Eagles', 'All birds', 'Blackbirds', 'Swallows', 'All birds']",Diversity (General),General,Birds,"['Blackbirds', 'Eagles']",All birds,"['Blackbirds', 'Swallows']",All birds,2,FALSE,FALSE,FALSE,FALSE
64,63,tid_experiment1_0,tc64,"['Robins', 'Sparrows', 'Robins', 'Gorillas']",Similarity,Specific,Birds,['Robins'],Sparrows,['Robins'],Gorillas,1,FALSE,TRUE,FALSE,FALSE
65,63,tid_experiment1_0,tc65,"['Doves', 'All birds', 'Ostriches', 'All birds']",Typicality,General,Birds,['Ostriches'],All birds,['Doves'],All birds,2,TRUE,FALSE,FALSE,FALSE
66,63,tid_experiment1_0,tc66,"['Ducks', 'Vultures', 'Ducks', 'Ants', 'Vultures']",Nonmonotonicity (Specific),Mixed,Birds,['Ducks'],Vultures,"['Ducks', 'Ants']",Vultures,1,FALSE,FALSE,FALSE,FALSE
67,63,tid_experiment1_0,tc67,"['Mopeds', 'Boats', 'Tractors', 'All vehicles', 'Mopeds', 'Boats', 'All vehicles']",Monotonicity (General),General,Vehicles,"['Mopeds', 'Boats']",All vehicles,"['Mopeds', 'Boats', 'Tractors']",All vehicles,4,TRUE,FALSE,FALSE,FALSE
68,63,tid_experiment1_0,tc68,"['Trains', 'All vehicles', 'Trains', 'Carts']",Inclusion Fallacy,General,Vehicles,['Trains'],All vehicles,['Trains'],Carts,3,FALSE,FALSE,FALSE,FALSE
69,63,tid_experiment1_0,tc69,"['Donkeys', 'All mammals', 'Donkeys', 'Hamsters']",Inclusion Fallacy,General,Mammals,['Donkeys'],All mammals,['Donkeys'],Hamsters,2,FALSE,FALSE,FALSE,FALSE
70,118,tid_experiment1_1,tc0,"['Trucks', 'Taxis', 'Submarines', 'Taxis']",Similarity,Specific,Vehicles,['Trucks'],Taxis,['Submarines'],Taxis,2,FALSE,FALSE,FALSE,FALSE
71,118,tid_experiment1_1,tc1,"['Seagulls', 'All birds', 'Seagulls', 'Ostriches']",Inclusion Fallacy,General,Birds,['Seagulls'],All birds,['Seagulls'],Ostriches,2,FALSE,FALSE,FALSE,FALSE
72,118,tid_experiment1_1,tc2,"['Caravans', 'Airplanes', 'Rockets', 'Jeeps', 'Caravans', 'Airplanes', 'Jeeps']",Monotonicity (Specific),Specific,Vehicles,"['Caravans', 'Airplanes', 'Rockets']",Jeeps,"['Caravans', 'Airplanes']",Jeeps,3,FALSE,FALSE,FALSE,FALSE
73,118,tid_experiment1_1,tc3,"['Vultures', 'Falcons', 'Swans', 'Falcons']",Similarity,Specific,Birds,['Swans'],Falcons,['Vultures'],Falcons,2,TRUE,FALSE,FALSE,FALSE
74,118,tid_experiment1_1,tc4,"['Magpies', 'Falcons', 'All birds', 'Magpies', 'Falcons', 'All animals']",Specificity,General,Birds,"['Magpies', 'Falcons']",All animals,"['Magpies', 'Falcons']",All birds,4,TRUE,FALSE,FALSE,FALSE
75,118,tid_experiment1_1,tc5,"['Caravans', 'Vans', 'Caravans', 'Ploughs', 'Vans']",Nonmonotonicity (Specific),Mixed,Vehicles,"['Caravans', 'Ploughs']",Vans,['Caravans'],Vans,1,TRUE,FALSE,FALSE,FALSE
76,118,tid_experiment1_1,tc6,"['Rhinos', 'Elephants', 'Rhinos', 'Tortoises', 'Elephants']",Nonmonotonicity (Specific),Mixed,Mammals,"['Rhinos', 'Tortoises']",Elephants,['Rhinos'],Elephants,1,TRUE,FALSE,FALSE,FALSE
77,118,tid_experiment1_1,tc7,"['Herons', 'Doves', 'All birds', 'Herons', 'Doves', 'Grasshoppers', 'All birds']",Nonmonotonicity (General),Mixed,Birds,"['Herons', 'Doves']",All birds,"['Herons', 'Doves', 'Grasshoppers']",All birds,4,FALSE,FALSE,FALSE,FALSE
78,118,tid_experiment1_1,tc8,"['Sheep', 'All mammals', 'Sheep', 'Camels']",Inclusion Fallacy,General,Mammals,['Sheep'],All mammals,['Sheep'],Camels,2,FALSE,FALSE,FALSE,FALSE
79,118,tid_experiment1_1,tc9,"['Deer', 'Elephants', 'All mammals', 'Deer', 'Elephants', 'All animals']",Specificity,General,Mammals,"['Deer', 'Elephants']",All mammals,"['Deer', 'Elephants']",All animals,2,FALSE,FALSE,FALSE,FALSE
80,118,tid_experiment1_1,tc10,"['Crows', 'Penguins', 'Crows', 'All birds']",Inclusion Fallacy,General,Birds,['Crows'],All birds,['Crows'],Penguins,2,TRUE,FALSE,FALSE,FALSE
81,118,tid_experiment1_1,tc11,"['Turkeys', 'Ducks', 'Turkeys', 'Ladybugs', 'Ducks']",Nonmonotonicity (Specific),Mixed,Birds,['Turkeys'],Ducks,"['Turkeys', 'Ladybugs']",Ducks,3,FALSE,FALSE,FALSE,FALSE
82,118,tid_experiment1_1,tc12,"['Donkeys', 'Lions', 'Beavers', 'All mammals', 'Donkeys', 'Lions', 'All mammals']",Monotonicity (General),General,Mammals,"['Donkeys', 'Lions', 'Beavers']",All mammals,"['Donkeys', 'Lions']",All mammals,1,FALSE,FALSE,FALSE,FALSE
83,118,tid_experiment1_1,tc13,"['Trams', 'Trains', 'Skateboards', 'Trains']",Similarity,Specific,Vehicles,['Skateboards'],Trains,['Trams'],Trains,4,TRUE,FALSE,FALSE,FALSE
84,118,tid_experiment1_1,tc14,"['Kangaroos', 'Tigers', 'Squirrels', 'Zebras', 'Kangaroos', 'Tigers', 'Zebras']",Monotonicity (Specific),Specific,Mammals,"['Kangaroos', 'Tigers']",Zebras,"['Kangaroos', 'Tigers', 'Squirrels']",Zebras,4,TRUE,FALSE,FALSE,FALSE
85,118,tid_experiment1_1,tc15,"['Doves', 'Swallows', 'Ostriches', 'All birds', 'Doves', 'Swallows', 'All birds']",Monotonicity (General),General,Birds,"['Doves', 'Swallows']",All birds,"['Doves', 'Swallows', 'Ostriches']",All birds,3,TRUE,FALSE,FALSE,FALSE
86,118,tid_experiment1_1,tc16,"['Hippos', 'Rhinos', 'Hippos', 'Chickens']",Similarity,Specific,Mammals,['Hippos'],Rhinos,['Hippos'],Chickens,2,FALSE,TRUE,FALSE,FALSE
87,118,tid_experiment1_1,tc17,"['Rhinos', 'Mice', 'Rhinos', 'Alligators', 'Mice']",Nonmonotonicity (Specific),Mixed,Mammals,"['Rhinos', 'Alligators']",Mice,['Rhinos'],Mice,1,TRUE,FALSE,FALSE,FALSE
88,118,tid_experiment1_1,tc18,"['Trains', 'All vehicles', 'Trains', 'Caravans']",Inclusion Fallacy,General,Vehicles,['Trains'],All vehicles,['Trains'],Caravans,3,FALSE,FALSE,FALSE,FALSE
89,118,tid_experiment1_1,tc19,"['Squirrels', 'Hamsters', 'Camels', 'Hamsters']",Similarity,Specific,Mammals,['Camels'],Hamsters,['Squirrels'],Hamsters,3,TRUE,FALSE,FALSE,FALSE
90,118,tid_experiment1_1,tc20,"['Airplanes', 'Rockets', 'All vehicles', 'Airplanes', 'Rockets', 'All things']",Specificity,General,Vehicles,"['Airplanes', 'Rockets']",All things,"['Airplanes', 'Rockets']",All vehicles,2,TRUE,FALSE,FALSE,FALSE
91,118,tid_experiment1_1,tc21,"['Zebras', 'Mice', 'All mammals', 'Zebras', 'Rhinos', 'All mammals']",Diversity (General),General,Mammals,"['Zebras', 'Mice']",All mammals,"['Zebras', 'Rhinos']",All mammals,3,FALSE,FALSE,FALSE,FALSE
92,118,tid_experiment1_1,tc22,"['Hamsters', 'Sheep', 'All mammals', 'Hamsters', 'Sheep', 'Dinosaurs', 'All mammals']",Nonmonotonicity (General),Mixed,Mammals,"['Hamsters', 'Sheep', 'Dinosaurs']",All mammals,"['Hamsters', 'Sheep']",All mammals,1,TRUE,FALSE,FALSE,FALSE
93,118,tid_experiment1_1,tc23,"['Vans', 'Jeeps', 'Skateboards', 'All vehicles', 'Vans', 'Jeeps', 'All vehicles']",Monotonicity (General),General,Vehicles,"['Vans', 'Jeeps', 'Skateboards']",All vehicles,"['Vans', 'Jeeps']",All vehicles,1,FALSE,FALSE,FALSE,FALSE
94,118,tid_experiment1_1,tc24,"['Peacocks', 'Penguins', 'All birds', 'Peacocks', 'Turkeys', 'All birds']",Diversity (General),General,Birds,"['Peacocks', 'Turkeys']",All birds,"['Peacocks', 'Penguins']",All birds,3,TRUE,FALSE,FALSE,FALSE
95,118,tid_experiment1_1,tc25,"['Doves', 'Falcons', 'All birds', 'Doves', 'Falcons', 'All animals']",Specificity,General,Birds,"['Doves', 'Falcons']",All birds,"['Doves', 'Falcons']",All animals,2,FALSE,FALSE,FALSE,FALSE
96,118,tid_experiment1_1,tc26,"['Blackbirds', 'All birds', 'Turkeys', 'All birds']",Typicality,General,Birds,['Blackbirds'],All birds,['Turkeys'],All birds,3,FALSE,FALSE,FALSE,FALSE
97,118,tid_experiment1_1,tc27,"['Robins', 'All birds', 'Ostriches', 'All birds']",Typicality,General,Birds,['Ostriches'],All birds,['Robins'],All birds,4,TRUE,FALSE,FALSE,FALSE
98,118,tid_experiment1_1,tc28,"['Llamas', 'Camels', 'Beavers', 'All mammals', 'Llamas', 'Camels', 'All mammals']",Monotonicity (General),General,Mammals,"['Llamas', 'Camels', 'Beavers']",All mammals,"['Llamas', 'Camels']",All mammals,1,FALSE,FALSE,FALSE,FALSE
99,118,tid_experiment1_1,tc29,"['Llamas', 'Hedgehogs', 'Pigs', 'Llamas', 'Zebras', 'Pigs']",Diversity (Specific),Specific,Mammals,"['Llamas', 'Hedgehogs']",Pigs,"['Llamas', 'Zebras']",Pigs,2,FALSE,FALSE,FALSE,FALSE
100,118,tid_experiment1_1,tc30,"['Hovercraft', 'Cars', 'All vehicles', 'Hovercraft', 'Cars', 'All things']",Specificity,General,Vehicles,"['Hovercraft', 'Cars']",All things,"['Hovercraft', 'Cars']",All vehicles,2,TRUE,FALSE,FALSE,FALSE
101,118,tid_experiment1_1,tc31,"['Seagulls', 'Owls', 'Penguins', 'Turkeys', 'Seagulls', 'Owls', 'Turkeys']",Monotonicity (Specific),Specific,Birds,"['Seagulls', 'Owls', 'Penguins']",Turkeys,"['Seagulls', 'Owls']",Turkeys,1,FALSE,FALSE,FALSE,FALSE
102,118,tid_experiment1_1,tc32,"['Lions', 'Tigers', 'Lions', 'Penguins']",Similarity,Specific,Mammals,['Lions'],Tigers,['Lions'],Penguins,2,FALSE,TRUE,FALSE,FALSE
103,118,tid_experiment1_1,tc33,"['Horses', 'All mammals', 'Squirrels', 'All mammals']",Typicality,General,Mammals,['Squirrels'],All mammals,['Horses'],All mammals,3,TRUE,FALSE,FALSE,FALSE
104,118,tid_experiment1_1,tc34,"['Airplanes', 'Caravans', 'All vehicles', 'Airplanes', 'Rockets', 'All vehicles']",Diversity (General),General,Vehicles,"['Airplanes', 'Caravans']",All vehicles,"['Airplanes', 'Rockets']",All vehicles,2,FALSE,FALSE,FALSE,FALSE
