,pid,tid,domain,conclusion_type,is_osherson,batch_number,premises,conclusion
65,1,27,Birds,General,0.0,0,"['Parrots', 'Chickens']",All birds
66,1,28,Birds,General,0.0,0,"['Herons', 'Peacocks']",All birds
67,1,29,Birds,General,0.0,0,"['Ostriches', 'Parrots']",All birds
68,1,30,Birds,General,0.0,0,"['Blackbirds', 'Doves']",All birds
69,1,31,Birds,General,0.0,0,"['Sparrows', 'Turkeys']",All birds
70,1,32,Birds,General,0.0,0,"['All animals', 'All organisms']",All birds
71,1,33,Birds,General,0.0,0,"['Chickens', 'Ducks']",All birds
72,1,34,Birds,General,0.0,0,"['Sparrows', 'Robins']",All birds
73,1,35,Birds,General,0.0,0,"['Swans', 'Magpies']",All birds
74,1,36,Birds,General,0.0,0,"['Herons', 'Woodpeckers']",All birds
75,1,37,Birds,General,0.0,0,"['Canaries', 'Blackbirds']",All birds
76,2,0,Birds,General,0.0,0,['Roosters'],All birds
77,2,1,Birds,General,0.0,0,['Robins'],All birds
78,2,2,Birds,General,0.0,0,['Falcons'],All birds
79,2,3,Birds,General,0.0,0,['Sparrows'],All birds
80,2,4,Birds,General,0.0,0,['Doves'],All birds
81,2,5,Birds,General,0.0,0,['Swallows'],All birds
82,2,6,Birds,General,0.0,0,['Storks'],All birds
83,2,7,Birds,General,0.0,0,['Ostriches'],All birds
84,2,8,Birds,General,0.0,0,['All animals'],All birds
85,2,9,Birds,General,0.0,0,['Peacocks'],All birds
86,2,10,Birds,General,0.0,0,['Canaries'],All birds
87,2,11,Birds,General,0.0,0,['Parrots'],All birds
88,2,12,Birds,General,0.0,0,['Eagles'],All birds
89,2,13,Birds,General,0.0,0,['Chickens'],All birds
90,2,14,Birds,General,0.0,0,['Blackbirds'],All birds
91,2,15,Birds,General,0.0,0,['Ducks'],All birds
92,2,16,Birds,General,0.0,0,['All living things'],All birds
93,2,17,Birds,General,0.0,0,['Swans'],All birds
94,2,18,Birds,General,0.0,0,['Turkeys'],All birds
95,2,19,Birds,General,0.0,0,['Crows'],All birds
96,2,20,Birds,General,0.0,0,['Magpies'],All birds
97,2,21,Birds,General,0.0,0,['Woodpeckers'],All birds
98,2,22,Birds,General,0.0,0,['Seagulls'],All birds
99,2,23,Birds,General,0.0,0,['Pelicans'],All birds
100,2,24,Birds,General,0.0,0,['All plants and animals'],All birds
101,2,25,Birds,General,0.0,0,['Vultures'],All birds
102,2,26,Birds,General,0.0,0,['Herons'],All birds
103,2,27,Birds,General,0.0,0,"['Sparrows', 'Robins']",All birds
104,2,28,Birds,General,0.0,0,"['Parrots', 'Chickens']",All birds
105,2,29,Birds,General,0.0,0,"['Sparrows', 'Turkeys']",All birds
106,2,30,Birds,General,0.0,0,"['Herons', 'Peacocks']",All birds
107,2,31,Birds,General,0.0,0,"['Chickens', 'Ducks']",All birds
108,2,32,Birds,General,0.0,0,"['All animals', 'All organisms']",All birds
109,2,33,Birds,General,0.0,0,"['Herons', 'Woodpeckers']",All birds
110,2,34,Birds,General,0.0,0,"['Swans', 'Magpies']",All birds
111,2,35,Birds,General,0.0,0,"['Ostriches', 'Parrots']",All birds
112,2,36,Birds,General,0.0,0,"['Canaries', 'Blackbirds']",All birds
113,2,37,Birds,General,0.0,0,"['Blackbirds', 'Doves']",All birds
114,3,0,Birds,General,0.0,0,['Parrots'],All birds
115,3,1,Birds,General,0.0,0,['Falcons'],All birds
116,3,2,Birds,General,0.0,0,['Pelicans'],All birds
117,3,3,Birds,General,0.0,0,['Doves'],All birds
118,3,4,Birds,General,0.0,0,['Roosters'],All birds
119,3,5,Birds,General,0.0,0,['Ducks'],All birds
120,3,6,Birds,General,0.0,0,['Swallows'],All birds
121,3,7,Birds,General,0.0,0,['Vultures'],All birds
122,3,8,Birds,General,0.0,0,['All animals'],All birds
123,3,9,Birds,General,0.0,0,['Ostriches'],All birds
124,3,10,Birds,General,0.0,0,['Seagulls'],All birds
125,3,11,Birds,General,0.0,0,['Robins'],All birds
126,3,12,Birds,General,0.0,0,['Peacocks'],All birds
127,3,13,Birds,General,0.0,0,['Swans'],All birds
128,3,14,Birds,General,0.0,0,['Turkeys'],All birds
129,3,15,Birds,General,0.0,0,['Chickens'],All birds
130,3,16,Birds,General,0.0,0,['All living things'],All birds
131,3,17,Birds,General,0.0,0,['Canaries'],All birds
132,3,18,Birds,General,0.0,0,['Eagles'],All birds
133,3,19,Birds,General,0.0,0,['Crows'],All birds
134,3,20,Birds,General,0.0,0,['Magpies'],All birds
135,3,21,Birds,General,0.0,0,['Woodpeckers'],All birds
136,3,22,Birds,General,0.0,0,['Sparrows'],All birds
137,3,23,Birds,General,0.0,0,['Blackbirds'],All birds
138,3,24,Birds,General,0.0,0,['All plants and animals'],All birds
139,3,25,Birds,General,0.0,0,['Storks'],All birds
140,3,26,Birds,General,0.0,0,['Herons'],All birds
141,3,27,Birds,General,0.0,0,"['Canaries', 'Blackbirds']",All birds
142,3,28,Birds,General,0.0,0,"['Swans', 'Magpies']",All birds
143,3,29,Birds,General,0.0,0,"['Sparrows', 'Robins']",All birds
144,3,30,Birds,General,0.0,0,"['Chickens', 'Ducks']",All birds
145,3,31,Birds,General,0.0,0,"['Herons', 'Peacocks']",All birds
146,3,32,Birds,General,0.0,0,"['All animals', 'All organisms']",All birds
147,3,33,Birds,General,0.0,0,"['Herons', 'Woodpeckers']",All birds
148,3,34,Birds,General,0.0,0,"['Parrots', 'Chickens']",All birds
149,3,35,Birds,General,0.0,0,"['Ostriches', 'Parrots']",All birds
150,3,36,Birds,General,0.0,0,"['Blackbirds', 'Doves']",All birds
151,3,37,Birds,General,0.0,0,"['Sparrows', 'Turkeys']",All birds
152,4,0,Birds,General,0.0,0,['Chickens'],All birds
153,4,1,Birds,General,0.0,0,['Swallows'],All birds
154,4,2,Birds,General,0.0,0,['Seagulls'],All birds
155,4,3,Birds,General,0.0,0,['Falcons'],All birds
156,4,4,Birds,General,0.0,0,['Woodpeckers'],All birds
157,4,5,Birds,General,0.0,0,['Peacocks'],All birds
158,4,6,Birds,General,0.0,0,['Herons'],All birds
159,4,7,Birds,General,0.0,0,['Roosters'],All birds
160,4,8,Birds,General,0.0,0,['All animals'],All birds
161,4,9,Birds,General,0.0,0,['Swans'],All birds
162,4,10,Birds,General,0.0,0,['Doves'],All birds
163,4,11,Birds,General,0.0,0,['Eagles'],All birds
164,4,12,Birds,General,0.0,0,['Ostriches'],All birds
165,4,13,Birds,General,0.0,0,['Turkeys'],All birds
166,4,14,Birds,General,0.0,0,['Robins'],All birds
167,4,15,Birds,General,0.0,0,['Parrots'],All birds
168,4,16,Birds,General,0.0,0,['All living things'],All birds
169,4,17,Birds,General,0.0,0,['Sparrows'],All birds
170,4,18,Birds,General,0.0,0,['Storks'],All birds
171,4,19,Birds,General,0.0,0,['Pelicans'],All birds
172,4,20,Birds,General,0.0,0,['Vultures'],All birds
173,4,21,Birds,General,0.0,0,['Ducks'],All birds
174,4,22,Birds,General,0.0,0,['Blackbirds'],All birds
175,4,23,Birds,General,0.0,0,['Magpies'],All birds
176,4,24,Birds,General,0.0,0,['All plants and animals'],All birds
177,4,25,Birds,General,0.0,0,['Canaries'],All birds
178,4,26,Birds,General,0.0,0,['Crows'],All birds
179,4,27,Birds,General,0.0,0,"['Sparrows', 'Turkeys']",All birds
180,4,28,Birds,General,0.0,0,"['Blackbirds', 'Doves']",All birds
181,4,29,Birds,General,0.0,0,"['Canaries', 'Blackbirds']",All birds
182,4,30,Birds,General,0.0,0,"['Swans', 'Magpies']",All birds
183,4,31,Birds,General,0.0,0,"['Herons', 'Peacocks']",All birds
184,4,32,Birds,General,0.0,0,"['All animals', 'All organisms']",All birds
185,4,33,Birds,General,0.0,0,"['Ostriches', 'Parrots']",All birds
186,4,34,Birds,General,0.0,0,"['Chickens', 'Ducks']",All birds
187,4,35,Birds,General,0.0,0,"['Herons', 'Woodpeckers']",All birds
188,4,36,Birds,General,0.0,0,"['Sparrows', 'Robins']",All birds
189,4,37,Birds,General,0.0,0,"['Parrots', 'Chickens']",All birds
190,5,0,Birds,Specific,0.0,0,['Roosters'],Parrots
191,5,1,Birds,Specific,0.0,0,['Chickens'],Turkeys
192,5,2,Birds,Specific,0.0,0,['Herons'],Crows
193,5,3,Birds,Specific,0.0,0,['Robins'],Eagles
194,5,4,Birds,Specific,0.0,0,['Seagulls'],Turkeys
195,5,5,Birds,Specific,0.0,0,['Pelicans'],Parrots
196,5,6,Birds,Specific,0.0,0,['Ostriches'],Sparrows
197,5,7,Birds,Specific,0.0,0,['Woodpeckers'],Sparrows
198,5,8,Birds,Specific,0.0,0,['Crows'],Ravens
199,5,9,Birds,Specific,0.0,0,['Magpies'],Crows
200,5,10,Birds,Specific,0.0,0,['Parrots'],Falcons
201,5,11,Birds,Specific,0.0,0,['Robins'],Roosters
202,5,12,Birds,Specific,0.0,0,['Blackbirds'],Canaries
203,5,13,Birds,Specific,0.0,0,['Blackbirds'],Pelicans
204,5,14,Birds,Specific,0.0,0,['Swans'],Woodpeckers
205,5,15,Birds,Specific,0.0,0,['Turkeys'],Parrots
206,5,16,Birds,Specific,0.0,0,['Hawks'],Falcons
207,5,17,Birds,Specific,0.0,0,['Peacocks'],Turkeys
208,5,18,Birds,Specific,0.0,0,['Storks'],Canaries
209,5,19,Birds,Specific,0.0,0,['Ducks'],Pelicans
210,5,20,Birds,Specific,0.0,0,['Crows'],Pelicans
211,5,21,Birds,Specific,0.0,0,['Blackbirds'],Roosters
212,5,22,Birds,Specific,0.0,0,['Canaries'],Eagles
213,5,23,Birds,Specific,0.0,0,['Magpies'],Turkeys
214,5,24,Birds,Specific,0.0,0,['Pigeons'],Doves
215,5,25,Birds,Specific,0.0,0,['Ostriches'],Crows
216,5,26,Birds,Specific,0.0,0,['Eagles'],Falcons
217,5,27,Birds,Specific,0.0,0,"['Peacocks', 'Seagulls']",Turkeys
218,5,28,Birds,Specific,0.0,0,"['Eagles', 'Parrots']",Falcons
219,5,29,Birds,Specific,0.0,0,"['Robins', 'Canaries']",Eagles
220,5,30,Birds,Specific,0.0,0,"['Blackbirds', 'Crows']",Pelicans
221,5,31,Birds,Specific,0.0,0,"['Woodpeckers', 'Ostriches']",Sparrows
222,5,32,Birds,Specific,0.0,0,"['Hawks', 'Eagles']",Falcons
223,5,33,Birds,Specific,0.0,0,"['Magpies', 'Chickens']",Turkeys
224,5,34,Birds,Specific,0.0,0,"['Blackbirds', 'Storks']",Canaries
225,5,35,Birds,Specific,0.0,0,"['Blackbirds', 'Robins']",Roosters
226,5,36,Birds,Specific,0.0,0,"['Herons', 'Magpies']",Crows
227,5,37,Birds,Specific,0.0,0,"['Turkeys', 'Pelicans']",Parrots
228,6,0,Birds,Specific,0.0,0,['Woodpeckers'],Sparrows
229,6,1,Birds,Specific,0.0,0,['Ducks'],Pelicans
230,6,2,Birds,Specific,0.0,0,['Storks'],Canaries
231,6,3,Birds,Specific,0.0,0,['Roosters'],Parrots
232,6,4,Birds,Specific,0.0,0,['Robins'],Eagles
233,6,5,Birds,Specific,0.0,0,['Peacocks'],Turkeys
234,6,6,Birds,Specific,0.0,0,['Ostriches'],Crows
235,6,7,Birds,Specific,0.0,0,['Robins'],Roosters
236,6,8,Birds,Specific,0.0,0,['Crows'],Ravens
237,6,9,Birds,Specific,0.0,0,['Eagles'],Falcons
238,6,10,Birds,Specific,0.0,0,['Seagulls'],Turkeys
239,6,11,Birds,Specific,0.0,0,['Blackbirds'],Canaries
240,6,12,Birds,Specific,0.0,0,['Blackbirds'],Pelicans
241,6,13,Birds,Specific,0.0,0,['Canaries'],Eagles
242,6,14,Birds,Specific,0.0,0,['Turkeys'],Parrots
243,6,15,Birds,Specific,0.0,0,['Magpies'],Crows
244,6,16,Birds,Specific,0.0,0,['Hawks'],Falcons
245,6,17,Birds,Specific,0.0,0,['Parrots'],Falcons
246,6,18,Birds,Specific,0.0,0,['Magpies'],Turkeys
247,6,19,Birds,Specific,0.0,0,['Chickens'],Turkeys
248,6,20,Birds,Specific,0.0,0,['Crows'],Pelicans
249,6,21,Birds,Specific,0.0,0,['Blackbirds'],Roosters
250,6,22,Birds,Specific,0.0,0,['Herons'],Crows
251,6,23,Birds,Specific,0.0,0,['Pelicans'],Parrots
252,6,24,Birds,Specific,0.0,0,['Pigeons'],Doves
253,6,25,Birds,Specific,0.0,0,['Swans'],Woodpeckers
254,6,26,Birds,Specific,0.0,0,['Ostriches'],Sparrows
255,6,27,Birds,Specific,0.0,0,"['Peacocks', 'Seagulls']",Turkeys
256,6,28,Birds,Specific,0.0,0,"['Turkeys', 'Pelicans']",Parrots
257,6,29,Birds,Specific,0.0,0,"['Blackbirds', 'Crows']",Pelicans
258,6,30,Birds,Specific,0.0,0,"['Blackbirds', 'Storks']",Canaries
259,6,31,Birds,Specific,0.0,0,"['Eagles', 'Parrots']",Falcons
260,6,32,Birds,Specific,0.0,0,"['Hawks', 'Eagles']",Falcons
261,6,33,Birds,Specific,0.0,0,"['Robins', 'Canaries']",Eagles
262,6,34,Birds,Specific,0.0,0,"['Blackbirds', 'Robins']",Roosters
263,6,35,Birds,Specific,0.0,0,"['Magpies', 'Chickens']",Turkeys
264,6,36,Birds,Specific,0.0,0,"['Herons', 'Magpies']",Crows
265,6,37,Birds,Specific,0.0,0,"['Woodpeckers', 'Ostriches']",Sparrows
266,7,0,Birds,Specific,0.0,0,['Canaries'],Eagles
267,7,1,Birds,Specific,0.0,0,['Parrots'],Falcons
268,7,2,Birds,Specific,0.0,0,['Ostriches'],Crows
269,7,3,Birds,Specific,0.0,0,['Turkeys'],Parrots
270,7,4,Birds,Specific,0.0,0,['Magpies'],Turkeys
271,7,5,Birds,Specific,0.0,0,['Woodpeckers'],Sparrows
272,7,6,Birds,Specific,0.0,0,['Roosters'],Parrots
273,7,7,Birds,Specific,0.0,0,['Crows'],Pelicans
274,7,8,Birds,Specific,0.0,0,['Crows'],Ravens
275,7,9,Birds,Specific,0.0,0,['Blackbirds'],Pelicans
276,7,10,Birds,Specific,0.0,0,['Magpies'],Crows
277,7,11,Birds,Specific,0.0,0,['Ostriches'],Sparrows
278,7,12,Birds,Specific,0.0,0,['Seagulls'],Turkeys
279,7,13,Birds,Specific,0.0,0,['Blackbirds'],Canaries
280,7,14,Birds,Specific,0.0,0,['Peacocks'],Turkeys
281,7,15,Birds,Specific,0.0,0,['Blackbirds'],Roosters
282,7,16,Birds,Specific,0.0,0,['Hawks'],Falcons
283,7,17,Birds,Specific,0.0,0,['Storks'],Canaries
284,7,18,Birds,Specific,0.0,0,['Chickens'],Turkeys
285,7,19,Birds,Specific,0.0,0,['Herons'],Crows
286,7,20,Birds,Specific,0.0,0,['Ducks'],Pelicans
287,7,21,Birds,Specific,0.0,0,['Eagles'],Falcons
288,7,22,Birds,Specific,0.0,0,['Swans'],Woodpeckers
289,7,23,Birds,Specific,0.0,0,['Robins'],Eagles
290,7,24,Birds,Specific,0.0,0,['Pigeons'],Doves
291,7,25,Birds,Specific,0.0,0,['Robins'],Roosters
292,7,26,Birds,Specific,0.0,0,['Pelicans'],Parrots
293,7,27,Birds,Specific,0.0,0,"['Blackbirds', 'Crows']",Pelicans
294,7,28,Birds,Specific,0.0,0,"['Blackbirds', 'Storks']",Canaries
295,7,29,Birds,Specific,0.0,0,"['Magpies', 'Chickens']",Turkeys
296,7,30,Birds,Specific,0.0,0,"['Eagles', 'Parrots']",Falcons
297,7,31,Birds,Specific,0.0,0,"['Robins', 'Canaries']",Eagles
298,7,32,Birds,Specific,0.0,0,"['Hawks', 'Eagles']",Falcons
299,7,33,Birds,Specific,0.0,0,"['Peacocks', 'Seagulls']",Turkeys
300,7,34,Birds,Specific,0.0,0,"['Turkeys', 'Pelicans']",Parrots
301,7,35,Birds,Specific,0.0,0,"['Herons', 'Magpies']",Crows
302,7,36,Birds,Specific,0.0,0,"['Blackbirds', 'Robins']",Roosters
303,7,37,Birds,Specific,0.0,0,"['Woodpeckers', 'Ostriches']",Sparrows
304,8,0,Birds,Specific,0.0,0,['Ducks'],Pelicans
305,8,1,Birds,Specific,0.0,0,['Magpies'],Turkeys
306,8,2,Birds,Specific,0.0,0,['Herons'],Crows
307,8,3,Birds,Specific,0.0,0,['Blackbirds'],Canaries
308,8,4,Birds,Specific,0.0,0,['Blackbirds'],Pelicans
309,8,5,Birds,Specific,0.0,0,['Parrots'],Falcons
310,8,6,Birds,Specific,0.0,0,['Seagulls'],Turkeys
311,8,7,Birds,Specific,0.0,0,['Crows'],Pelicans
312,8,8,Birds,Specific,0.0,0,['Crows'],Ravens
313,8,9,Birds,Specific,0.0,0,['Blackbirds'],Roosters
314,8,10,Birds,Specific,0.0,0,['Magpies'],Crows
315,8,11,Birds,Specific,0.0,0,['Robins'],Eagles
316,8,12,Birds,Specific,0.0,0,['Robins'],Roosters
317,8,13,Birds,Specific,0.0,0,['Eagles'],Falcons
318,8,14,Birds,Specific,0.0,0,['Pelicans'],Parrots
319,8,15,Birds,Specific,0.0,0,['Storks'],Canaries
320,8,16,Birds,Specific,0.0,0,['Hawks'],Falcons
321,8,17,Birds,Specific,0.0,0,['Woodpeckers'],Sparrows
322,8,18,Birds,Specific,0.0,0,['Swans'],Woodpeckers
323,8,19,Birds,Specific,0.0,0,['Ostriches'],Crows
324,8,20,Birds,Specific,0.0,0,['Canaries'],Eagles
325,8,21,Birds,Specific,0.0,0,['Ostriches'],Sparrows
326,8,22,Birds,Specific,0.0,0,['Chickens'],Turkeys
327,8,23,Birds,Specific,0.0,0,['Roosters'],Parrots
328,8,24,Birds,Specific,0.0,0,['Pigeons'],Doves
329,8,25,Birds,Specific,0.0,0,['Turkeys'],Parrots
330,8,26,Birds,Specific,0.0,0,['Peacocks'],Turkeys
331,8,27,Birds,Specific,0.0,0,"['Blackbirds', 'Robins']",Roosters
332,8,28,Birds,Specific,0.0,0,"['Robins', 'Canaries']",Eagles
333,8,29,Birds,Specific,0.0,0,"['Woodpeckers', 'Ostriches']",Sparrows
334,8,30,Birds,Specific,0.0,0,"['Magpies', 'Chickens']",Turkeys
335,8,31,Birds,Specific,0.0,0,"['Blackbirds', 'Storks']",Canaries
336,8,32,Birds,Specific,0.0,0,"['Hawks', 'Eagles']",Falcons
337,8,33,Birds,Specific,0.0,0,"['Peacocks', 'Seagulls']",Turkeys
338,8,34,Birds,Specific,0.0,0,"['Turkeys', 'Pelicans']",Parrots
339,8,35,Birds,Specific,0.0,0,"['Blackbirds', 'Crows']",Pelicans
340,8,36,Birds,Specific,0.0,0,"['Herons', 'Magpies']",Crows
341,8,37,Birds,Specific,0.0,0,"['Eagles', 'Parrots']",Falcons
342,9,0,Birds,Specific,0.0,0,['Eagles'],Falcons
343,9,1,Birds,Specific,0.0,0,['Roosters'],Parrots
344,9,2,Birds,Specific,0.0,0,['Swans'],Woodpeckers
345,9,3,Birds,Specific,0.0,0,['Magpies'],Turkeys
346,9,4,Birds,Specific,0.0,0,['Blackbirds'],Pelicans
347,9,5,Birds,Specific,0.0,0,['Robins'],Eagles
348,9,6,Birds,Specific,0.0,0,['Seagulls'],Turkeys
349,9,7,Birds,Specific,0.0,0,['Canaries'],Eagles
350,9,8,Birds,Specific,0.0,0,['Crows'],Ravens
351,9,9,Birds,Specific,0.0,0,['Blackbirds'],Roosters
352,9,10,Birds,Specific,0.0,0,['Ducks'],Pelicans
353,9,11,Birds,Specific,0.0,0,['Parrots'],Falcons
354,9,12,Birds,Specific,0.0,0,['Herons'],Crows
355,9,13,Birds,Specific,0.0,0,['Robins'],Roosters
356,9,14,Birds,Specific,0.0,0,['Pelicans'],Parrots
357,9,15,Birds,Specific,0.0,0,['Magpies'],Crows
358,9,16,Birds,Specific,0.0,0,['Hawks'],Falcons
359,9,17,Birds,Specific,0.0,0,['Ostriches'],Crows
360,9,18,Birds,Specific,0.0,0,['Chickens'],Turkeys
361,9,19,Birds,Specific,0.0,0,['Blackbirds'],Canaries
362,9,20,Birds,Specific,0.0,0,['Turkeys'],Parrots
363,9,21,Birds,Specific,0.0,0,['Peacocks'],Turkeys
364,9,22,Birds,Specific,0.0,0,['Ostriches'],Sparrows
365,9,23,Birds,Specific,0.0,0,['Woodpeckers'],Sparrows
366,9,24,Birds,Specific,0.0,0,['Pigeons'],Doves
367,9,25,Birds,Specific,0.0,0,['Crows'],Pelicans
368,9,26,Birds,Specific,0.0,0,['Storks'],Canaries
369,9,27,Birds,Specific,0.0,0,"['Robins', 'Canaries']",Eagles
370,9,28,Birds,Specific,0.0,0,"['Blackbirds', 'Crows']",Pelicans
371,9,29,Birds,Specific,0.0,0,"['Magpies', 'Chickens']",Turkeys
372,9,30,Birds,Specific,0.0,0,"['Woodpeckers', 'Ostriches']",Sparrows
373,9,31,Birds,Specific,0.0,0,"['Herons', 'Magpies']",Crows
374,9,32,Birds,Specific,0.0,0,"['Hawks', 'Eagles']",Falcons
375,9,33,Birds,Specific,0.0,0,"['Eagles', 'Parrots']",Falcons
376,9,34,Birds,Specific,0.0,0,"['Blackbirds', 'Robins']",Roosters
377,9,35,Birds,Specific,0.0,0,"['Peacocks', 'Seagulls']",Turkeys
378,9,36,Birds,Specific,0.0,0,"['Turkeys', 'Pelicans']",Parrots
379,9,37,Birds,Specific,0.0,0,"['Blackbirds', 'Storks']",Canaries
380,10,0,Mammals,General,0.0,0,['Cows'],All mammals
381,10,1,Mammals,General,0.0,0,['Rhinos'],All mammals
382,10,2,Mammals,General,0.0,0,['Cats'],All mammals
383,10,3,Mammals,General,0.0,0,['Deer'],All mammals
384,10,4,Mammals,General,0.0,0,['Hippos'],All mammals
385,10,5,Mammals,General,0.0,0,['Beavers'],All mammals
386,10,6,Mammals,General,0.0,0,['Llamas'],All mammals
387,10,7,Mammals,General,0.0,0,['Wolves'],All mammals
388,10,8,Mammals,General,0.0,0,['All animals'],All mammals
389,10,9,Mammals,General,0.0,0,['Camels'],All mammals
390,10,10,Mammals,General,0.0,0,['Zebras'],All mammals
391,10,11,Mammals,General,0.0,0,['Mice'],All mammals
392,10,12,Mammals,General,0.0,0,['Foxes'],All mammals
393,10,13,Mammals,General,0.0,0,['Dogs'],All mammals
394,10,14,Mammals,General,0.0,0,['Elephants'],All mammals
395,10,15,Mammals,General,0.0,0,['Donkeys'],All mammals
396,10,16,Mammals,General,0.0,0,['All living things'],All mammals
397,10,17,Mammals,General,0.0,0,['Sheep'],All mammals
398,10,18,Mammals,General,0.0,0,['Hedgehogs'],All mammals
399,10,19,Mammals,General,0.0,0,['Tigers'],All mammals
400,10,20,Mammals,General,0.0,0,['Rabbits'],All mammals
401,10,21,Mammals,General,0.0,0,['Lions'],All mammals
402,10,22,Mammals,General,0.0,0,['Hamsters'],All mammals
403,10,23,Mammals,General,0.0,0,['Giraffes'],All mammals
404,10,24,Mammals,General,0.0,0,['All plants and animals'],All mammals
405,10,25,Mammals,General,0.0,0,['Horses'],All mammals
406,10,26,Mammals,General,0.0,0,['Squirrels'],All mammals
407,10,27,Mammals,General,0.0,0,"['Beavers', 'Rabbits']",All mammals
408,10,28,Mammals,General,0.0,0,"['Horses', 'Cats']",All mammals
409,10,29,Mammals,General,0.0,0,"['Rabbits', 'Llamas']",All mammals
410,10,30,Mammals,General,0.0,0,"['Camels', 'Cows']",All mammals
411,10,31,Mammals,General,0.0,0,"['Hippos', 'Hedgehogs']",All mammals
412,10,32,Mammals,General,0.0,0,"['All animals', 'All organisms']",All mammals
413,10,33,Mammals,General,0.0,0,"['Cows', 'Giraffes']",All mammals
414,10,34,Mammals,General,0.0,0,"['Hamsters', 'Squirrels']",All mammals
415,10,35,Mammals,General,0.0,0,"['Wolves', 'Llamas']",All mammals
416,10,36,Mammals,General,0.0,0,"['Deer', 'Squirrels']",All mammals
