,pid,tid,argument,domain,conclusion_type,is_single_premise,is_control,premises,conclusion,rating,light_cut,medium_cut,hard_cut
67,1,35,"(('Swans', 'Magpies'), 'All birds')",Birds,General,False,False,"('Swans', 'Magpies')",All birds,93,False,True,True
68,1,36,"(('Herons', 'Woodpeckers'), 'All birds')",Birds,General,False,False,"('Herons', 'Woodpeckers')",All birds,99,False,True,True
69,1,37,"(('Canaries', 'Blackbirds'), 'All birds')",Birds,General,False,False,"('Canaries', 'Blackbirds')",All birds,98,False,True,True
70,1,4,"(('Swallows',), 'All birds')",Birds,General,True,False,"('Swallows',)",All birds,100,False,True,True
71,1,5,"(('Eagles',), 'All birds')",Birds,General,True,False,"('Eagles',)",All birds,95,False,True,True
72,1,6,"(('Roosters',), 'All birds')",Birds,General,True,False,"('Roosters',)",All birds,100,False,True,True
73,1,7,"(('Parrots',), 'All birds')",Birds,General,True,False,"('Parrots',)",All birds,100,False,True,True
74,1,8,"(('All animals',), 'All birds')",Birds,General,True,True,"('All animals',)",All birds,100,False,True,True
75,1,9,"(('Canaries',), 'All birds')",Birds,General,True,False,"('Canaries',)",All birds,97,False,True,True
76,10,0,"(('Cows',), 'All mammals')",Mammals,General,True,False,"('Cows',)",All mammals,10,False,True,True
77,10,1,"(('Rhinos',), 'All mammals')",Mammals,General,True,False,"('Rhinos',)",All mammals,10,False,True,True
78,10,10,"(('Zebras',), 'All mammals')",Mammals,General,True,False,"('Zebras',)",All mammals,10,False,True,True
79,10,11,"(('Mice',), 'All mammals')",Mammals,General,True,False,"('Mice',)",All mammals,10,False,True,True
80,10,12,"(('Foxes',), 'All mammals')",Mammals,General,True,False,"('Foxes',)",All mammals,10,False,True,True
81,10,13,"(('Dogs',), 'All mammals')",Mammals,General,True,False,"('Dogs',)",All mammals,10,False,True,True
82,10,14,"(('Elephants',), 'All mammals')",Mammals,General,True,False,"('Elephants',)",All mammals,10,False,True,True
83,10,15,"(('Donkeys',), 'All mammals')",Mammals,General,True,False,"('Donkeys',)",All mammals,10,False,True,True
84,10,16,"(('All living things',), 'All mammals')",Mammals,General,True,True,"('All living things',)",All mammals,100,False,True,True
85,10,17,"(('Sheep',), 'All mammals')",Mammals,General,True,False,"('Sheep',)",All mammals,10,False,True,True
86,10,18,"(('Hedgehogs',), 'All mammals')",Mammals,General,True,False,"('Hedgehogs',)",All mammals,10,False,True,True
87,10,19,"(('Tigers',), 'All mammals')",Mammals,General,True,False,"('Tigers',)",All mammals,10,False,True,True
88,10,2,"(('Cats',), 'All mammals')",Mammals,General,True,False,"('Cats',)",All mammals,10,False,True,True
89,10,20,"(('Rabbits',), 'All mammals')",Mammals,General,True,False,"('Rabbits',)",All mammals,10,False,True,True
90,10,21,"(('Lions',), 'All mammals')",Mammals,General,True,False,"('Lions',)",All mammals,10,False,True,True
91,10,22,"(('Hamsters',), 'All mammals')",Mammals,General,True,False,"('Hamsters',)",All mammals,10,False,True,True
92,10,23,"(('Giraffes',), 'All mammals')",Mammals,General,True,False,"('Giraffes',)",All mammals,10,False,True,True
93,10,24,"(('All plants and animals',), 'All mammals')",Mammals,General,True,True,"('All plants and animals',)",All mammals,100,False,True,True
94,10,25,"(('Horses',), 'All mammals')",Mammals,General,True,False,"('Horses',)",All mammals,10,False,True,True
95,10,26,"(('Squirrels',), 'All mammals')",Mammals,General,True,False,"('Squirrels',)",All mammals,10,False,True,True
96,10,27,"(('Beavers', 'Rabbits'), 'All mammals')",Mammals,General,False,False,"('Beavers', 'Rabbits')",All mammals,20,False,True,True
97,10,28,"(('Horses', 'Cats'), 'All mammals')",Mammals,General,False,False,"('Horses', 'Cats')",All mammals,20,False,True,True
98,10,29,"(('Rabbits', 'Llamas'), 'All mammals')",Mammals,General,False,False,"('Rabbits', 'Llamas')",All mammals,20,False,True,True
99,10,3,"(('Deer',), 'All mammals')",Mammals,General,True,False,"('Deer',)",All mammals,10,False,True,True
100,10,30,"(('Camels', 'Cows'), 'All mammals')",Mammals,General,False,False,"('Camels', 'Cows')",All mammals,20,False,True,True
101,10,31,"(('Hippos', 'Hedgehogs'), 'All mammals')",Mammals,General,False,False,"('Hippos', 'Hedgehogs')",All mammals,20,False,True,True
102,10,32,"(('All animals', 'All organisms'), 'All mammals')",Mammals,General,False,True,"('All animals', 'All organisms')",All mammals,100,False,True,True
103,10,33,"(('Cows', 'Giraffes'), 'All mammals')",Mammals,General,False,False,"('Cows', 'Giraffes')",All mammals,20,False,True,True
104,10,34,"(('Hamsters', 'Squirrels'), 'All mammals')",Mammals,General,False,False,"('Hamsters', 'Squirrels')",All mammals,20,False,True,True
105,10,35,"(('Wolves', 'Llamas'), 'All mammals')",Mammals,General,False,False,"('Wolves', 'Llamas')",All mammals,20,False,True,True
106,10,36,"(('Deer', 'Squirrels'), 'All mammals')",Mammals,General,False,False,"('Deer', 'Squirrels')",All mammals,20,False,True,True
107,10,37,"(('Horses', 'Cows'), 'All mammals')",Mammals,General,False,False,"('Horses', 'Cows')",All mammals,20,False,True,True
108,10,4,"(('Hippos',), 'All mammals')",Mammals,General,True,False,"('Hippos',)",All mammals,10,False,True,True
109,10,5,"(('Beavers',), 'All mammals')",Mammals,General,True,False,"('Beavers',)",All mammals,10,False,True,True
110,10,6,"(('Llamas',), 'All mammals')",Mammals,General,True,False,"('Llamas',)",All mammals,10,False,True,True
111,10,7,"(('Wolves',), 'All mammals')",Mammals,General,True,False,"('Wolves',)",All mammals,10,False,True,True
112,10,8,"(('All animals',), 'All mammals')",Mammals,General,True,True,"('All animals',)",All mammals,5,False,True,True
113,10,9,"(('Camels',), 'All mammals')",Mammals,General,True,False,"('Camels',)",All mammals,10,False,True,True
114,100,0,"(('Rhinos',), 'All mammals')",Mammals,General,True,False,"('Rhinos',)",All mammals,100,True,True,True
115,100,1,"(('Horses',), 'All mammals')",Mammals,General,True,False,"('Horses',)",All mammals,100,True,True,True
116,100,10,"(('Lions',), 'All mammals')",Mammals,General,True,False,"('Lions',)",All mammals,100,True,True,True
117,100,11,"(('Rabbits',), 'All mammals')",Mammals,General,True,False,"('Rabbits',)",All mammals,100,True,True,True
118,100,12,"(('Foxes',), 'All mammals')",Mammals,General,True,False,"('Foxes',)",All mammals,100,True,True,True
119,100,13,"(('Dogs',), 'All mammals')",Mammals,General,True,False,"('Dogs',)",All mammals,100,True,True,True
120,100,14,"(('Deer',), 'All mammals')",Mammals,General,True,False,"('Deer',)",All mammals,100,True,True,True
121,100,15,"(('Donkeys',), 'All mammals')",Mammals,General,True,False,"('Donkeys',)",All mammals,100,True,True,True
122,100,16,"(('All living things',), 'All mammals')",Mammals,General,True,True,"('All living things',)",All mammals,50,True,True,True
123,100,17,"(('Sheep',), 'All mammals')",Mammals,General,True,False,"('Sheep',)",All mammals,100,True,True,True
124,100,18,"(('Elephants',), 'All mammals')",Mammals,General,True,False,"('Elephants',)",All mammals,100,True,True,True
125,100,19,"(('Giraffes',), 'All mammals')",Mammals,General,True,False,"('Giraffes',)",All mammals,100,True,True,True
126,100,2,"(('Beavers',), 'All mammals')",Mammals,General,True,False,"('Beavers',)",All mammals,100,True,True,True
127,100,20,"(('Camels',), 'All mammals')",Mammals,General,True,False,"('Camels',)",All mammals,100,True,True,True
128,100,21,"(('Hamsters',), 'All mammals')",Mammals,General,True,False,"('Hamsters',)",All mammals,100,True,True,True
129,100,22,"(('Wolves',), 'All mammals')",Mammals,General,True,False,"('Wolves',)",All mammals,100,True,True,True
130,100,23,"(('Hippos',), 'All mammals')",Mammals,General,True,False,"('Hippos',)",All mammals,100,True,True,True
131,100,24,"(('All plants and animals',), 'All mammals')",Mammals,General,True,True,"('All plants and animals',)",All mammals,1,True,True,True
132,100,25,"(('Hedgehogs',), 'All mammals')",Mammals,General,True,False,"('Hedgehogs',)",All mammals,100,True,True,True
133,100,26,"(('Squirrels',), 'All mammals')",Mammals,General,True,False,"('Squirrels',)",All mammals,100,True,True,True
134,100,27,"(('Hamsters', 'Hedgehogs'), 'All mammals')",Mammals,General,False,False,"('Hamsters', 'Hedgehogs')",All mammals,100,True,True,True
135,100,28,"(('Sheep', 'Beavers'), 'All mammals')",Mammals,General,False,False,"('Sheep', 'Beavers')",All mammals,99,True,True,True
136,100,29,"(('Dogs', 'Foxes'), 'All mammals')",Mammals,General,False,False,"('Dogs', 'Foxes')",All mammals,100,True,True,True
137,100,3,"(('Tigers',), 'All mammals')",Mammals,General,True,False,"('Tigers',)",All mammals,100,True,True,True
138,100,30,"(('Donkeys', 'Horses'), 'All mammals')",Mammals,General,False,False,"('Donkeys', 'Horses')",All mammals,100,True,True,True
139,100,31,"(('Camels', 'Giraffes'), 'All mammals')",Mammals,General,False,False,"('Camels', 'Giraffes')",All mammals,100,True,True,True
140,100,32,"(('All animals', 'All organisms'), 'All mammals')",Mammals,General,False,True,"('All animals', 'All organisms')",All mammals,1,True,True,True
141,100,33,"(('Zebras', 'Llamas'), 'All mammals')",Mammals,General,False,False,"('Zebras', 'Llamas')",All mammals,100,True,True,True
142,100,34,"(('Cats', 'Donkeys'), 'All mammals')",Mammals,General,False,False,"('Cats', 'Donkeys')",All mammals,100,True,True,True
143,100,35,"(('Squirrels', 'Zebras'), 'All mammals')",Mammals,General,False,False,"('Squirrels', 'Zebras')",All mammals,100,True,True,True
144,100,36,"(('Tigers', 'Hedgehogs'), 'All mammals')",Mammals,General,False,False,"('Tigers', 'Hedgehogs')",All mammals,100,True,True,True
145,100,37,"(('Foxes', 'Donkeys'), 'All mammals')",Mammals,General,False,False,"('Foxes', 'Donkeys')",All mammals,100,True,True,True
146,100,4,"(('Zebras',), 'All mammals')",Mammals,General,True,False,"('Zebras',)",All mammals,100,True,True,True
147,100,5,"(('Llamas',), 'All mammals')",Mammals,General,True,False,"('Llamas',)",All mammals,100,True,True,True
148,100,6,"(('Mice',), 'All mammals')",Mammals,General,True,False,"('Mice',)",All mammals,100,True,True,True
149,100,7,"(('Cows',), 'All mammals')",Mammals,General,True,False,"('Cows',)",All mammals,100,True,True,True
150,100,8,"(('All animals',), 'All mammals')",Mammals,General,True,True,"('All animals',)",All mammals,80,True,True,True
151,100,9,"(('Cats',), 'All mammals')",Mammals,General,True,False,"('Cats',)",All mammals,100,True,True,True
152,101,0,"(('Elephants',), 'All mammals')",Mammals,General,True,False,"('Elephants',)",All mammals,42,False,False,False
153,101,1,"(('Cows',), 'All mammals')",Mammals,General,True,False,"('Cows',)",All mammals,27,False,False,False
154,101,10,"(('Horses',), 'All mammals')",Mammals,General,True,False,"('Horses',)",All mammals,40,False,False,False
155,101,11,"(('Rhinos',), 'All mammals')",Mammals,General,True,False,"('Rhinos',)",All mammals,31,False,False,False
156,101,12,"(('Dogs',), 'All mammals')",Mammals,General,True,False,"('Dogs',)",All mammals,41,False,False,False
157,101,13,"(('Hippos',), 'All mammals')",Mammals,General,True,False,"('Hippos',)",All mammals,38,False,False,False
158,101,14,"(('Hedgehogs',), 'All mammals')",Mammals,General,True,False,"('Hedgehogs',)",All mammals,29,False,False,False
159,101,15,"(('Zebras',), 'All mammals')",Mammals,General,True,False,"('Zebras',)",All mammals,23,False,False,False
160,101,16,"(('All living things',), 'All mammals')",Mammals,General,True,True,"('All living things',)",All mammals,100,False,False,False
161,101,17,"(('Deer',), 'All mammals')",Mammals,General,True,False,"('Deer',)",All mammals,39,False,False,False
162,101,18,"(('Beavers',), 'All mammals')",Mammals,General,True,False,"('Beavers',)",All mammals,23,False,False,False
163,101,19,"(('Squirrels',), 'All mammals')",Mammals,General,True,False,"('Squirrels',)",All mammals,18,False,False,False
164,101,2,"(('Giraffes',), 'All mammals')",Mammals,General,True,False,"('Giraffes',)",All mammals,32,False,False,False
165,101,20,"(('Donkeys',), 'All mammals')",Mammals,General,True,False,"('Donkeys',)",All mammals,31,False,False,False
166,101,21,"(('Cats',), 'All mammals')",Mammals,General,True,False,"('Cats',)",All mammals,23,False,False,False
167,101,22,"(('Llamas',), 'All mammals')",Mammals,General,True,False,"('Llamas',)",All mammals,28,False,False,False
168,101,23,"(('Sheep',), 'All mammals')",Mammals,General,True,False,"('Sheep',)",All mammals,25,False,False,False
169,101,24,"(('All plants and animals',), 'All mammals')",Mammals,General,True,True,"('All plants and animals',)",All mammals,100,False,False,False
170,101,25,"(('Camels',), 'All mammals')",Mammals,General,True,False,"('Camels',)",All mammals,26,False,False,False
171,101,26,"(('Tigers',), 'All mammals')",Mammals,General,True,False,"('Tigers',)",All mammals,23,False,False,False
172,101,27,"(('Camels', 'Giraffes'), 'All mammals')",Mammals,General,False,False,"('Camels', 'Giraffes')",All mammals,55,False,False,False
173,101,28,"(('Sheep', 'Beavers'), 'All mammals')",Mammals,General,False,False,"('Sheep', 'Beavers')",All mammals,71,False,False,False
174,101,29,"(('Tigers', 'Hedgehogs'), 'All mammals')",Mammals,General,False,False,"('Tigers', 'Hedgehogs')",All mammals,63,False,False,False
175,101,3,"(('Hamsters',), 'All mammals')",Mammals,General,True,False,"('Hamsters',)",All mammals,40,False,False,False
176,101,30,"(('Donkeys', 'Horses'), 'All mammals')",Mammals,General,False,False,"('Donkeys', 'Horses')",All mammals,54,False,False,False
177,101,31,"(('Dogs', 'Foxes'), 'All mammals')",Mammals,General,False,False,"('Dogs', 'Foxes')",All mammals,60,False,False,False
178,101,32,"(('All animals', 'All organisms'), 'All mammals')",Mammals,General,False,True,"('All animals', 'All organisms')",All mammals,100,False,False,False
179,101,33,"(('Hamsters', 'Hedgehogs'), 'All mammals')",Mammals,General,False,False,"('Hamsters', 'Hedgehogs')",All mammals,53,False,False,False
180,101,34,"(('Zebras', 'Llamas'), 'All mammals')",Mammals,General,False,False,"('Zebras', 'Llamas')",All mammals,45,False,False,False
181,101,35,"(('Foxes', 'Donkeys'), 'All mammals')",Mammals,General,False,False,"('Foxes', 'Donkeys')",All mammals,69,False,False,False
182,101,36,"(('Cats', 'Donkeys'), 'All mammals')",Mammals,General,False,False,"('Cats', 'Donkeys')",All mammals,71,False,False,False
183,101,37,"(('Squirrels', 'Zebras'), 'All mammals')",Mammals,General,False,False,"('Squirrels', 'Zebras')",All mammals,79,False,False,False
184,101,4,"(('Lions',), 'All mammals')",Mammals,General,True,False,"('Lions',)",All mammals,28,False,False,False
185,101,5,"(('Rabbits',), 'All mammals')",Mammals,General,True,False,"('Rabbits',)",All mammals,36,False,False,False
186,101,6,"(('Mice',), 'All mammals')",Mammals,General,True,False,"('Mice',)",All mammals,33,False,False,False
187,101,7,"(('Wolves',), 'All mammals')",Mammals,General,True,False,"('Wolves',)",All mammals,40,False,False,False
188,101,8,"(('All animals',), 'All mammals')",Mammals,General,True,True,"('All animals',)",All mammals,100,False,False,False
189,101,9,"(('Foxes',), 'All mammals')",Mammals,General,True,False,"('Foxes',)",All mammals,40,False,False,False
190,102,0,"(('Cats',), 'All mammals')",Mammals,General,True,False,"('Cats',)",All mammals,30,False,False,False
191,102,1,"(('Donkeys',), 'All mammals')",Mammals,General,True,False,"('Donkeys',)",All mammals,30,False,False,False
192,102,10,"(('Squirrels',), 'All mammals')",Mammals,General,True,False,"('Squirrels',)",All mammals,75,False,False,False
193,102,11,"(('Horses',), 'All mammals')",Mammals,General,True,False,"('Horses',)",All mammals,89,False,False,False
194,102,12,"(('Lions',), 'All mammals')",Mammals,General,True,False,"('Lions',)",All mammals,81,False,False,False
195,102,13,"(('Beavers',), 'All mammals')",Mammals,General,True,False,"('Beavers',)",All mammals,86,False,False,False
196,102,14,"(('Zebras',), 'All mammals')",Mammals,General,True,False,"('Zebras',)",All mammals,85,False,False,False
197,102,15,"(('Sheep',), 'All mammals')",Mammals,General,True,False,"('Sheep',)",All mammals,77,False,False,False
198,102,16,"(('All living things',), 'All mammals')",Mammals,General,True,True,"('All living things',)",All mammals,61,False,False,False
199,102,17,"(('Rhinos',), 'All mammals')",Mammals,General,True,False,"('Rhinos',)",All mammals,79,False,False,False
200,102,18,"(('Mice',), 'All mammals')",Mammals,General,True,False,"('Mice',)",All mammals,74,False,False,False
201,102,19,"(('Rabbits',), 'All mammals')",Mammals,General,True,False,"('Rabbits',)",All mammals,86,False,False,False
202,102,2,"(('Hamsters',), 'All mammals')",Mammals,General,True,False,"('Hamsters',)",All mammals,28,False,False,False
203,102,20,"(('Cows',), 'All mammals')",Mammals,General,True,False,"('Cows',)",All mammals,85,False,False,False
204,102,21,"(('Giraffes',), 'All mammals')",Mammals,General,True,False,"('Giraffes',)",All mammals,89,False,False,False
205,102,22,"(('Wolves',), 'All mammals')",Mammals,General,True,False,"('Wolves',)",All mammals,87,False,False,False
206,102,23,"(('Elephants',), 'All mammals')",Mammals,General,True,False,"('Elephants',)",All mammals,97,False,False,False
207,102,24,"(('All plants and animals',), 'All mammals')",Mammals,General,True,True,"('All plants and animals',)",All mammals,50,False,False,False
208,102,25,"(('Hedgehogs',), 'All mammals')",Mammals,General,True,False,"('Hedgehogs',)",All mammals,79,False,False,False
209,102,26,"(('Foxes',), 'All mammals')",Mammals,General,True,False,"('Foxes',)",All mammals,86,False,False,False
210,102,27,"(('Cats', 'Donkeys'), 'All mammals')",Mammals,General,False,False,"('Cats', 'Donkeys')",All mammals,80,False,False,False
211,102,28,"(('Sheep', 'Beavers'), 'All mammals')",Mammals,General,False,False,"('Sheep', 'Beavers')",All mammals,82,False,False,False
212,102,29,"(('Camels', 'Giraffes'), 'All mammals')",Mammals,General,False,False,"('Camels', 'Giraffes')",All mammals,87,False,False,False
213,102,3,"(('Hippos',), 'All mammals')",Mammals,General,True,False,"('Hippos',)",All mammals,37,False,False,False
214,102,30,"(('Foxes', 'Donkeys'), 'All mammals')",Mammals,General,False,False,"('Foxes', 'Donkeys')",All mammals,89,False,False,False
215,102,31,"(('Squirrels', 'Zebras'), 'All mammals')",Mammals,General,False,False,"('Squirrels', 'Zebras')",All mammals,89,False,False,False
216,102,32,"(('All animals', 'All organisms'), 'All mammals')",Mammals,General,False,True,"('All animals', 'All organisms')",All mammals,100,False,False,False
217,102,33,"(('Dogs', 'Foxes'), 'All mammals')",Mammals,General,False,False,"('Dogs', 'Foxes')",All mammals,83,False,False,False
218,102,34,"(('Donkeys', 'Horses'), 'All mammals')",Mammals,General,False,False,"('Donkeys', 'Horses')",All mammals,84,False,False,False
219,102,35,"(('Tigers', 'Hedgehogs'), 'All mammals')",Mammals,General,False,False,"('Tigers', 'Hedgehogs')",All mammals,91,False,False,False
220,102,36,"(('Zebras', 'Llamas'), 'All mammals')",Mammals,General,False,False,"('Zebras', 'Llamas')",All mammals,84,False,False,False
221,102,37,"(('Hamsters', 'Hedgehogs'), 'All mammals')",Mammals,General,False,False,"('Hamsters', 'Hedgehogs')",All mammals,88,False,False,False
222,102,4,"(('Tigers',), 'All mammals')",Mammals,General,True,False,"('Tigers',)",All mammals,50,False,False,False
223,102,5,"(('Llamas',), 'All mammals')",Mammals,General,True,False,"('Llamas',)",All mammals,59,False,False,False
224,102,6,"(('Deer',), 'All mammals')",Mammals,General,True,False,"('Deer',)",All mammals,68,False,False,False
225,102,7,"(('Camels',), 'All mammals')",Mammals,General,True,False,"('Camels',)",All mammals,76,False,False,False
226,102,8,"(('All animals',), 'All mammals')",Mammals,General,True,True,"('All animals',)",All mammals,100,False,False,False
227,102,9,"(('Dogs',), 'All mammals')",Mammals,General,True,False,"('Dogs',)",All mammals,70,False,False,False
228,103,0,"(('Sheep',), 'All mammals')",Mammals,General,True,False,"('Sheep',)",All mammals,80,True,True,True
229,103,1,"(('Elephants',), 'All mammals')",Mammals,General,True,False,"('Elephants',)",All mammals,79,True,True,True
230,103,10,"(('Camels',), 'All mammals')",Mammals,General,True,False,"('Camels',)",All mammals,78,True,True,True
231,103,11,"(('Dogs',), 'All mammals')",Mammals,General,True,False,"('Dogs',)",All mammals,77,True,True,True
232,103,12,"(('Beavers',), 'All mammals')",Mammals,General,True,False,"('Beavers',)",All mammals,79,True,True,True
233,103,13,"(('Horses',), 'All mammals')",Mammals,General,True,False,"('Horses',)",All mammals,79,True,True,True
