,argument,domain,conclusion_type,is_single_premise,premises,conclusion,gpt3_rating,gpt3_text1_rating,gpt3.5_text2_rating,gpt3.5_text3_rating,gpt3.5_chat_rating,gpt4_rating,gpt3_maxsim,gpt4_maxsim,human_maxsim,gpt3_meansim,gpt4_meansim,human_meansim,gpt3_scm,gpt4_scm,human_scm
21,"(('Beavers', 'Zebras'), 'Horses')",Mammals,Specific,False,"['Beavers', 'Zebras']",Horses,0.0,10.67106019278847,74.3855814673504,91.3858259793725,80.0,70.0,17.59737834905347,15.0,15.052631578947368,14.069035230707767,10.0,10.763157894736842,14.365567438804124,11.5625,12.763157894736842
22,"(('Beavers',), 'All mammals')",Mammals,General,True,['Beavers'],All mammals,0.0,8.978330308258423,55.532852820318006,58.46623535098384,95.0,35.0,,,,,,,9.406611651040627,6.041666666666667,7.7785087719298245
23,"(('Beavers',), 'Dogs')",Mammals,Specific,True,['Beavers'],Dogs,0.0,38.59517416329464,31.575995803849604,89.68245420719862,50.0,65.0,12.474763225550852,8.0,7.2631578947368425,12.474763225550852,8.0,7.2631578947368425,10.94068743829574,7.020833333333334,7.520833333333334
24,"(('Beavers',), 'Donkeys')",Mammals,Specific,True,['Beavers'],Donkeys,0.0,42.83872476469345,8.340097795584025,71.68142221374615,10.0,55.0,8.68334564208839,5.0,6.526315789473684,8.68334564208839,5.0,6.526315789473684,9.044978646564509,5.520833333333334,7.152412280701754
25,"(('Beavers',), 'Elephants')",Mammals,Specific,True,['Beavers'],Elephants,0.0,33.50887920235763,15.667512837340398,75.9104629679297,10.0,50.0,8.804543413409364,4.5,5.421052631578948,8.804543413409364,4.5,5.421052631578948,9.105577532224995,5.270833333333334,6.599780701754386
26,"(('Beavers',), 'Giraffes')",Mammals,Specific,True,['Beavers'],Giraffes,0.0,63.88656655945031,0.558250774362379,73.38723246498385,10.0,50.0,5.444385273267343,3.5,5.631578947368421,5.444385273267343,3.5,5.631578947368421,7.4254984621539855,4.770833333333334,6.705043859649123
27,"(('Beavers',), 'Hamsters')",Mammals,Specific,True,['Beavers'],Hamsters,0.0,26.20597925962641,31.000072194451107,75.48050077167271,50.0,70.0,9.467946553762278,7.5,9.894736842105264,9.467946553762278,7.5,9.894736842105264,9.437279102401453,6.770833333333334,8.836622807017545
28,"(('Beavers',), 'Horses')",Mammals,Specific,True,['Beavers'],Horses,0.0,42.062762309083965,42.158870561187534,89.05209875528125,10.0,50.0,10.540692112362063,5.0,6.473684210526316,10.540692112362063,5.0,6.473684210526316,9.973651881701345,5.520833333333334,7.12609649122807
29,"(('Beavers',), 'Tigers')",Mammals,Specific,True,['Beavers'],Tigers,0.0,2.5150383573370707,3.88937319641082,72.05542512483888,10.0,50.0,8.128525804340866,4.5,6.684210526315789,8.128525804340866,4.5,6.684210526315789,8.767568727690747,5.270833333333334,7.2313596491228065
30,"(('Bicycles', 'Airplanes'), 'Skateboards')",Vehicles,Specific,False,"['Bicycles', 'Airplanes']",Skateboards,0.0,17.618190606560475,72.04568119631526,83.29420222816645,80.0,60.0,12.326788973586146,11.0,8.733333333333333,6.756601198210674,6.75,6.833333333333333,10.745506761329706,10.270833333333332,9.219444444444445
31,"(('Bicycles', 'Carts'), 'Carriages')",Vehicles,Specific,False,"['Bicycles', 'Carts']",Carriages,0.0,83.89262725299751,73.92558218951952,84.02722608611258,100.0,85.0,10.776065434368665,15.0,15.0,9.893943708579663,13.0,11.9,9.9507874939431,12.71875,12.270833333333332
32,"(('Bicycles', 'Mopeds'), 'All vehicles')",Vehicles,General,False,"['Bicycles', 'Mopeds']",All vehicles,0.0,79.44359981220684,22.984419908059422,43.48616786119122,50.0,55.0,,,,,,,8.292051052665576,7.958333333333333,8.408333333333333
33,"(('Bicycles', 'Mopeds'), 'Rockets')",Vehicles,Specific,False,"['Bicycles', 'Mopeds']",Rockets,0.0,1.5918450330684433,13.953317305821813,13.670961956197251,50.0,40.0,2.7919604373537767,3.5,4.6,2.4151054189787926,3.0,4.566666666666666,5.542005745009677,5.729166666666666,6.504166666666666
34,"(('Bicycles', 'Motorbikes'), 'All vehicles')",Vehicles,General,False,"['Bicycles', 'Motorbikes']",All vehicles,0.0,78.05927212506171,39.56596552664328,51.5902157411108,90.0,55.0,,,,,,,9.303788753581918,8.395833333333334,8.480555555555556
35,"(('Bicycles', 'Sleds'), 'All vehicles')",Vehicles,General,False,"['Bicycles', 'Sleds']",All vehicles,0.0,71.73079252395159,23.52593433736869,51.21802398270568,50.0,55.0,,,,,,,8.063497337505732,8.3125,8.527777777777779
36,"(('Bicycles', 'Submarines'), 'All vehicles')",Vehicles,General,False,"['Bicycles', 'Submarines']",All vehicles,0.0,53.95017669979462,53.61232071824484,51.92707703122996,20.0,40.0,,,,,,,8.208111316466317,8.229166666666666,9.072222222222223
37,"(('Bicycles', 'Tractors'), 'All vehicles')",Vehicles,General,False,"['Bicycles', 'Tractors']",All vehicles,0.0,85.71128476830118,62.91363391035345,69.6575800864873,50.0,55.0,,,,,,,8.4182715029699,8.25,9.15
38,"(('Bicycles', 'Trains'), 'All vehicles')",Vehicles,General,False,"['Bicycles', 'Trains']",All vehicles,0.0,87.32736408836371,75.51471321968117,73.05547975948718,50.0,55.0,,,,,,,9.322229880564393,9.354166666666666,9.858333333333334
39,"(('Bicycles', 'Trains'), 'Trams')",Vehicles,Specific,False,"['Bicycles', 'Trains']",Trams,0.0,22.13594072973545,82.92417846847161,87.55529253712722,100.0,85.0,15.046437610066324,15.0,16.533333333333335,11.952590334927997,11.25,11.533333333333335,12.184333745315358,12.177083333333332,13.195833333333335
40,"(('Bicycles', 'Trams'), 'All vehicles')",Vehicles,General,False,"['Bicycles', 'Trams']",All vehicles,0.0,75.41724307405141,64.40354662695289,61.13288756530494,50.0,55.0,,,,,,,9.308088883458685,9.125,9.477777777777778
41,"(('Bicycles',), 'All vehicles')",Vehicles,General,True,['Bicycles'],All vehicles,0.0,34.486965049774696,14.338620923952442,42.767382971819686,50.0,35.0,,,,,,,7.527240973184358,6.875,7.433333333333333
42,"(('Bicycles',), 'Boats')",Vehicles,Specific,True,['Bicycles'],Boats,0.0,4.315360175539407,0.8662327617900349,53.981484203642125,0.0,40.0,7.09607199027419,4.5,5.533333333333333,7.09607199027419,4.5,5.533333333333333,7.311656481729274,5.6875,6.4833333333333325
43,"(('Bicycles',), 'Buses')",Vehicles,Specific,True,['Bicycles'],Buses,0.0,17.183392541759716,40.82297670118879,90.70918183987176,50.0,40.0,8.332610042402562,7.0,7.0,8.332610042402562,7.0,7.0,7.92992550779346,6.9375,7.216666666666667
44,"(('Bicycles',), 'Carriages')",Vehicles,Specific,True,['Bicycles'],Carriages,0.0,39.36800213674179,34.800680774986695,78.79798665448602,50.0,65.0,9.01182198279066,11.0,8.8,9.01182198279066,11.0,8.8,8.26953147798751,8.9375,8.116666666666667
45,"(('Bicycles',), 'Rockets')",Vehicles,Specific,True,['Bicycles'],Rockets,0.0,4.322422591120634,0.1854571547565312,7.885521553286255,10.0,20.0,2.7919604373537767,2.5,4.533333333333333,2.7919604373537767,2.5,4.533333333333333,5.159600705269067,4.6875,5.9833333333333325
46,"(('Bicycles',), 'Skateboards')",Vehicles,Specific,True,['Bicycles'],Skateboards,0.0,30.84262811181098,58.7690894354076,86.78386790072436,80.0,65.0,12.326788973586146,11.0,8.733333333333333,12.326788973586146,11.0,8.733333333333333,9.927014973385251,8.9375,8.083333333333332
47,"(('Bicycles',), 'Submarines')",Vehicles,Specific,True,['Bicycles'],Submarines,0.0,2.8334540826784096,0.2429151490043213,9.443132843495176,0.0,25.0,1.9293321636631644,2.5,4.533333333333333,1.9293321636631644,2.5,4.533333333333333,4.728286568423761,4.6875,5.9833333333333325
48,"(('Bicycles',), 'Trams')",Vehicles,Specific,True,['Bicycles'],Trams,0.0,19.770070569483345,43.42119988039656,89.67730951630548,0.0,40.0,8.858743059789669,7.5,6.533333333333333,8.858743059789669,7.5,6.533333333333333,8.192992016487013,7.1875,6.9833333333333325
49,"(('Blackbirds', 'Crows'), 'Pelicans')",Birds,Specific,False,"['Blackbirds', 'Crows']",Pelicans,0.0,35.416505344811306,34.66093865931652,82.97847277600634,80.0,70.0,9.160884766614124,7.5,7.9411764705882355,9.035025579933048,7.0,7.352941176470589,10.522061614879345,9.21875,9.435049019607844
50,"(('Blackbirds', 'Doves'), 'All birds')",Birds,General,False,"['Blackbirds', 'Doves']",All birds,0.0,93.27992177817896,91.86648973142889,91.36725785771512,50.0,65.0,,,,,,,11.81728626396061,11.479166666666666,10.845588235294116
51,"(('Blackbirds', 'Ducks'), 'Seagulls')",Birds,Specific,False,"['Blackbirds', 'Ducks']",Seagulls,0.0,35.52095189652826,63.10121154826007,87.35880404808964,80.0,85.0,12.716128583441545,12.0,9.588235294117647,10.770286088050367,10.5,9.088235294117647,12.46168317216446,11.677083333333332,10.448529411764707
52,"(('Blackbirds', 'Eagles'), 'Falcons')",Birds,Specific,False,"['Blackbirds', 'Eagles']",Falcons,0.0,53.28746496064876,89.48458996979431,91.01517614259676,90.0,85.0,16.818909422129497,15.0,15.294117647058824,13.575056700183483,11.5,11.970588235294118,14.662711148387059,13.145833333333332,13.272058823529413
53,"(('Blackbirds', 'Parrots'), 'Ostriches')",Birds,Specific,False,"['Blackbirds', 'Parrots']",Ostriches,0.0,33.6768040700426,35.15226432255332,87.57085731280846,50.0,85.0,9.012639780348115,6.5,7.0588235294117645,8.813130701388006,6.0,6.294117647058823,10.316246664108611,8.572916666666668,8.875
54,"(('Blackbirds', 'Robins'), 'Roosters')",Birds,Specific,False,"['Blackbirds', 'Robins']",Roosters,0.0,33.800051098344866,67.23030621049911,85.65745305432415,100.0,85.0,12.150559129429368,10.0,7.764705882352941,11.625409914887982,10.0,7.735294117647059,12.19464358753861,10.541666666666668,8.887254901960784
55,"(('Blackbirds', 'Storks'), 'Canaries')",Birds,Specific,False,"['Blackbirds', 'Storks']",Canaries,0.0,44.55547425734758,68.7096091646582,84.86642420107225,80.0,85.0,10.862098166789647,13.0,11.058823529411764,10.06922277445155,9.75,8.558823529411764,11.516249706225747,12.020833333333332,11.284313725490197
56,"(('Blackbirds',), 'All birds')",Birds,General,True,['Blackbirds'],All birds,0.0,88.31500460937137,98.46168281016816,89.26871628062385,60.0,60.0,,,,,,,10.774383682529814,9.5,9.519607843137255
57,"(('Blackbirds',), 'Canaries')",Birds,Specific,True,['Blackbirds'],Canaries,0.0,93.7771351430601,80.37449815359928,89.50770673132335,80.0,75.0,10.862098166789647,13.0,11.058823529411764,10.862098166789647,13.0,11.058823529411764,10.81824092465973,11.25,10.28921568627451
58,"(('Blackbirds',), 'Doves')",Birds,Specific,True,['Blackbirds'],Doves,0.0,88.65022209035043,32.898621174656704,88.12580799883426,50.0,65.0,12.625451530683046,13.0,12.058823529411764,12.625451530683046,13.0,12.058823529411764,11.69991760660643,11.25,10.78921568627451
59,"(('Blackbirds',), 'Falcons')",Birds,Specific,True,['Blackbirds'],Falcons,0.0,92.16030047346196,45.38005175568615,89.073083171399,70.0,70.0,10.331203978237468,8.0,8.647058823529411,10.331203978237468,8.0,8.647058823529411,10.552793830383642,8.75,9.083333333333332
60,"(('Blackbirds',), 'Magpies')",Birds,Specific,True,['Blackbirds'],Magpies,0.0,88.54576424393036,74.70050490173708,88.95435583977802,80.0,75.0,13.25155037837754,14.0,14.058823529411764,13.25155037837754,14.0,14.058823529411764,12.012967030453677,11.75,11.78921568627451
61,"(('Blackbirds',), 'Ostriches')",Birds,Specific,True,['Blackbirds'],Ostriches,0.0,93.406683698134,54.658908024094266,84.07737196989395,50.0,50.0,8.613621622427898,5.5,5.529411764705882,8.613621622427898,5.5,5.529411764705882,9.694002652478856,7.5,7.5245098039215685
62,"(('Blackbirds',), 'Pelicans')",Birds,Specific,True,['Blackbirds'],Pelicans,0.0,76.04885881352578,50.009291194951736,84.03436726091206,50.0,55.0,8.90916639325197,6.5,6.764705882352941,8.90916639325197,6.5,6.764705882352941,9.841775037890892,8.0,8.142156862745098
63,"(('Blackbirds',), 'Roosters')",Birds,Specific,True,['Blackbirds'],Roosters,0.0,86.12102140575476,86.27933121882567,86.50854831687802,80.0,70.0,11.100260700346595,10.0,7.764705882352941,11.100260700346595,10.0,7.764705882352941,10.937322191438206,9.75,8.642156862745098
64,"(('Blackbirds',), 'Seagulls')",Birds,Specific,True,['Blackbirds'],Seagulls,0.0,79.72327949772642,28.34832802930171,84.7902846058054,70.0,70.0,8.82444359265919,9.0,9.588235294117647,8.82444359265919,9.0,9.588235294117647,9.799413637594501,9.25,9.553921568627452
65,"(('Blackbirds',), 'Sparrows')",Birds,Specific,True,['Blackbirds'],Sparrows,0.0,96.40940249555402,71.34475487863244,89.40460406961992,80.0,80.0,15.132238903985533,14.0,14.0,15.132238903985533,14.0,14.0,12.953311293257673,11.75,11.759803921568627
66,"(('Blackbirds',), 'Swallows')",Birds,Specific,True,['Blackbirds'],Swallows,0.0,90.35919931195636,45.02756189056731,85.5966692149661,80.0,70.0,14.073072765521715,12.0,11.764705882352942,14.073072765521715,12.0,11.764705882352942,12.423728224025766,10.75,10.642156862745098
67,"(('Boats', 'Bicycles'), 'Buses')",Vehicles,Specific,False,"['Boats', 'Bicycles']",Buses,0.0,6.146158774012107,68.09371522842427,81.09850641466716,0.0,80.0,8.502209770703853,8.0,8.266666666666667,8.417409906553207,7.5,7.633333333333334,8.861895737658742,8.53125,8.816666666666666
68,"(('Boats', 'Hovercraft'), 'All vehicles')",Vehicles,General,False,"['Boats', 'Hovercraft']",All vehicles,0.0,76.99620150607689,51.70140381799881,43.74305249093023,90.0,55.0,,,,,,,9.167010457502306,9.104166666666666,8.1
69,"(('Boats', 'Jeeps'), 'Cars')",Vehicles,Specific,False,"['Boats', 'Jeeps']",Cars,0.0,72.31742392474195,90.54364336690418,99.47350370980811,100.0,90.0,13.25587907800404,17.0,17.2,10.98254113906981,13.0,11.899999999999999,11.271553662050518,13.3125,13.666666666666666
70,"(('Boats', 'Skateboards'), 'Mopeds')",Vehicles,Specific,False,"['Boats', 'Skateboards']",Mopeds,0.0,6.546403173864387,69.63520676711975,81.25735310024254,75.0,60.0,6.10246846359749,8.0,6.4,5.849060974395954,6.25,5.833333333333334,7.235117372628947,8.041666666666668,7.579166666666667
71,"(('Boats', 'Submarines'), 'Vans')",Vehicles,Specific,False,"['Boats', 'Submarines']",Vans,0.0,3.662065476599379,48.67027799562623,27.2729328289982,0.0,40.0,8.257798158253568,6.0,6.466666666666667,6.226804770466282,5.25,6.0,8.290765104337495,6.947916666666666,7.215277777777778
72,"(('Boats', 'Trams'), 'All vehicles')",Vehicles,General,False,"['Boats', 'Trams']",All vehicles,0.0,77.33665660101424,68.93775976272273,70.14903712799934,50.0,55.0,,,,,,,9.128768109898589,9.291666666666666,9.525
73,"(('Boats', 'Trams'), 'Buses')",Vehicles,Specific,False,"['Boats', 'Trams']",Buses,0.0,36.24876189159705,74.11107812264572,80.87586295276695,50.0,85.0,13.346760571717903,15.0,14.0,10.924485171210879,11.5,11.133333333333333,11.237764340808246,12.145833333333332,11.7625
74,"(('Boats',), 'All vehicles')",Vehicles,General,True,['Boats'],All vehicles,0.0,41.36318951055246,29.80212347042707,41.45476343749121,50.0,35.0,,,,,,,7.833516856887172,7.229166666666667,7.5555555555555545
75,"(('Boats',), 'Buses')",Vehicles,Specific,True,['Boats'],Buses,0.0,19.50669545529168,38.11729129245562,73.23607583312005,0.0,40.0,8.502209770703853,8.0,8.266666666666667,8.502209770703853,8.0,8.266666666666667,8.167863313795513,7.614583333333334,7.911111111111111
76,"(('Boats',), 'Caravans')",Vehicles,Specific,True,['Boats'],Caravans,0.0,34.21593154287312,11.204719846162304,76.19937500347797,0.0,60.0,9.138437824419395,8.0,8.0,9.138437824419395,8.0,8.0,8.485977340653283,7.614583333333334,7.777777777777777
77,"(('Boats',), 'Cars')",Vehicles,Specific,True,['Boats'],Cars,0.0,27.309100420199048,46.51582648857456,89.78944903456558,0.0,60.0,8.70920320013558,9.0,6.6,8.70920320013558,9.0,6.6,8.271360028511376,8.114583333333334,7.0777777777777775
78,"(('Boats',), 'Carts')",Vehicles,Specific,True,['Boats'],Carts,0.0,16.79346537342382,13.915748101523322,49.975692183943664,50.0,40.0,7.628313365744136,9.0,6.333333333333333,7.628313365744136,9.0,6.333333333333333,7.730915111315654,8.114583333333334,6.944444444444444
79,"(('Boats',), 'Hovercraft')",Vehicles,Specific,True,['Boats'],Hovercraft,0.0,95.79663680600216,85.52596072884882,89.3067943395477,90.0,70.0,11.200486854401868,15.0,14.533333333333333,11.200486854401868,15.0,14.533333333333333,9.51700185564452,11.114583333333334,11.044444444444444
80,"(('Boats',), 'Mopeds')",Vehicles,Specific,True,['Boats'],Mopeds,0.0,17.182982107793954,1.940216965829053,23.1167319928522,10.0,40.0,5.595653485194418,4.5,5.266666666666667,5.595653485194418,4.5,5.266666666666667,6.714585171040795,5.864583333333334,6.4111111111111105
81,"(('Boats',), 'Skateboards')",Vehicles,Specific,True,['Boats'],Skateboards,0.0,5.389495127451854,1.1444270405563488,20.17758051389168,20.0,35.0,4.987995039811906,3.5,4.933333333333334,4.987995039811906,3.5,4.933333333333334,6.410755948349539,5.364583333333334,6.244444444444444
82,"(('Boats',), 'Tractors')",Vehicles,Specific,True,['Boats'],Tractors,0.0,15.52932762620864,1.363544345971712,60.08430464111893,10.0,40.0,7.081137692658894,4.5,5.6,7.081137692658894,4.5,5.6,7.457327274773033,5.864583333333334,6.5777777777777775
83,"(('Boats',), 'Trams')",Vehicles,Specific,True,['Boats'],Trams,0.0,12.607356226944429,30.63339947132617,73.35215882746053,0.0,40.0,8.146539177007135,6.5,5.466666666666667,8.146539177007135,6.5,5.466666666666667,7.990028016947154,6.864583333333334,6.511111111111111
84,"(('Boats',), 'Vans')",Vehicles,Specific,True,['Boats'],Vans,0.0,57.0492883821391,26.935377057865825,72.69837270530931,10.0,40.0,8.257798158253568,6.0,6.466666666666667,8.257798158253568,6.0,6.466666666666667,8.04565750757037,6.614583333333334,7.011111111111111
85,"(('Buses', 'Cars'), 'Zeppelins')",Vehicles,Specific,False,"['Buses', 'Cars']",Zeppelins,0.0,0.8425428736380782,40.89062948785662,55.98636867563448,80.0,60.0,7.5206183949841865,5.0,7.4,6.920144086051456,4.75,6.6,8.571859049827832,8.520833333333332,9.166666666666666
86,"(('Buses', 'Mopeds'), 'Cars')",Vehicles,Specific,False,"['Buses', 'Mopeds']",Cars,0.0,53.53002522645456,85.9220175348661,97.2511116517136,100.0,85.0,10.140572318473517,15.0,12.066666666666666,9.828797783622866,14.25,10.8,9.76915401286961,12.614583333333332,11.4
87,"(('Buses', 'Rockets'), 'Airplanes')",Vehicles,Specific,False,"['Buses', 'Rockets']",Airplanes,0.0,39.87197586894911,91.4350604222914,96.58232858670598,80.0,80.0,13.497724512971867,13.0,12.0,10.656187994967707,11.5,10.633333333333333,11.280595482153814,11.364583333333332,11.144444444444446
88,"(('Buses', 'Sleds'), 'All vehicles')",Vehicles,General,False,"['Buses', 'Sleds']",All vehicles,0.0,71.19588313470139,49.60034017210615,61.433972581916265,90.0,55.0,,,,,,,8.90103775196537,10.125,10.56111111111111
89,"(('Buses', 'Trucks'), 'Zeppelins')",Vehicles,Specific,False,"['Buses', 'Trucks']",Zeppelins,0.0,0.8895430621191837,32.214448033876295,34.26224790402273,80.0,40.0,7.5206183949841865,4.5,7.4,6.441974501044164,4.25,6.9,8.661139005805355,7.625,8.804166666666667
90,"(('Buses',), 'Airplanes')",Vehicles,Specific,True,['Buses'],Airplanes,0.0,26.508710221957426,61.4472459667975,94.09313102358806,50.0,60.0,7.814651476963547,10.0,9.266666666666667,7.814651476963547,10.0,9.266666666666667,8.14010435452797,9.520833333333332,9.348611111111111
91,"(('Buses',), 'All vehicles')",Vehicles,General,True,['Buses'],All vehicles,0.0,56.45181111366513,47.86538724704046,74.67420090323319,50.0,35.0,,,,,,,8.465557232092392,9.041666666666666,9.430555555555555
92,"(('Buses',), 'Boats')",Vehicles,Specific,True,['Buses'],Boats,0.0,6.449250000756137,20.566179726675205,82.16402393580839,10.0,40.0,8.502209770703853,8.0,8.266666666666667,8.502209770703853,8.0,8.266666666666667,8.483883501398122,8.520833333333332,8.848611111111111
93,"(('Buses',), 'Carriages')",Vehicles,Specific,True,['Buses'],Carriages,0.0,43.8703059426368,33.76655892575244,78.65944648276273,80.0,60.0,9.368475720675377,13.5,9.133333333333333,9.368475720675377,13.5,9.133333333333333,8.917016476383886,11.270833333333332,9.281944444444445
94,"(('Buses',), 'Cars')",Vehicles,Specific,True,['Buses'],Cars,0.0,60.83053466686846,84.08503899574328,95.83592026507704,90.0,80.0,10.140572318473517,15.0,12.066666666666666,10.140572318473517,15.0,12.066666666666666,9.303064775282955,12.020833333333332,10.74861111111111
95,"(('Buses',), 'Trains')",Vehicles,Specific,True,['Buses'],Trains,0.0,56.15573306435259,51.278784344658256,90.29425590374676,80.0,65.0,12.400999585069751,14.5,12.866666666666667,12.400999585069751,14.5,12.866666666666667,10.43327840858107,11.770833333333332,11.148611111111112
96,"(('Buses',), 'Vans')",Vehicles,Specific,True,['Buses'],Vans,0.0,90.85880023441403,48.19603989387981,87.80395957809668,90.0,70.0,14.127953323899956,15.0,12.6,14.127953323899956,15.0,12.6,11.296755277996173,12.020833333333332,11.015277777777778
