"uid","tid","trialId","premises0","conclusion0","conclusionType","rating"
"3CYaFRwVe2JZ1Zjywcw1","tid_experiment2_osherson_participant27","tc9","Chimps:Squirrels","Horses","specific",51
"3CYaFRwVe2JZ1Zjywcw1","tid_experiment2_osherson_participant27","training_3_0","Pineapples","Raspberries","specific",51
"3CYaFRwVe2JZ1Zjywcw1","tid_experiment2_osherson_participant27","training_3_1","Blackberries","Raspberries","specific",80
"3CYaFRwVe2JZ1Zjywcw1","tid_experiment2_osherson_participant27","training_4_0","Lemons:Limes","Cherries","specific",6
"3CYaFRwVe2JZ1Zjywcw1","tid_experiment2_osherson_participant27","training_4_1","Bananas:Watermelons","Cherries","specific",100
"7H3reMtDDq7RlioKMhqe","tid_experiment2_osherson_participant23","tc0","Seals:Rhinos","Horses","specific",85
"7H3reMtDDq7RlioKMhqe","tid_experiment2_osherson_participant23","tc10","Seals:Elephants","Horses","specific",85
"7H3reMtDDq7RlioKMhqe","tid_experiment2_osherson_participant23","tc11","Gorillas","Horses","specific",73
"7H3reMtDDq7RlioKMhqe","tid_experiment2_osherson_participant23","tc12","Cows","Horses","specific",93
"7H3reMtDDq7RlioKMhqe","tid_experiment2_osherson_participant23","tc13","Seals","Horses","specific",73
"7H3reMtDDq7RlioKMhqe","tid_experiment2_osherson_participant23","tc14","Chimps","Horses","specific",73
"7H3reMtDDq7RlioKMhqe","tid_experiment2_osherson_participant23","tc15","Rhinos","Horses","specific",77
"7H3reMtDDq7RlioKMhqe","tid_experiment2_osherson_participant23","tc16","Dogs","Canines","specific",100
"7H3reMtDDq7RlioKMhqe","tid_experiment2_osherson_participant23","tc17","Squirrels","Horses","specific",72
"7H3reMtDDq7RlioKMhqe","tid_experiment2_osherson_participant23","tc18","Dolphins","Horses","specific",73
"7H3reMtDDq7RlioKMhqe","tid_experiment2_osherson_participant23","tc19","Mice","Horses","specific",75
"7H3reMtDDq7RlioKMhqe","tid_experiment2_osherson_participant23","tc1","Squirrels:Dolphins","Horses","specific",85
"7H3reMtDDq7RlioKMhqe","tid_experiment2_osherson_participant23","tc20","Elephants","Horses","specific",78
"7H3reMtDDq7RlioKMhqe","tid_experiment2_osherson_participant23","tc2","Chimps:Mice","Horses","specific",85
"7H3reMtDDq7RlioKMhqe","tid_experiment2_osherson_participant23","tc3","Gorillas:Seals","Horses","specific",85
"7H3reMtDDq7RlioKMhqe","tid_experiment2_osherson_participant23","tc4","Cows:Gorillas","Horses","specific",93
"7H3reMtDDq7RlioKMhqe","tid_experiment2_osherson_participant23","tc5","Mice:Seals","Horses","specific",85
"7H3reMtDDq7RlioKMhqe","tid_experiment2_osherson_participant23","tc6","Mice:Rhinos","Horses","specific",85
"7H3reMtDDq7RlioKMhqe","tid_experiment2_osherson_participant23","tc7","Cows:Seals","Horses","specific",93
"7H3reMtDDq7RlioKMhqe","tid_experiment2_osherson_participant23","tc8","Canines:Puppies","Dogs","specific",100
"7H3reMtDDq7RlioKMhqe","tid_experiment2_osherson_participant23","tc9","Chimps:Elephants","Horses","specific",85
"7H3reMtDDq7RlioKMhqe","tid_experiment2_osherson_participant23","training_3_0","Pineapples","Raspberries","specific",65
"7H3reMtDDq7RlioKMhqe","tid_experiment2_osherson_participant23","training_3_1","Blackberries","Raspberries","specific",90
"7H3reMtDDq7RlioKMhqe","tid_experiment2_osherson_participant23","training_4_0","Lemons:Limes","Cherries","specific",61
"7H3reMtDDq7RlioKMhqe","tid_experiment2_osherson_participant23","training_4_1","Bananas:Watermelons","Cherries","specific",75
"8bj3GbU2HXx4NIlb7yk3","tid_experiment2_osherson_participant25","tc0","Dolphins:Elephants","Horses","specific",81
"8bj3GbU2HXx4NIlb7yk3","tid_experiment2_osherson_participant25","tc10","Chimps:Squirrels","Horses","specific",91
"8bj3GbU2HXx4NIlb7yk3","tid_experiment2_osherson_participant25","tc11","Rhinos","Horses","specific",70
"8bj3GbU2HXx4NIlb7yk3","tid_experiment2_osherson_participant25","tc12","Cows","Horses","specific",80
"8bj3GbU2HXx4NIlb7yk3","tid_experiment2_osherson_participant25","tc13","Chimps","Horses","specific",70
"8bj3GbU2HXx4NIlb7yk3","tid_experiment2_osherson_participant25","tc14","Mice","Horses","specific",70
"8bj3GbU2HXx4NIlb7yk3","tid_experiment2_osherson_participant25","tc15","Seals","Horses","specific",61
"8bj3GbU2HXx4NIlb7yk3","tid_experiment2_osherson_participant25","tc16","Dogs","Canines","specific",89
"8bj3GbU2HXx4NIlb7yk3","tid_experiment2_osherson_participant25","tc17","Elephants","Horses","specific",70
"8bj3GbU2HXx4NIlb7yk3","tid_experiment2_osherson_participant25","tc18","Gorillas","Horses","specific",70
"8bj3GbU2HXx4NIlb7yk3","tid_experiment2_osherson_participant25","tc19","Squirrels","Horses","specific",70
"8bj3GbU2HXx4NIlb7yk3","tid_experiment2_osherson_participant25","tc1","Elephants:Rhinos","Horses","specific",80
"8bj3GbU2HXx4NIlb7yk3","tid_experiment2_osherson_participant25","tc20","Dolphins","Horses","specific",70
"8bj3GbU2HXx4NIlb7yk3","tid_experiment2_osherson_participant25","tc2","Chimps:Rhinos","Horses","specific",89
"8bj3GbU2HXx4NIlb7yk3","tid_experiment2_osherson_participant25","tc3","Cows:Rhinos","Horses","specific",90
"8bj3GbU2HXx4NIlb7yk3","tid_experiment2_osherson_participant25","tc4","Gorillas:Squirrels","Horses","specific",89
"8bj3GbU2HXx4NIlb7yk3","tid_experiment2_osherson_participant25","tc5","Mice:Squirrels","Horses","specific",87
"8bj3GbU2HXx4NIlb7yk3","tid_experiment2_osherson_participant25","tc6","Squirrels:Seals","Horses","specific",88
"8bj3GbU2HXx4NIlb7yk3","tid_experiment2_osherson_participant25","tc7","Cows:Dolphins","Horses","specific",89
"8bj3GbU2HXx4NIlb7yk3","tid_experiment2_osherson_participant25","tc8","Canines:Puppies","Dogs","specific",100
"8bj3GbU2HXx4NIlb7yk3","tid_experiment2_osherson_participant25","tc9","Squirrels:Rhinos","Horses","specific",87
"8bj3GbU2HXx4NIlb7yk3","tid_experiment2_osherson_participant25","training_3_0","Pineapples","Raspberries","specific",70
"8bj3GbU2HXx4NIlb7yk3","tid_experiment2_osherson_participant25","training_3_1","Blackberries","Raspberries","specific",90
"8bj3GbU2HXx4NIlb7yk3","tid_experiment2_osherson_participant25","training_4_0","Lemons:Limes","Cherries","specific",6
"8bj3GbU2HXx4NIlb7yk3","tid_experiment2_osherson_participant25","training_4_1","Bananas:Watermelons","Cherries","specific",86
"ASL1DTfNC6kL0TNfw0TH","tid_experiment2_osherson_participant16","tc0","Seals","Horses","specific",53
"ASL1DTfNC6kL0TNfw0TH","tid_experiment2_osherson_participant16","tc10","Squirrels:Rhinos","Horses","specific",26
"ASL1DTfNC6kL0TNfw0TH","tid_experiment2_osherson_participant16","tc11","Cows:Squirrels","Horses","specific",63
"ASL1DTfNC6kL0TNfw0TH","tid_experiment2_osherson_participant16","tc12","Cows:Mice","Horses","specific",55
"ASL1DTfNC6kL0TNfw0TH","tid_experiment2_osherson_participant16","tc13","Chimps:Squirrels","Horses","specific",22
"ASL1DTfNC6kL0TNfw0TH","tid_experiment2_osherson_participant16","tc14","Mice:Dolphins","Horses","specific",14
"ASL1DTfNC6kL0TNfw0TH","tid_experiment2_osherson_participant16","tc15","Gorillas:Mice","Horses","specific",33
"ASL1DTfNC6kL0TNfw0TH","tid_experiment2_osherson_participant16","tc16","Canines:Puppies","Dogs","specific",56
"ASL1DTfNC6kL0TNfw0TH","tid_experiment2_osherson_participant16","tc17","Dolphins:Seals","Horses","specific",33
"ASL1DTfNC6kL0TNfw0TH","tid_experiment2_osherson_participant16","tc18","Cows:Chimps","Horses","specific",58
"ASL1DTfNC6kL0TNfw0TH","tid_experiment2_osherson_participant16","tc19","Dolphins:Rhinos","Horses","specific",40
"ASL1DTfNC6kL0TNfw0TH","tid_experiment2_osherson_participant16","tc1","Squirrels","Horses","specific",72
"ASL1DTfNC6kL0TNfw0TH","tid_experiment2_osherson_participant16","tc20","Elephants:Rhinos","Horses","specific",54
"ASL1DTfNC6kL0TNfw0TH","tid_experiment2_osherson_participant16","tc2","Mice","Horses","specific",36
"ASL1DTfNC6kL0TNfw0TH","tid_experiment2_osherson_participant16","tc3","Rhinos","Horses","specific",67
"ASL1DTfNC6kL0TNfw0TH","tid_experiment2_osherson_participant16","tc4","Gorillas","Horses","specific",33
"ASL1DTfNC6kL0TNfw0TH","tid_experiment2_osherson_participant16","tc5","Dolphins","Horses","specific",74
"ASL1DTfNC6kL0TNfw0TH","tid_experiment2_osherson_participant16","tc6","Chimps","Horses","specific",68
"ASL1DTfNC6kL0TNfw0TH","tid_experiment2_osherson_participant16","tc7","Elephants","Horses","specific",64
"ASL1DTfNC6kL0TNfw0TH","tid_experiment2_osherson_participant16","tc8","Dogs","Canines","specific",69
"ASL1DTfNC6kL0TNfw0TH","tid_experiment2_osherson_participant16","tc9","Cows","Horses","specific",70
"ASL1DTfNC6kL0TNfw0TH","tid_experiment2_osherson_participant16","training_3_0","Pineapples","Raspberries","specific",18
"ASL1DTfNC6kL0TNfw0TH","tid_experiment2_osherson_participant16","training_3_1","Blackberries","Raspberries","specific",63
"ASL1DTfNC6kL0TNfw0TH","tid_experiment2_osherson_participant16","training_4_0","Lemons:Limes","Cherries","specific",88
"ASL1DTfNC6kL0TNfw0TH","tid_experiment2_osherson_participant16","training_4_1","Bananas:Watermelons","Cherries","specific",78
"C1cNqAsOS23WkdVCeDfw","tid_experiment2_osherson_participant30","tc0","Mice:Elephants","Horses","specific",61
"C1cNqAsOS23WkdVCeDfw","tid_experiment2_osherson_participant30","tc10","Squirrels:Elephants","Horses","specific",69
"C1cNqAsOS23WkdVCeDfw","tid_experiment2_osherson_participant30","tc11","Gorillas","Horses","specific",40
"C1cNqAsOS23WkdVCeDfw","tid_experiment2_osherson_participant30","tc12","Cows","Horses","specific",54
"C1cNqAsOS23WkdVCeDfw","tid_experiment2_osherson_participant30","tc13","Rhinos","Horses","specific",52
"C1cNqAsOS23WkdVCeDfw","tid_experiment2_osherson_participant30","tc14","Dolphins","Horses","specific",44
"C1cNqAsOS23WkdVCeDfw","tid_experiment2_osherson_participant30","tc15","Squirrels","Horses","specific",51
"C1cNqAsOS23WkdVCeDfw","tid_experiment2_osherson_participant30","tc16","Dogs","Canines","specific",100
"C1cNqAsOS23WkdVCeDfw","tid_experiment2_osherson_participant30","tc17","Seals","Horses","specific",48
"C1cNqAsOS23WkdVCeDfw","tid_experiment2_osherson_participant30","tc18","Mice","Horses","specific",39
"C1cNqAsOS23WkdVCeDfw","tid_experiment2_osherson_participant30","tc19","Chimps","Horses","specific",48
"C1cNqAsOS23WkdVCeDfw","tid_experiment2_osherson_participant30","tc1","Gorillas:Rhinos","Horses","specific",67
"C1cNqAsOS23WkdVCeDfw","tid_experiment2_osherson_participant30","tc20","Elephants","Horses","specific",54
"C1cNqAsOS23WkdVCeDfw","tid_experiment2_osherson_participant30","tc2","Chimps:Seals","Horses","specific",63
"C1cNqAsOS23WkdVCeDfw","tid_experiment2_osherson_participant30","tc3","Chimps:Gorillas","Horses","specific",71
"C1cNqAsOS23WkdVCeDfw","tid_experiment2_osherson_participant30","tc4","Gorillas:Elephants","Horses","specific",72
"C1cNqAsOS23WkdVCeDfw","tid_experiment2_osherson_participant30","tc5","Gorillas:Dolphins","Horses","specific",59
"C1cNqAsOS23WkdVCeDfw","tid_experiment2_osherson_participant30","tc6","Chimps:Dolphins","Horses","specific",57
"C1cNqAsOS23WkdVCeDfw","tid_experiment2_osherson_participant30","tc7","Cows:Elephants","Horses","specific",74
"C1cNqAsOS23WkdVCeDfw","tid_experiment2_osherson_participant30","tc8","Canines:Puppies","Dogs","specific",90
"C1cNqAsOS23WkdVCeDfw","tid_experiment2_osherson_participant30","tc9","Cows:Mice","Horses","specific",58
"C1cNqAsOS23WkdVCeDfw","tid_experiment2_osherson_participant30","training_3_0","Pineapples","Raspberries","specific",51
"C1cNqAsOS23WkdVCeDfw","tid_experiment2_osherson_participant30","training_3_1","Blackberries","Raspberries","specific",63
"C1cNqAsOS23WkdVCeDfw","tid_experiment2_osherson_participant30","training_4_0","Lemons:Limes","Cherries","specific",60
"C1cNqAsOS23WkdVCeDfw","tid_experiment2_osherson_participant30","training_4_1","Bananas:Watermelons","Cherries","specific",62
"CpASwRX5f3JISapKRqgu","tid_experiment2_osherson_participant13","tc0","Elephants","Horses","specific",60
"CpASwRX5f3JISapKRqgu","tid_experiment2_osherson_participant13","tc10","Chimps:Seals","Horses","specific",72
"CpASwRX5f3JISapKRqgu","tid_experiment2_osherson_participant13","tc11","Cows:Mice","Horses","specific",67
"CpASwRX5f3JISapKRqgu","tid_experiment2_osherson_participant13","tc12","Chimps:Dolphins","Horses","specific",76
"CpASwRX5f3JISapKRqgu","tid_experiment2_osherson_participant13","tc13","Cows:Elephants","Horses","specific",85
"CpASwRX5f3JISapKRqgu","tid_experiment2_osherson_participant13","tc14","Gorillas:Rhinos","Horses","specific",56
"CpASwRX5f3JISapKRqgu","tid_experiment2_osherson_participant13","tc15","Gorillas:Dolphins","Horses","specific",57
"CpASwRX5f3JISapKRqgu","tid_experiment2_osherson_participant13","tc16","Canines:Puppies","Dogs","specific",95
"CpASwRX5f3JISapKRqgu","tid_experiment2_osherson_participant13","tc17","Squirrels:Elephants","Horses","specific",54
"CpASwRX5f3JISapKRqgu","tid_experiment2_osherson_participant13","tc18","Chimps:Gorillas","Horses","specific",33
"CpASwRX5f3JISapKRqgu","tid_experiment2_osherson_participant13","tc19","Mice:Elephants","Horses","specific",65
"CpASwRX5f3JISapKRqgu","tid_experiment2_osherson_participant13","tc1","Rhinos","Horses","specific",50
"CpASwRX5f3JISapKRqgu","tid_experiment2_osherson_participant13","tc20","Gorillas:Elephants","Horses","specific",69
"CpASwRX5f3JISapKRqgu","tid_experiment2_osherson_participant13","tc2","Seals","Horses","specific",42
"CpASwRX5f3JISapKRqgu","tid_experiment2_osherson_participant13","tc3","Squirrels","Horses","specific",40
"CpASwRX5f3JISapKRqgu","tid_experiment2_osherson_participant13","tc4","Cows","Horses","specific",57
"CpASwRX5f3JISapKRqgu","tid_experiment2_osherson_participant13","tc5","Gorillas","Horses","specific",54
"CpASwRX5f3JISapKRqgu","tid_experiment2_osherson_participant13","tc6","Mice","Horses","specific",37
"CpASwRX5f3JISapKRqgu","tid_experiment2_osherson_participant13","tc7","Dolphins","Horses","specific",40
"CpASwRX5f3JISapKRqgu","tid_experiment2_osherson_participant13","tc8","Dogs","Canines","specific",90
"CpASwRX5f3JISapKRqgu","tid_experiment2_osherson_participant13","tc9","Chimps","Horses","specific",36
"CpASwRX5f3JISapKRqgu","tid_experiment2_osherson_participant13","training_3_0","Pineapples","Raspberries","specific",70
"CpASwRX5f3JISapKRqgu","tid_experiment2_osherson_participant13","training_3_1","Blackberries","Raspberries","specific",85
"CpASwRX5f3JISapKRqgu","tid_experiment2_osherson_participant13","training_4_0","Lemons:Limes","Cherries","specific",40
"CpASwRX5f3JISapKRqgu","tid_experiment2_osherson_participant13","training_4_1","Bananas:Watermelons","Cherries","specific",76
"DQUHeNAPBmII2LdUR6UG","tid_experiment2_osherson_participant5","tc0","Squirrels","Horses","specific",52
"DQUHeNAPBmII2LdUR6UG","tid_experiment2_osherson_participant5","tc10","Chimps:Squirrels","Horses","specific",70
"DQUHeNAPBmII2LdUR6UG","tid_experiment2_osherson_participant5","tc11","Elephants:Rhinos","Horses","specific",86
"DQUHeNAPBmII2LdUR6UG","tid_experiment2_osherson_participant5","tc12","Gorillas:Squirrels","Horses","specific",74
"DQUHeNAPBmII2LdUR6UG","tid_experiment2_osherson_participant5","tc13","Cows:Dolphins","Horses","specific",79
"DQUHeNAPBmII2LdUR6UG","tid_experiment2_osherson_participant5","tc14","Squirrels:Rhinos","Horses","specific",88
"DQUHeNAPBmII2LdUR6UG","tid_experiment2_osherson_participant5","tc15","Chimps:Rhinos","Horses","specific",73
"DQUHeNAPBmII2LdUR6UG","tid_experiment2_osherson_participant5","tc16","Canines:Puppies","Dogs","specific",100
"DQUHeNAPBmII2LdUR6UG","tid_experiment2_osherson_participant5","tc17","Cows:Rhinos","Horses","specific",91
"DQUHeNAPBmII2LdUR6UG","tid_experiment2_osherson_participant5","tc18","Dolphins:Elephants","Horses","specific",81
"DQUHeNAPBmII2LdUR6UG","tid_experiment2_osherson_participant5","tc19","Mice:Squirrels","Horses","specific",69
"DQUHeNAPBmII2LdUR6UG","tid_experiment2_osherson_participant5","tc1","Seals","Horses","specific",45
"DQUHeNAPBmII2LdUR6UG","tid_experiment2_osherson_participant5","tc20","Squirrels:Seals","Horses","specific",77
"DQUHeNAPBmII2LdUR6UG","tid_experiment2_osherson_participant5","tc2","Dolphins","Horses","specific",33
"DQUHeNAPBmII2LdUR6UG","tid_experiment2_osherson_participant5","tc3","Gorillas","Horses","specific",48
"DQUHeNAPBmII2LdUR6UG","tid_experiment2_osherson_participant5","tc4","Mice","Horses","specific",40
"DQUHeNAPBmII2LdUR6UG","tid_experiment2_osherson_participant5","tc5","Cows","Horses","specific",55
"DQUHeNAPBmII2LdUR6UG","tid_experiment2_osherson_participant5","tc6","Chimps","Horses","specific",34
"DQUHeNAPBmII2LdUR6UG","tid_experiment2_osherson_participant5","tc7","Elephants","Horses","specific",58
"DQUHeNAPBmII2LdUR6UG","tid_experiment2_osherson_participant5","tc8","Dogs","Canines","specific",100
"DQUHeNAPBmII2LdUR6UG","tid_experiment2_osherson_participant5","tc9","Rhinos","Horses","specific",69
"DQUHeNAPBmII2LdUR6UG","tid_experiment2_osherson_participant5","training_3_0","Pineapples","Raspberries","specific",80
"DQUHeNAPBmII2LdUR6UG","tid_experiment2_osherson_participant5","training_3_1","Blackberries","Raspberries","specific",98
"DQUHeNAPBmII2LdUR6UG","tid_experiment2_osherson_participant5","training_4_0","Lemons:Limes","Cherries","specific",40
"DQUHeNAPBmII2LdUR6UG","tid_experiment2_osherson_participant5","training_4_1","Bananas:Watermelons","Cherries","specific",59
"E6K3jPweJpMjVXFXhtej","tid_experiment2_osherson_participant22","tc0","Mice:Rhinos","Horses","specific",4
"E6K3jPweJpMjVXFXhtej","tid_experiment2_osherson_participant22","tc10","Cows:Seals","Horses","specific",44
"E6K3jPweJpMjVXFXhtej","tid_experiment2_osherson_participant22","tc11","Rhinos","Horses","specific",17
"E6K3jPweJpMjVXFXhtej","tid_experiment2_osherson_participant22","tc12","Seals","Horses","specific",17
"E6K3jPweJpMjVXFXhtej","tid_experiment2_osherson_participant22","tc13","Dolphins","Horses","specific",41
"E6K3jPweJpMjVXFXhtej","tid_experiment2_osherson_participant22","tc14","Chimps","Horses","specific",19
"E6K3jPweJpMjVXFXhtej","tid_experiment2_osherson_participant22","tc15","Gorillas","Horses","specific",23
"E6K3jPweJpMjVXFXhtej","tid_experiment2_osherson_participant22","tc16","Dogs","Canines","specific",100
"E6K3jPweJpMjVXFXhtej","tid_experiment2_osherson_participant22","tc17","Squirrels","Horses","specific",39
"E6K3jPweJpMjVXFXhtej","tid_experiment2_osherson_participant22","tc18","Cows","Horses","specific",60
"E6K3jPweJpMjVXFXhtej","tid_experiment2_osherson_participant22","tc19","Mice","Horses","specific",6
"E6K3jPweJpMjVXFXhtej","tid_experiment2_osherson_participant22","tc1","Chimps:Elephants","Horses","specific",11
"E6K3jPweJpMjVXFXhtej","tid_experiment2_osherson_participant22","tc20","Elephants","Horses","specific",59
"E6K3jPweJpMjVXFXhtej","tid_experiment2_osherson_participant22","tc2","Seals:Rhinos","Horses","specific",19
"E6K3jPweJpMjVXFXhtej","tid_experiment2_osherson_participant22","tc3","Mice:Seals","Horses","specific",59
"E6K3jPweJpMjVXFXhtej","tid_experiment2_osherson_participant22","tc4","Squirrels:Dolphins","Horses","specific",61
"E6K3jPweJpMjVXFXhtej","tid_experiment2_osherson_participant22","tc5","Seals:Elephants","Horses","specific",29
"E6K3jPweJpMjVXFXhtej","tid_experiment2_osherson_participant22","tc6","Cows:Gorillas","Horses","specific",80
"E6K3jPweJpMjVXFXhtej","tid_experiment2_osherson_participant22","tc7","Chimps:Mice","Horses","specific",63
"E6K3jPweJpMjVXFXhtej","tid_experiment2_osherson_participant22","tc8","Canines:Puppies","Dogs","specific",100
"E6K3jPweJpMjVXFXhtej","tid_experiment2_osherson_participant22","tc9","Gorillas:Seals","Horses","specific",37
"E6K3jPweJpMjVXFXhtej","tid_experiment2_osherson_participant22","training_3_0","Pineapples","Raspberries","specific",62
"E6K3jPweJpMjVXFXhtej","tid_experiment2_osherson_participant22","training_3_1","Blackberries","Raspberries","specific",100
"E6K3jPweJpMjVXFXhtej","tid_experiment2_osherson_participant22","training_4_0","Lemons:Limes","Cherries","specific",80
"E6K3jPweJpMjVXFXhtej","tid_experiment2_osherson_participant22","training_4_1","Bananas:Watermelons","Cherries","specific",60
"ErRU2QmGdwYRBbCaeqYC","tid_experiment2_osherson_participant31","tc0","Chimps:Seals","Horses","specific",39
"ErRU2QmGdwYRBbCaeqYC","tid_experiment2_osherson_participant31","tc10","Gorillas:Rhinos","Horses","specific",36
"ErRU2QmGdwYRBbCaeqYC","tid_experiment2_osherson_participant31","tc11","Gorillas","Horses","specific",64
"ErRU2QmGdwYRBbCaeqYC","tid_experiment2_osherson_participant31","tc12","Cows","Horses","specific",59
"ErRU2QmGdwYRBbCaeqYC","tid_experiment2_osherson_participant31","tc13","Mice","Horses","specific",19
"ErRU2QmGdwYRBbCaeqYC","tid_experiment2_osherson_participant31","tc14","Chimps","Horses","specific",41
"ErRU2QmGdwYRBbCaeqYC","tid_experiment2_osherson_participant31","tc15","Squirrels","Horses","specific",40
"ErRU2QmGdwYRBbCaeqYC","tid_experiment2_osherson_participant31","tc16","Dogs","Canines","specific",100
"ErRU2QmGdwYRBbCaeqYC","tid_experiment2_osherson_participant31","tc17","Dolphins","Horses","specific",2
"ErRU2QmGdwYRBbCaeqYC","tid_experiment2_osherson_participant31","tc18","Elephants","Horses","specific",29
"ErRU2QmGdwYRBbCaeqYC","tid_experiment2_osherson_participant31","tc19","Rhinos","Horses","specific",31
"ErRU2QmGdwYRBbCaeqYC","tid_experiment2_osherson_participant31","tc1","Squirrels:Elephants","Horses","specific",20
"ErRU2QmGdwYRBbCaeqYC","tid_experiment2_osherson_participant31","tc20","Seals","Horses","specific",0
"ErRU2QmGdwYRBbCaeqYC","tid_experiment2_osherson_participant31","tc2","Cows:Mice","Horses","specific",61
"ErRU2QmGdwYRBbCaeqYC","tid_experiment2_osherson_participant31","tc3","Gorillas:Elephants","Horses","specific",53
