,domain,argtype,premises,conclusion,scm
59,Mammals,Specific,"('Cows', 'Wolves')",Giraffes,9.134868421052632
60,Mammals,Specific,"('Cows', 'Zebras')",Hamsters,7.981359649122807
61,Mammals,Specific,"('Deer', 'Cats')",Hedgehogs,8.975877192982455
62,Mammals,Specific,"('Donkeys', 'Deer')",Wolves,9.103070175438596
63,Mammals,Specific,"('Deer', 'Elephants')",Rabbits,8.521929824561404
64,Mammals,Specific,"('Dogs', 'Zebras')",Camels,9.873903508771932
65,Mammals,Specific,"('Rhinos', 'Cows')",Beavers,8.151315789473685
66,Mammals,Specific,"('Deer', 'Donkeys')",Elephants,8.866228070175438
67,Mammals,Specific,"('Horses', 'Cats')",Squirrels,9.973684210526315
68,Mammals,Specific,"('Camels', 'Hamsters')",Hippos,10.092105263157894
69,Mammals,Specific,"('Beavers', 'Hamsters')",Rabbits,10.857456140350877
70,Mammals,Specific,"('Dogs', 'Giraffes')",Beavers,8.696271929824562
71,Mammals,Specific,"('Foxes', 'Wolves')",Dogs,11.424342105263158
72,Mammals,Specific,"('Foxes', 'Hedgehogs')",Elephants,7.7730263157894735
73,Mammals,Specific,"('Horses', 'Camels')",Cats,8.448464912280702
74,Mammals,Specific,"('Squirrels', 'Cows')",Horses,10.74780701754386
75,Mammals,Specific,"('Rabbits', 'Llamas')",Horses,11.375
76,Mammals,Specific,"('Lions', 'Cats')",Rhinos,9.331140350877192
77,Mammals,Specific,"('Hedgehogs', 'Mice')",Hippos,6.585526315789474
78,Mammals,Specific,"('Hippos', 'Llamas')",Donkeys,10.736842105263158
79,Mammals,Specific,"('Tigers', 'Donkeys')",Hedgehogs,8.527412280701753
80,Mammals,Specific,"('Rhinos', 'Donkeys')",Llamas,10.705043859649123
81,Mammals,Specific,"('Squirrels', 'Horses')",Lions,9.571271929824562
82,Mammals,Specific,"('Squirrels', 'Deer')",Camels,9.470394736842106
83,Mammals,Specific,"('Beavers', 'Tigers')",Rhinos,9.62938596491228
84,Mammals,Specific,"('Zebras', 'Sheep')",Cows,10.36293859649123
85,Mammals,Specific,"('Wolves', 'Zebras')",Donkeys,11.603070175438596
86,Mammals,Specific,"('Zebras', 'Deer')",Horses,12.492324561403509
87,Mammals,Specific,"('Rhinos', 'Beavers')",Hamsters,9.851973684210527
88,Mammals,Specific,"('Camels', 'Elephants')",Tigers,8.918859649122808
89,Mammals,Specific,"('Camels', 'Elephants')",Wolves,8.12938596491228
90,Mammals,Specific,"('Sheep', 'Cats')",Squirrels,9.260964912280702
91,Mammals,Specific,"('Giraffes', 'Beavers')",Camels,9.94188596491228
92,Mammals,Specific,"('Mice', 'Deer')",Dogs,9.38486842105263
93,Mammals,Specific,"('Dogs', 'Rabbits')",Sheep,9.468201754385966
94,Mammals,Specific,"('Donkeys', 'Sheep')",Llamas,10.639254385964913
95,Mammals,Specific,"('Sheep', 'Dogs')",Cats,10.803728070175438
96,Mammals,Specific,"('Hamsters', 'Mice')",Deer,7.176535087719298
97,Mammals,Specific,"('Squirrels', 'Hedgehogs')",Rabbits,9.606359649122808
98,Mammals,Specific,"('Hamsters', 'Squirrels')",Horses,7.4035087719298245
99,Mammals,Specific,"('Wolves', 'Beavers')",Hamsters,9.861842105263158
100,Mammals,Specific,"('Hamsters', 'Rabbits')",Mice,11.094298245614034
101,Mammals,Specific,"('Rabbits', 'Foxes')",Lions,9.700657894736842
102,Mammals,Specific,"('Horses', 'Zebras')",Foxes,8.762061403508772
103,Mammals,Specific,"('Camels', 'Cows')",Cats,8.023026315789474
104,Mammals,Specific,"('Mice', 'Camels')",Horses,10.31359649122807
105,Mammals,Specific,"('Cows', 'Giraffes')",Tigers,9.243421052631579
106,Mammals,Specific,"('Foxes', 'Lions')",Cats,10.990131578947368
107,Mammals,Specific,"('Foxes', 'Hippos')",Beavers,9.320175438596491
108,Mammals,Specific,"('Rhinos', 'Cows')",Wolves,8.44078947368421
109,Mammals,Specific,"('Mice', 'Lions')",Zebras,9.867324561403507
110,Mammals,Specific,"('Beavers', 'Camels')",Hippos,9.825657894736842
111,Mammals,Specific,"('Lions', 'Deer')",Beavers,8.736842105263158
112,Mammals,Specific,"('Lions', 'Deer')",Tigers,12.236842105263158
113,Mammals,Specific,"('Donkeys', 'Llamas')",Giraffes,10.479166666666666
114,Mammals,Specific,"('Deer', 'Rabbits')",Mice,9.347587719298245
115,Mammals,Specific,"('Cows', 'Rhinos')",Zebras,9.967105263157896
116,Mammals,Specific,"('Elephants', 'Squirrels')",Cows,9.825657894736842
117,Mammals,Specific,"('Cows', 'Deer')",Rhinos,9.559210526315791
118,Mammals,Specific,"('Zebras', 'Hedgehogs')",Llamas,10.56688596491228
119,Mammals,Specific,"('Dogs', 'Hedgehogs')",Llamas,8.944078947368421
120,Mammals,Specific,"('Mice', 'Cats')",Dogs,10.682017543859649
121,Mammals,Specific,"('Deer', 'Hedgehogs')",Llamas,10.31030701754386
122,Mammals,Specific,"('Zebras', 'Tigers')",Cats,12.37938596491228
123,Mammals,Specific,"('Squirrels', 'Zebras')",Sheep,9.168859649122806
124,Mammals,Specific,"('Tigers', 'Rhinos')",Horses,9.866228070175438
125,Mammals,Specific,"('Giraffes', 'Squirrels')",Beavers,9.532894736842106
126,Mammals,Specific,"('Horses', 'Lions')",Deer,10.471491228070175
127,Mammals,Specific,"('Beavers', 'Tigers')",Camels,8.839912280701755
128,Mammals,Specific,"('Hippos', 'Horses')",Foxes,8.944078947368421
129,Mammals,Specific,"('Giraffes', 'Beavers')",Rhinos,8.915570175438596
130,Mammals,Specific,"('Horses', 'Hedgehogs')",Deer,10.49561403508772
131,Mammals,Specific,"('Beavers', 'Foxes')",Rabbits,9.789473684210527
132,Mammals,Specific,"('Elephants', 'Camels')",Horses,9.971491228070175
133,Mammals,Specific,"('Hedgehogs', 'Lions')",Tigers,12.294956140350877
134,Mammals,Specific,"('Dogs', 'Llamas')",Hedgehogs,8.543859649122806
135,Mammals,Specific,"('Giraffes', 'Tigers')",Donkeys,9.43640350877193
136,Mammals,Specific,"('Foxes', 'Rhinos')",Cows,9.875
137,Mammals,Specific,"('Lions', 'Sheep')",Squirrels,8.480263157894736
138,Mammals,Specific,"('Rhinos', 'Cows')",Hedgehogs,7.756578947368421
139,Mammals,Specific,"('Wolves', 'Hippos')",Llamas,9.371710526315791
140,Mammals,Specific,"('Zebras', 'Horses')",Donkeys,13.156798245614034
141,Mammals,Specific,"('Cows', 'Elephants')",Hippos,10.31140350877193
142,Mammals,Specific,"('Tigers', 'Foxes')",Camels,8.819078947368421
143,Mammals,Specific,"('Dogs', 'Camels')",Hedgehogs,8.37828947368421
144,Mammals,Specific,"('Foxes', 'Cows')",Lions,9.991228070175438
145,Mammals,Specific,"('Camels', 'Hedgehogs')",Sheep,8.900219298245613
146,Mammals,Specific,"('Donkeys', 'Horses')",Beavers,8.118421052631579
147,Mammals,Specific,"('Rhinos', 'Tigers')",Mice,7.655701754385965
148,Mammals,Specific,"('Rabbits', 'Tigers')",Zebras,9.964912280701753
149,Mammals,Specific,"('Zebras', 'Hamsters')",Cats,10.069078947368421
151,Mammals,Specific,"('Mice', 'Squirrels')",Dogs,7.550438596491228
152,Mammals,Specific,"('Tigers', 'Squirrels')",Cats,12.400219298245613
153,Mammals,Specific,"('Tigers', 'Giraffes')",Rhinos,9.489035087719298
154,Mammals,Specific,"('Sheep', 'Hamsters')",Rabbits,11.343201754385966
155,Mammals,Specific,"('Squirrels', 'Foxes')",Rhinos,8.479166666666666
156,Mammals,Specific,"('Elephants', 'Deer')",Tigers,9.153508771929825
157,Mammals,Specific,"('Cows', 'Deer')",Dogs,9.164473684210527
158,Mammals,Specific,"('Cows', 'Giraffes')",Foxes,8.243421052631579
159,Mammals,Specific,"('Hippos', 'Lions')",Hamsters,7.836622807017544
160,Mammals,Specific,"('Hippos', 'Cows')",Rabbits,7.714912280701754
161,Mammals,Specific,"('Deer', 'Hedgehogs')",Foxes,9.44188596491228
162,Mammals,Specific,"('Wolves', 'Horses')",Squirrels,9.12171052631579
163,Mammals,Specific,"('Elephants', 'Cows')",Wolves,8.416666666666666
164,Mammals,Specific,"('Giraffes', 'Wolves')",Rabbits,8.792763157894736
165,Mammals,Specific,"('Tigers', 'Squirrels')",Hedgehogs,10.242324561403509
167,Mammals,Specific,"('Rhinos', 'Giraffes')",Horses,9.491228070175438
168,Mammals,Specific,"('Squirrels', 'Camels')",Wolves,8.764254385964911
169,Mammals,Specific,"('Dogs', 'Rabbits')",Lions,9.62609649122807
170,Mammals,Specific,"('Rabbits', 'Lions')",Hamsters,11.661184210526315
171,Mammals,Specific,"('Donkeys', 'Giraffes')",Hamsters,7.425438596491228
172,Mammals,Specific,"('Cows', 'Beavers')",Llamas,9.851973684210526
173,Mammals,Specific,"('Hippos', 'Donkeys')",Hamsters,7.746710526315789
174,Mammals,Specific,"('Elephants', 'Llamas')",Mice,7.87609649122807
175,Mammals,Specific,"('Horses', 'Hippos')",Lions,9.575657894736842
176,Mammals,Specific,"('Elephants', 'Hippos')",Deer,8.422149122807017
177,Mammals,Specific,"('Cats', 'Wolves')",Mice,8.783991228070175
178,Mammals,Specific,"('Deer', 'Camels')",Cows,10.208333333333332
179,Mammals,Specific,"('Foxes', 'Giraffes')",Hamsters,8.665570175438596
180,Mammals,Specific,"('Foxes', 'Beavers')",Donkeys,8.342105263157896
181,Mammals,Specific,"('Hedgehogs', 'Tigers')",Camels,8.866228070175438
182,Mammals,Specific,"('Wolves', 'Rhinos')",Hedgehogs,8.149122807017545
183,Mammals,Specific,"('Lions', 'Cows')",Hedgehogs,7.984649122807017
184,Mammals,Specific,"('Tigers', 'Llamas')",Giraffes,10.741228070175438
185,Mammals,Specific,"('Mice', 'Foxes')",Hippos,8.1875
186,Mammals,Specific,"('Hippos', 'Wolves')",Mice,7.871710526315789
187,Mammals,Specific,"('Donkeys', 'Lions')",Foxes,10.038377192982455
188,Mammals,Specific,"('Sheep', 'Dogs')",Giraffes,7.987938596491228
189,Mammals,Specific,"('Hedgehogs', 'Foxes')",Hamsters,9.588815789473685
190,Mammals,Specific,"('Camels', 'Rhinos')",Llamas,11.051535087719298
191,Mammals,Specific,"('Mice', 'Dogs')",Squirrels,9.50219298245614
192,Mammals,Specific,"('Rhinos', 'Squirrels')",Foxes,9.280701754385966
193,Mammals,Specific,"('Rhinos', 'Mice')",Cats,8.796052631578949
194,Mammals,Specific,"('Lions', 'Beavers')",Elephants,9.216008771929825
195,Mammals,Specific,"('Rabbits', 'Hamsters')",Cats,8.989035087719298
196,Mammals,Specific,"('Cows', 'Beavers')",Cats,9.325657894736842
197,Mammals,Specific,"('Deer', 'Hedgehogs')",Beavers,8.94188596491228
198,Mammals,Specific,"('Horses', 'Squirrels')",Hamsters,11.623903508771932
199,Mammals,Specific,"('Giraffes', 'Zebras')",Elephants,9.73793859649123
200,Mammals,Specific,"('Rabbits', 'Giraffes')",Dogs,9.705043859649123
201,Mammals,Specific,"('Sheep', 'Mice')",Camels,8.669956140350877
202,Mammals,Specific,"('Horses', 'Camels')",Hippos,9.843201754385966
203,Mammals,Specific,"('Beavers', 'Giraffes')",Elephants,9.81030701754386
204,Mammals,Specific,"('Squirrels', 'Lions')",Tigers,12.407894736842104
205,Mammals,Specific,"('Rabbits', 'Horses')",Tigers,9.61513157894737
206,Mammals,Specific,"('Hedgehogs', 'Dogs')",Squirrels,9.865131578947368
207,Mammals,Specific,"('Rabbits', 'Zebras')",Donkeys,11.730263157894736
208,Mammals,Specific,"('Hedgehogs', 'Hippos')",Sheep,8.145833333333334
209,Mammals,Specific,"('Hedgehogs', 'Elephants')",Rabbits,9.320175438596491
210,Mammals,Specific,"('Lions', 'Camels')",Sheep,9.057017543859649
211,Mammals,Specific,"('Deer', 'Cats')",Lions,11.239035087719298
212,Mammals,Specific,"('Sheep', 'Giraffes')",Rhinos,8.817982456140351
213,Mammals,Specific,"('Zebras', 'Horses')",Camels,10.288377192982455
214,Mammals,Specific,"('Llamas', 'Rhinos')",Dogs,9.12719298245614
215,Mammals,Specific,"('Deer', 'Tigers')",Squirrels,8.639254385964913
216,Mammals,Specific,"('Beavers', 'Squirrels')",Horses,7.520833333333334
217,Mammals,Specific,"('Hamsters', 'Donkeys')",Horses,13.667763157894736
218,Mammals,Specific,"('Tigers', 'Mice')",Giraffes,9.75767543859649
219,Mammals,Specific,"('Cows', 'Donkeys')",Deer,10.275219298245615
220,Mammals,Specific,"('Hamsters', 'Foxes')",Zebras,8.883771929824562
221,Mammals,Specific,"('Horses', 'Hedgehogs')",Cows,10.942982456140351
222,Mammals,Specific,"('Dogs', 'Giraffes')",Camels,10.117324561403509
223,Mammals,Specific,"('Wolves', 'Camels')",Hamsters,8.199561403508772
224,Mammals,Specific,"('Giraffes', 'Llamas')",Lions,9.388157894736842
225,Mammals,Specific,"('Cows', 'Rhinos')",Hamsters,7.335526315789474
226,Mammals,Specific,"('Rhinos', 'Sheep')",Squirrels,8.357456140350877
227,Mammals,Specific,"('Zebras', 'Hippos')",Cats,8.055921052631579
228,Mammals,Specific,"('Hippos', 'Cats')",Hamsters,9.849780701754387
229,Mammals,Specific,"('Dogs', 'Elephants')",Hamsters,8.49890350877193
230,Mammals,Specific,"('Deer', 'Foxes')",Beavers,9.24671052631579
231,Mammals,Specific,"('Sheep', 'Rhinos')",Horses,9.699561403508772
232,Mammals,Specific,"('Lions', 'Hamsters')",Zebras,10.075657894736842
233,Mammals,Specific,"('Rhinos', 'Lions')",Llamas,9.49780701754386
234,Mammals,Specific,"('Foxes', 'Hippos')",Cats,10.478070175438596
235,Mammals,Specific,"('Cats', 'Dogs')",Donkeys,9.119517543859647
236,Mammals,Specific,"('Llamas', 'Squirrels')",Camels,11.722587719298247
237,Mammals,Specific,"('Rabbits', 'Sheep')",Mice,8.986842105263158
238,Mammals,Specific,"('Sheep', 'Rabbits')",Deer,8.934210526315791
239,Mammals,Specific,"('Zebras', 'Hamsters')",Elephants,9.963815789473685
240,Mammals,Specific,"('Tigers', 'Lions')",Dogs,9.43530701754386
241,Mammals,Specific,"('Llamas', 'Sheep')",Hedgehogs,8.202850877192983
242,Mammals,Specific,"('Hamsters', 'Lions')",Donkeys,9.365131578947368
243,Mammals,Specific,"('Elephants', 'Deer')",Zebras,9.890350877192983
244,Mammals,Specific,"('Mice', 'Wolves')",Horses,9.092105263157896
245,Mammals,Specific,"('Lions', 'Beavers')",Sheep,9.13706140350877
246,Mammals,Specific,"('Hedgehogs', 'Camels')",Llamas,11.268640350877192
247,Mammals,Specific,"('Beavers', 'Tigers')",Sheep,8.655701754385966
248,Mammals,Specific,"('Lions', 'Donkeys')",Sheep,9.74890350877193
249,Mammals,Specific,"('Giraffes', 'Cows')",Llamas,10.138157894736842
250,Mammals,Specific,"('Hippos', 'Rabbits')",Zebras,10.345394736842106
251,Mammals,Specific,"('Giraffes', 'Zebras')",Foxes,8.658991228070175
252,Mammals,Specific,"('Zebras', 'Rhinos')",Tigers,9.601973684210527
253,Mammals,Specific,"('Tigers', 'Zebras')",Rabbits,8.432017543859649
254,Mammals,Specific,"('Lions', 'Foxes')",Llamas,9.569078947368421
255,Mammals,Specific,"('Squirrels', 'Rabbits')",Llamas,8.016447368421053
256,Mammals,Specific,"('Horses', 'Giraffes')",Beavers,8.211622807017545
257,Mammals,Specific,"('Horses', 'Sheep')",Rhinos,9.989035087719298
258,Mammals,Specific,"('Rabbits', 'Giraffes')",Camels,10.178728070175438
259,Mammals,Specific,"('Rhinos', 'Squirrels')",Hamsters,11.17543859649123
260,Mammals,Specific,"('Elephants', 'Dogs')",Cows,9.893640350877192
261,Mammals,Specific,"('Mice', 'Elephants')",Dogs,8.5625
262,Mammals,Specific,"('Deer', 'Squirrels')",Hedgehogs,10.101973684210527
263,Mammals,Specific,"('Hippos', 'Cats')",Rabbits,9.928728070175438
264,Mammals,Specific,"('Giraffes', 'Cats')",Hamsters,9.800438596491228
265,Mammals,Specific,"('Squirrels', 'Tigers')",Cats,12.400219298245613
266,Mammals,Specific,"('Donkeys', 'Tigers')",Hedgehogs,8.527412280701753
267,Mammals,Specific,"('Dogs', 'Squirrels')",Hippos,8.632675438596491
268,Mammals,Specific,"('Tigers', 'Llamas')",Rabbits,8.951754385964911
269,Mammals,Specific,"('Mice', 'Zebras')",Dogs,9.06688596491228
270,Mammals,Specific,"('Llamas', 'Giraffes')",Hedgehogs,7.625
271,Mammals,Specific,"('Zebras', 'Cats')",Hedgehogs,9.236842105263158
272,Mammals,Specific,"('Zebras', 'Rhinos')",Giraffes,10.3125
273,Mammals,Specific,"('Deer', 'Camels')",Hamsters,7.9188596491228065
274,Mammals,Specific,"('Lions', 'Giraffes')",Zebras,10.319078947368421
275,Mammals,Specific,"('Deer', 'Foxes')",Cats,10.404605263157894
276,Mammals,Specific,"('Foxes', 'Camels')",Hamsters,8.720394736842104
277,Mammals,Specific,"('Hamsters', 'Cats')",Elephants,7.779605263157894
278,Mammals,Specific,"('Hedgehogs', 'Wolves')",Giraffes,8.44078947368421
279,Mammals,Specific,"('Horses', 'Rabbits')",Llamas,11.509868421052634
280,Mammals,Specific,"('Wolves', 'Foxes')",Zebras,8.661184210526315
281,Mammals,Specific,"('Elephants', 'Rabbits')",Zebras,9.510964912280702
282,Mammals,Specific,"('Sheep', 'Zebras')",Deer,10.12609649122807
283,Mammals,Specific,"('Dogs', 'Deer')",Squirrels,8.62938596491228
284,Mammals,Specific,"('Giraffes', 'Squirrels')",Elephants,9.953947368421053
285,Mammals,Specific,"('Hamsters', 'Tigers')",Hippos,10.00109649122807
286,Mammals,Specific,"('Squirrels', 'Zebras')",Hamsters,11.510964912280702
287,Mammals,Specific,"('Rhinos', 'Elephants')",Llamas,8.382675438596491
288,Mammals,Specific,"('Deer', 'Beavers')",Elephants,8.93640350877193
289,Mammals,Specific,"('Hamsters', 'Beavers')",Tigers,7.75219298245614
290,Mammals,Specific,"('Rabbits', 'Tigers')",Sheep,9.75438596491228
291,Mammals,Specific,"('Mice', 'Beavers')",Camels,7.524122807017543
292,Mammals,Specific,"('Cows', 'Deer')",Hippos,10.059210526315791
293,Mammals,Specific,"('Foxes', 'Beavers')",Lions,9.55263157894737
294,Mammals,Specific,"('Cows', 'Tigers')",Foxes,9.955043859649123
295,Mammals,Specific,"('Rabbits', 'Hedgehogs')",Foxes,8.267543859649123
296,Mammals,Specific,"('Rabbits', 'Beavers')",Hamsters,10.853070175438596
297,Mammals,Specific,"('Giraffes', 'Horses')",Deer,10.132675438596491
298,Mammals,Specific,"('Hippos', 'Hedgehogs')",Dogs,8.56688596491228
299,Mammals,Specific,"('Squirrels', 'Mice')",Horses,7.31359649122807
300,Mammals,Specific,"('Tigers', 'Hamsters')",Hippos,10.00109649122807
301,Mammals,Specific,"('Squirrels', 'Tigers')",Rhinos,9.768640350877192
302,Mammals,Specific,"('Rhinos', 'Wolves')",Horses,9.912280701754387
303,Mammals,Specific,"('Hedgehogs', 'Tigers')",Llamas,10.076754385964913
304,Mammals,Specific,"('Lions', 'Deer')",Mice,7.7368421052631575
305,Mammals,Specific,"('Horses', 'Deer')",Hedgehogs,8.085526315789474
306,Mammals,Specific,"('Giraffes', 'Hippos')",Zebras,10.008771929824562
307,Mammals,Specific,"('Lions', 'Cows')",Sheep,9.589912280701753
308,Mammals,Specific,"('Squirrels', 'Hamsters')",Rhinos,6.824561403508772
309,Mammals,Specific,"('Beavers', 'Mice')",Hamsters,10.99780701754386
311,Mammals,Specific,"('Cats', 'Deer')",Hamsters,9.81798245614035
312,Mammals,Specific,"('Rabbits', 'Hedgehogs')",Tigers,7.557017543859649
313,Mammals,Specific,"('Foxes', 'Cows')",Tigers,10.043859649122806
314,Mammals,Specific,"('Llamas', 'Squirrels')",Wolves,9.61732456140351
315,Mammals,Specific,"('Donkeys', 'Squirrels')",Mice,9.885964912280702
316,Mammals,Specific,"('Sheep', 'Tigers')",Cows,9.585526315789473
317,Mammals,Specific,"('Beavers', 'Hedgehogs')",Hippos,7.520833333333334
318,Mammals,Specific,"('Deer', 'Cows')",Rhinos,9.559210526315791
319,Mammals,Specific,"('Zebras', 'Camels')",Deer,9.93421052631579
320,Mammals,Specific,"('Hippos', 'Giraffes')",Dogs,8.271929824561404
321,Mammals,Specific,"('Zebras', 'Elephants')",Hedgehogs,7.828947368421053
322,Mammals,Specific,"('Tigers', 'Mice')",Donkeys,9.047149122807017
323,Mammals,Specific,"('Giraffes', 'Camels')",Lions,8.803728070175438
324,Mammals,Specific,"('Rhinos', 'Mice')",Llamas,8.901315789473685
325,Mammals,Specific,"('Rhinos', 'Elephants')",Sheep,7.9089912280701755
326,Mammals,Specific,"('Cows', 'Hippos')",Horses,10.346491228070175
327,Mammals,Specific,"('Zebras', 'Hedgehogs')",Camels,9.75109649122807
328,Mammals,Specific,"('Horses', 'Donkeys')",Sheep,9.355263157894736
329,Mammals,Specific,"('Deer', 'Dogs')",Donkeys,10.49780701754386
330,Mammals,Specific,"('Cats', 'Donkeys')",Elephants,9.474780701754387
331,Mammals,Specific,"('Wolves', 'Beavers')",Donkeys,8.861842105263158
332,Mammals,Specific,"('Rabbits', 'Camels')",Wolves,8.905701754385964
333,Mammals,Specific,"('Dogs', 'Rabbits')",Foxes,11.283991228070175
334,Mammals,Specific,"('Deer', 'Squirrels')",Hamsters,11.233552631578949
335,Mammals,Specific,"('Sheep', 'Hedgehogs')",Elephants,7.899122807017543
336,Mammals,Specific,"('Foxes', 'Giraffes')",Sheep,9.297149122807017
337,Mammals,Specific,"('Rhinos', 'Beavers')",Dogs,8.536184210526315
338,Mammals,Specific,"('Lions', 'Sheep')",Cows,9.532894736842106
339,Mammals,Specific,"('Wolves', 'Rabbits')",Camels,8.598684210526315
340,Mammals,Specific,"('Squirrels', 'Camels')",Llamas,11.448464912280702
341,Mammals,Specific,"('Dogs', 'Zebras')",Lions,10.084429824561404
342,Mammals,Specific,"('Zebras', 'Cats')",Llamas,10.868421052631579
343,Mammals,Specific,"('Beavers', 'Mice')",Elephants,6.971491228070175
344,Mammals,Specific,"('Mice', 'Wolves')",Tigers,10.30263157894737
345,Mammals,Specific,"('Giraffes', 'Horses')",Beavers,8.211622807017545
346,Mammals,Specific,"('Cows', 'Llamas')",Squirrels,8.3125
347,Mammals,Specific,"('Beavers', 'Hippos')",Deer,8.793859649122806
348,Mammals,Specific,"('Beavers', 'Rhinos')",Horses,9.74671052631579
349,Mammals,Specific,"('Hippos', 'Dogs')",Rabbits,9.734649122807017
350,Mammals,Specific,"('Hamsters', 'Camels')",Horses,10.565789473684209
351,Mammals,Specific,"('Foxes', 'Donkeys')",Giraffes,9.797149122807017
352,Mammals,Specific,"('Donkeys', 'Llamas')",Rabbits,8.68969298245614
353,Mammals,Specific,"('Squirrels', 'Hedgehogs')",Beavers,8.658991228070175
354,Mammals,Specific,"('Wolves', 'Rabbits')",Zebras,9.07236842105263
355,Mammals,Specific,"('Deer', 'Rabbits')",Squirrels,10.584429824561404
356,Mammals,Specific,"('Giraffes', 'Zebras')",Cats,7.948464912280702
357,Mammals,Specific,"('Lions', 'Sheep')",Hippos,9.453947368421053
358,Mammals,Specific,"('Tigers', 'Rabbits')",Lions,12.491228070175438
