,model,prompt_name,domain,c1,c2,a_prob,b_prob,gpt3_rating
74,text-davinci-003,two_choice_similarity,Mammals,Hedgehogs,Hamsters,0.0003769652687845404,0.9988620750281965,-0.998485109759412
75,text-davinci-003,two_choice_similarity,Mammals,Hedgehogs,Deer,1.590197090707881e-05,0.9993251446173953,-0.9993092426464882
76,text-davinci-003,two_choice_similarity,Mammals,Hedgehogs,Dogs,0.02115188610340429,0.9755830263080044,-0.9544311402046002
77,text-davinci-003,two_choice_similarity,Mammals,Hedgehogs,Cats,0.019941771038747738,0.9791358421997362,-0.9591940711609884
78,text-davinci-003,two_choice_similarity,Mammals,Hedgehogs,Cows,0.0,0.9996538621695262,-0.9996538621695262
79,text-davinci-003,two_choice_similarity,Mammals,Hedgehogs,Rabbits,0.002776816087206086,0.9963380393917466,-0.9935612233045406
80,text-davinci-003,two_choice_similarity,Mammals,Hedgehogs,Llamas,0.0,0.9995448468536345,-0.9995448468536345
81,text-davinci-003,two_choice_similarity,Mammals,Hedgehogs,Lions,0.0,0.9996271606018893,-0.9996271606018893
82,text-davinci-003,two_choice_similarity,Mammals,Hedgehogs,Mice,0.006623970602085395,0.9928131868460953,-0.9861892162440099
83,text-davinci-003,two_choice_similarity,Mammals,Hedgehogs,Rhinos,0.0,0.9995440127438033,-0.9995440127438033
84,text-davinci-003,two_choice_similarity,Mammals,Hedgehogs,Hippos,0.0,0.9996579157541629,-0.9996579157541629
85,text-davinci-003,two_choice_similarity,Mammals,Hedgehogs,Elephants,0.0,0.9996469495769731,-0.9996469495769731
86,text-davinci-003,two_choice_similarity,Mammals,Hedgehogs,Horses,5.268546220293737e-05,0.9991726759214409,-0.9991199904592379
87,text-davinci-003,two_choice_similarity,Mammals,Hedgehogs,Sheep,3.515913806834412e-05,0.999041901739512,-0.9990067426014436
88,text-davinci-003,two_choice_similarity,Mammals,Hedgehogs,Tigers,8.97245705704167e-06,0.9993919609307221,-0.9993829884736651
89,text-davinci-003,two_choice_similarity,Mammals,Hedgehogs,Foxes,7.541744075125393e-05,0.9987111552746958,-0.9986357378339445
90,text-davinci-003,two_choice_similarity,Mammals,Hedgehogs,Wolves,0.0,0.999533998192586,-0.999533998192586
91,text-davinci-003,two_choice_similarity,Mammals,Hedgehogs,Zebras,0.0,0.9996086837341897,-0.9996086837341897
92,text-davinci-003,two_choice_similarity,Mammals,Donkeys,Beavers,9.15061928084894e-06,0.9993734837133412,-0.9993643330940604
93,text-davinci-003,two_choice_similarity,Mammals,Donkeys,Camels,0.00383952737263669,0.9955318241329015,-0.9916922967602648
94,text-davinci-003,two_choice_similarity,Mammals,Donkeys,Squirrels,0.0,0.9995870480881215,-0.9995870480881215
95,text-davinci-003,two_choice_similarity,Mammals,Donkeys,Hedgehogs,0.0,0.9995880022743813,-0.9995880022743813
96,text-davinci-003,two_choice_similarity,Mammals,Donkeys,Giraffes,0.0,0.999538766251004,-0.999538766251004
97,text-davinci-003,two_choice_similarity,Mammals,Donkeys,Hamsters,0.0,0.9995566479095963,-0.9995566479095963
98,text-davinci-003,two_choice_similarity,Mammals,Donkeys,Deer,0.0,0.9994376783221295,-0.9994376783221295
99,text-davinci-003,two_choice_similarity,Mammals,Donkeys,Dogs,0.0004098873057796554,0.9986910698972706,-0.998281182591491
100,text-davinci-003,two_choice_similarity,Mammals,Donkeys,Cats,0.0,0.9995607020196261,-0.9995607020196261
101,text-davinci-003,two_choice_similarity,Mammals,Donkeys,Cows,0.0024720206150498623,0.9970198646455309,-0.9945478440304811
102,text-davinci-003,two_choice_similarity,Mammals,Donkeys,Rabbits,0.0,0.9995075962705274,-0.9995075962705274
103,text-davinci-003,two_choice_similarity,Mammals,Donkeys,Llamas,0.0011202452997747191,0.9981140334740818,-0.9969937881743071
104,text-davinci-003,two_choice_similarity,Mammals,Donkeys,Lions,0.0,0.9995469934884482,-0.9995469934884482
105,text-davinci-003,two_choice_similarity,Mammals,Donkeys,Mice,0.0,0.9995665444190256,-0.9995665444190256
106,text-davinci-003,two_choice_similarity,Mammals,Donkeys,Rhinos,0.0,0.9995311366807753,-0.9995311366807753
107,text-davinci-003,two_choice_similarity,Mammals,Donkeys,Hippos,0.0,0.9995273218875141,-0.9995273218875141
108,text-davinci-003,two_choice_similarity,Mammals,Donkeys,Elephants,7.082503627995217e-05,0.9992291216195262,-0.9991582965832462
109,text-davinci-003,two_choice_similarity,Mammals,Donkeys,Horses,0.9944775285200594,0.0015768023685536832,0.9929007261515057
110,text-davinci-003,two_choice_similarity,Mammals,Donkeys,Sheep,2.6696956174813145e-05,0.9992625611817563,-0.9992358642255814
111,text-davinci-003,two_choice_similarity,Mammals,Donkeys,Tigers,0.0,0.9995825162705946,-0.9995825162705946
112,text-davinci-003,two_choice_similarity,Mammals,Donkeys,Foxes,0.0,0.9994572290134938,-0.9994572290134938
113,text-davinci-003,two_choice_similarity,Mammals,Donkeys,Wolves,0.0,0.9995512849027449,-0.9995512849027449
114,text-davinci-003,two_choice_similarity,Mammals,Donkeys,Zebras,0.013957562540623598,0.9853003937788773,-0.9713428312382537
115,text-davinci-003,two_choice_similarity,Mammals,Giraffes,Beavers,0.0,0.9997070910861945,-0.9997070910861945
116,text-davinci-003,two_choice_similarity,Mammals,Giraffes,Camels,0.00028204892758540526,0.999131608170613,-0.9988495592430275
117,text-davinci-003,two_choice_similarity,Mammals,Giraffes,Squirrels,0.0,0.9995825162705946,-0.9995825162705946
118,text-davinci-003,two_choice_similarity,Mammals,Giraffes,Hedgehogs,0.0,0.9997353440975536,-0.9997353440975536
119,text-davinci-003,two_choice_similarity,Mammals,Giraffes,Donkeys,0.0,0.9996264456088221,-0.9996264456088221
120,text-davinci-003,two_choice_similarity,Mammals,Giraffes,Hamsters,0.0,0.9996428951071361,-0.9996428951071361
121,text-davinci-003,two_choice_similarity,Mammals,Giraffes,Deer,3.988305543832242e-05,0.9993131643796437,-0.9992732813242053
122,text-davinci-003,two_choice_similarity,Mammals,Giraffes,Dogs,0.0,0.9996256124005344,-0.9996256124005344
123,text-davinci-003,two_choice_similarity,Mammals,Giraffes,Cats,0.0,0.9996197696059055,-0.9996197696059055
124,text-davinci-003,two_choice_similarity,Mammals,Giraffes,Cows,7.870735112327162e-05,0.9992775798411859,-0.9991988724900627
125,text-davinci-003,two_choice_similarity,Mammals,Giraffes,Rabbits,0.0,0.9996681670687299,-0.9996681670687299
126,text-davinci-003,two_choice_similarity,Mammals,Giraffes,Llamas,0.0,0.9995539063493732,-0.9995539063493732
127,text-davinci-003,two_choice_similarity,Mammals,Giraffes,Lions,0.0,0.9994776723006329,-0.9994776723006329
128,text-davinci-003,two_choice_similarity,Mammals,Giraffes,Mice,0.0,0.9996618511152259,-0.9996618511152259
129,text-davinci-003,two_choice_similarity,Mammals,Giraffes,Rhinos,1.0814010457191294e-05,0.9994737376546304,-0.9994629236441732
130,text-davinci-003,two_choice_similarity,Mammals,Giraffes,Hippos,0.0,0.9996252530351913,-0.9996252530351913
131,text-davinci-003,two_choice_similarity,Mammals,Giraffes,Elephants,0.03445691417219918,0.9648304495773836,-0.9303735354051844
132,text-davinci-003,two_choice_similarity,Mammals,Giraffes,Horses,0.00162669000589801,0.9973840515719616,-0.9957573615660636
133,text-davinci-003,two_choice_similarity,Mammals,Giraffes,Sheep,0.0,0.9996608968384784,-0.9996608968384784
134,text-davinci-003,two_choice_similarity,Mammals,Giraffes,Tigers,0.0,0.9996597041837602,-0.9996597041837602
135,text-davinci-003,two_choice_similarity,Mammals,Giraffes,Foxes,0.0,0.9995909193763048,-0.9995909193763048
136,text-davinci-003,two_choice_similarity,Mammals,Giraffes,Wolves,0.0,0.9997234245940312,-0.9997234245940312
137,text-davinci-003,two_choice_similarity,Mammals,Giraffes,Zebras,0.011313985088849942,0.9880613431037194,-0.9767473580148694
138,text-davinci-003,two_choice_similarity,Mammals,Hamsters,Beavers,1.4226473472673808e-05,0.9993624577764632,-0.9993482313029904
139,text-davinci-003,two_choice_similarity,Mammals,Hamsters,Camels,0.0,0.9996501670358263,-0.9996501670358263
140,text-davinci-003,two_choice_similarity,Mammals,Hamsters,Squirrels,0.03278150482228602,0.9650160573892351,-0.9322345525669491
141,text-davinci-003,two_choice_similarity,Mammals,Hamsters,Hedgehogs,1.3669766343809365e-05,0.9994117499169624,-0.9993980801506186
142,text-davinci-003,two_choice_similarity,Mammals,Hamsters,Donkeys,0.0,0.9995753639534171,-0.9995753639534171
143,text-davinci-003,two_choice_similarity,Mammals,Hamsters,Giraffes,0.0,0.9996308584495138,-0.9996308584495138
144,text-davinci-003,two_choice_similarity,Mammals,Hamsters,Deer,0.0,0.9996700184159029,-0.9996700184159029
145,text-davinci-003,two_choice_similarity,Mammals,Hamsters,Dogs,5.632850153218326e-06,0.9995187992542336,-0.9995131664040804
146,text-davinci-003,two_choice_similarity,Mammals,Hamsters,Cats,1.3252875635302662e-05,0.9994428060902137,-0.9994295532145785
147,text-davinci-003,two_choice_similarity,Mammals,Hamsters,Cows,0.0,0.999684440819275,-0.999684440819275
148,text-davinci-003,two_choice_similarity,Mammals,Hamsters,Rabbits,0.002911975680963644,0.9966049510561527,-0.993692975375189
149,text-davinci-003,two_choice_similarity,Mammals,Hamsters,Llamas,0.0,0.9995965245881049,-0.9995965245881049
150,text-davinci-003,two_choice_similarity,Mammals,Hamsters,Lions,0.0,0.999635980671119,-0.999635980671119
151,text-davinci-003,two_choice_similarity,Mammals,Hamsters,Mice,0.33847494740131484,0.645609194717718,-0.3071342473164032
152,text-davinci-003,two_choice_similarity,Mammals,Hamsters,Rhinos,0.0,0.9996532672656933,-0.9996532672656933
153,text-davinci-003,two_choice_similarity,Mammals,Hamsters,Hippos,0.0,0.9996721615507724,-0.9996721615507724
154,text-davinci-003,two_choice_similarity,Mammals,Hamsters,Elephants,0.0,0.9996701347675031,-0.9996701347675031
155,text-davinci-003,two_choice_similarity,Mammals,Hamsters,Horses,0.0,0.9996716867665888,-0.9996716867665888
156,text-davinci-003,two_choice_similarity,Mammals,Hamsters,Sheep,0.0,0.999648977282895,-0.999648977282895
157,text-davinci-003,two_choice_similarity,Mammals,Hamsters,Tigers,0.0,0.9996694206733908,-0.9996694206733908
158,text-davinci-003,two_choice_similarity,Mammals,Hamsters,Foxes,0.0,0.9995269663157279,-0.9995269663157279
159,text-davinci-003,two_choice_similarity,Mammals,Hamsters,Wolves,0.0,0.9996937409068934,-0.9996937409068934
160,text-davinci-003,two_choice_similarity,Mammals,Hamsters,Zebras,0.0,0.9995756032317963,-0.9995756032317963
161,text-davinci-003,two_choice_similarity,Mammals,Deer,Beavers,3.482684710772524e-05,0.9993893408282527,-0.9993545139811449
162,text-davinci-003,two_choice_similarity,Mammals,Deer,Camels,0.0,0.9996626843437227,-0.9996626843437227
163,text-davinci-003,two_choice_similarity,Mammals,Deer,Squirrels,7.846020534443653e-05,0.9989402170670096,-0.9988617568616652
164,text-davinci-003,two_choice_similarity,Mammals,Deer,Hedgehogs,0.0,0.9995353098219404,-0.9995353098219404
165,text-davinci-003,two_choice_similarity,Mammals,Deer,Donkeys,0.0,0.9996408702025493,-0.9996408702025493
166,text-davinci-003,two_choice_similarity,Mammals,Deer,Giraffes,2.6988519124545894e-05,0.9990970964629243,-0.9990701079437998
167,text-davinci-003,two_choice_similarity,Mammals,Deer,Hamsters,0.0,0.9996383658553963,-0.9996383658553963
168,text-davinci-003,two_choice_similarity,Mammals,Deer,Dogs,0.00038834416046325265,0.9988064039031566,-0.9984180597426933
169,text-davinci-003,two_choice_similarity,Mammals,Deer,Cats,0.0,0.9996368157673661,-0.9996368157673661
170,text-davinci-003,two_choice_similarity,Mammals,Deer,Cows,0.0011032793576685764,0.9985253091267794,-0.9974220297691108
171,text-davinci-003,two_choice_similarity,Mammals,Deer,Rabbits,0.00039545858175311054,0.9991017442734279,-0.9987062856916747
172,text-davinci-003,two_choice_similarity,Mammals,Deer,Llamas,2.77072346547612e-05,0.9994250410123023,-0.9993973337776476
173,text-davinci-003,two_choice_similarity,Mammals,Deer,Lions,0.0,0.9996999378776462,-0.9996999378776462
174,text-davinci-003,two_choice_similarity,Mammals,Deer,Mice,0.0,0.9996064177738133,-0.9996064177738133
175,text-davinci-003,two_choice_similarity,Mammals,Deer,Rhinos,5.0394878757709665e-05,0.9990973356467979,-0.9990469407680402
176,text-davinci-003,two_choice_similarity,Mammals,Deer,Hippos,0.0,0.9996704941389845,-0.9996704941389845
177,text-davinci-003,two_choice_similarity,Mammals,Deer,Elephants,3.2494558708288672e-06,0.999619889710228,-0.9996166402543571
178,text-davinci-003,two_choice_similarity,Mammals,Deer,Horses,0.4104036464717366,0.5749933519946838,-0.16458970552294722
179,text-davinci-003,two_choice_similarity,Mammals,Deer,Sheep,0.0006964025419135543,0.9987602700009527,-0.9980638674590392
180,text-davinci-003,two_choice_similarity,Mammals,Deer,Tigers,0.0,0.9997157945440243,-0.9997157945440243
181,text-davinci-003,two_choice_similarity,Mammals,Deer,Foxes,2.2668619290442018e-05,0.9991174807493794,-0.999094812130089
182,text-davinci-003,two_choice_similarity,Mammals,Deer,Wolves,0.0008921315131367132,0.9986194835906951,-0.9977273520775584
183,text-davinci-003,two_choice_similarity,Mammals,Deer,Zebras,2.7767174730775967e-05,0.9990621676399117,-0.999034400465181
184,text-davinci-003,two_choice_similarity,Mammals,Dogs,Beavers,9.228490247372674e-05,0.9988421675058794,-0.9987498826034057
185,text-davinci-003,two_choice_similarity,Mammals,Dogs,Camels,0.0,0.9995967619823117,-0.9995967619823117
186,text-davinci-003,two_choice_similarity,Mammals,Dogs,Squirrels,1.97445115784317e-05,0.9991745835437347,-0.9991548390321563
187,text-davinci-003,two_choice_similarity,Mammals,Dogs,Hedgehogs,3.9025393825224554e-05,0.9990993613186995,-0.9990603359248742
188,text-davinci-003,two_choice_similarity,Mammals,Dogs,Donkeys,0.0,0.9996182214159977,-0.9996182214159977
189,text-davinci-003,two_choice_similarity,Mammals,Dogs,Giraffes,0.0,0.9996448026775108,-0.9996448026775108
190,text-davinci-003,two_choice_similarity,Mammals,Dogs,Hamsters,0.0,0.9995607020196261,-0.9995607020196261
191,text-davinci-003,two_choice_similarity,Mammals,Dogs,Deer,6.861791491197183e-06,0.9995385269814427,-0.9995316651899515
192,text-davinci-003,two_choice_similarity,Mammals,Dogs,Cats,0.010705357092003674,0.9886352176331095,-0.9779298605411058
193,text-davinci-003,two_choice_similarity,Mammals,Dogs,Cows,0.0,0.9996886146304906,-0.9996886146304906
194,text-davinci-003,two_choice_similarity,Mammals,Dogs,Rabbits,2.9089566139184322e-05,0.9992481354419133,-0.999219045875774
195,text-davinci-003,two_choice_similarity,Mammals,Dogs,Llamas,0.0,0.9995449659793965,-0.9995449659793965
196,text-davinci-003,two_choice_similarity,Mammals,Dogs,Lions,2.4510033344021098e-05,0.9994793412898123,-0.9994548312564683
197,text-davinci-003,two_choice_similarity,Mammals,Dogs,Mice,0.0,0.9996827724273102,-0.9996827724273102
198,text-davinci-003,two_choice_similarity,Mammals,Dogs,Rhinos,0.0,0.9995691658956782,-0.9995691658956782
199,text-davinci-003,two_choice_similarity,Mammals,Dogs,Hippos,0.0,0.9996437301791702,-0.9996437301791702
200,text-davinci-003,two_choice_similarity,Mammals,Dogs,Elephants,9.254996408494418e-06,0.9995002052390325,-0.999490950242624
201,text-davinci-003,two_choice_similarity,Mammals,Dogs,Horses,0.5563897172292559,0.4234824737685919,0.13290724346066402
202,text-davinci-003,two_choice_similarity,Mammals,Dogs,Sheep,5.780953057683994e-06,0.999572978929461,-0.9995671979764033
203,text-davinci-003,two_choice_similarity,Mammals,Dogs,Tigers,6.842119540423699e-06,0.9995078355026992,-0.9995009933831588
204,text-davinci-003,two_choice_similarity,Mammals,Dogs,Foxes,0.001946045722231982,0.9971111190704786,-0.9951650733482466
205,text-davinci-003,two_choice_similarity,Mammals,Dogs,Wolves,0.8410394766332178,0.1403503615665211,0.7006891150666967
206,text-davinci-003,two_choice_similarity,Mammals,Dogs,Zebras,0.0,0.999514984558035,-0.999514984558035
207,text-davinci-003,two_choice_similarity,Mammals,Cats,Beavers,0.0,0.9996225113167885,-0.9996225113167885
208,text-davinci-003,two_choice_similarity,Mammals,Cats,Camels,0.0,0.9996579157541629,-0.9996579157541629
209,text-davinci-003,two_choice_similarity,Mammals,Cats,Squirrels,0.0001199961378840185,0.9979855287762507,-0.9978655326383666
210,text-davinci-003,two_choice_similarity,Mammals,Cats,Hedgehogs,0.00017027751682560205,0.9983822568594103,-0.9982119793425847
211,text-davinci-003,two_choice_similarity,Mammals,Cats,Donkeys,0.0,0.9996375326071837,-0.9996375326071837
212,text-davinci-003,two_choice_similarity,Mammals,Cats,Giraffes,0.0,0.9996693014928095,-0.9996693014928095
213,text-davinci-003,two_choice_similarity,Mammals,Cats,Hamsters,3.9522164888962055e-06,0.9994590161845411,-0.9994550639680523
214,text-davinci-003,two_choice_similarity,Mammals,Cats,Deer,3.0521509084731467e-06,0.9996119011298574,-0.999608848978949
215,text-davinci-003,two_choice_similarity,Mammals,Cats,Dogs,0.4294983840341267,0.5568797227416158,-0.12738133870748908
216,text-davinci-003,two_choice_similarity,Mammals,Cats,Cows,0.0,0.9997193698140191,-0.9997193698140191
217,text-davinci-003,two_choice_similarity,Mammals,Cats,Rabbits,6.492816844428391e-05,0.9991512757303608,-0.9990863475619165
218,text-davinci-003,two_choice_similarity,Mammals,Cats,Llamas,0.0,0.9996302607504097,-0.9996302607504097
219,text-davinci-003,two_choice_similarity,Mammals,Cats,Lions,0.053805838252368586,0.9442896219291222,-0.8904837836767536
220,text-davinci-003,two_choice_similarity,Mammals,Cats,Mice,0.0,0.9996732350492995,-0.9996732350492995
221,text-davinci-003,two_choice_similarity,Mammals,Cats,Rhinos,0.0,0.9996242987533952,-0.9996242987533952
222,text-davinci-003,two_choice_similarity,Mammals,Cats,Hippos,0.0,0.9996387233261398,-0.9996387233261398
223,text-davinci-003,two_choice_similarity,Mammals,Cats,Elephants,0.0,0.9997017263924199,-0.9997017263924199
224,text-davinci-003,two_choice_similarity,Mammals,Cats,Horses,1.8255959195047792e-05,0.9995289900300395,-0.9995107340708445
225,text-davinci-003,two_choice_similarity,Mammals,Cats,Sheep,0.0,0.999728191626591,-0.999728191626591
226,text-davinci-003,two_choice_similarity,Mammals,Cats,Tigers,0.07040873829586622,0.9215724252562677,-0.8511636869604015
227,text-davinci-003,two_choice_similarity,Mammals,Cats,Foxes,0.00015139927584961586,0.9984736333842553,-0.9983222341084057
228,text-davinci-003,two_choice_similarity,Mammals,Cats,Wolves,0.0005652372519509566,0.9990165714830929,-0.9984513342311419
229,text-davinci-003,two_choice_similarity,Mammals,Cats,Zebras,0.0,0.9996090393450422,-0.9996090393450422
230,text-davinci-003,two_choice_similarity,Mammals,Cows,Beavers,0.0,0.9997389203672205,-0.9997389203672205
231,text-davinci-003,two_choice_similarity,Mammals,Cows,Camels,1.9594120719825387e-05,0.9995508083168059,-0.999531214196086
