,i,domain,conclusion_type,argument_type,gpt3_spearmanr,gpt4_spearmanr,gpt3_scm_spearmanr,gpt4_scm_spearmanr,human_scm_spearmanr,gpt3_pval,gpt4_pval,gpt3_scm_pval,gpt4_scm_pval,human_scm_pval
11,0,Vehicles,Specific,single,0.7765342192252029,0.878681719470433,0.7669249233462603,0.7825900652069165,0.8203963563034349,2.5478764523061574e-34,6.792636716554893e-54,5.03214303018858e-33,3.5984726861239163e-35,3.5824542024830133e-41
12,1,Birds,General,multi,0.2980858416516746,0.2758486610933766,0.08176144107275199,0.3428267096648694,0.05229091633295295,0.0025938448399507557,0.00547082394857586,0.41869338818330415,0.00048012894704589144,0.6053735504781825
13,1,Birds,General,single,0.5208695652173913,0.49106241201105844,0.40956521739130425,0.6339130434782608,-0.09043478260869564,0.009061048624292238,0.014822036707557685,0.046866169264913146,0.000880708122708698,0.6743027582561099
14,1,Birds,Specific,multi,0.42913553749045236,0.2729739924547592,0.4804692911115816,0.5309448816782543,0.470267352701958,8.391517610968032e-06,0.005999441950901377,4.213361050172015e-07,1.3265144495504265e-08,7.941735456657434e-07
15,1,Birds,Specific,single,0.40271923239055335,0.41095382059671137,0.4832969763316862,0.48458478583307174,0.5325754102822771,7.490098385798136e-08,3.804627959668811e-08,4.245295603750663e-11,3.705466423646434e-11,1.5206811426423026e-13
16,1,Mammals,General,multi,0.40135623847074436,0.23232279750247278,0.3124735584580589,0.32992072674466727,0.4070212298601731,3.495811546260493e-05,0.020021752638769763,0.0015502949698628114,0.0008020023903097213,2.6398752797355787e-05
17,1,Mammals,General,single,0.20173913043478262,-0.018164624969290204,0.6017391304347826,0.7408695652173911,0.7069565217391304,0.3444930314073976,0.9328622357967926,0.0018664011338972051,3.4620205532400836e-05,0.00011232149069224439
18,1,Mammals,Specific,multi,0.6035460007111042,0.7521321532045696,0.7963045773694989,0.793460096645484,0.845350866309104,3.0037613704609105e-11,1.893288561352867e-19,4.0398882168581435e-23,7.400537279936949e-23,1.960469897348656e-28
19,1,Mammals,Specific,single,0.5955294428566021,0.7296308548194692,0.735545400071091,0.771956484104254,0.8287913493809715,1.2365437404085632e-16,1.061222136781194e-27,2.424875457269126e-28,1.0515479075576497e-32,1.9736555340693533e-41
20,1,Vehicles,General,multi,0.6198275947730181,0.4114372405844022,0.42247532905448504,0.4553667609732008,0.5560996399852831,6.15545903031868e-12,2.1133315773917735e-05,1.1952129113913485e-05,1.9334549930448274e-06,1.8952571884777197e-09
21,1,Vehicles,General,single,0.8782608695652172,0.6294952402374849,0.4130434782608695,0.5852173913043477,0.8417391304347825,1.6904320964722865e-08,0.0009811547890508224,0.04484915389981765,0.002664232535717015,2.5354935854452587e-07
22,1,Vehicles,Specific,multi,0.75739900675578,0.7918306918768182,0.7420369175016854,0.7164734408522938,0.7799457526479016,7.60515192708973e-20,1.0423402505308012e-22,1.0219930116158299e-18,5.251748655260818e-17,1.159553117753738e-21
23,1,Vehicles,Specific,single,0.7569324567531885,0.8501644350491339,0.7615928632940856,0.7532769803353973,0.7935546006218496,9.650460976824128e-32,5.430549872305522e-47,2.477997135526829e-32,2.744339846135744e-31,8.820571385646225e-37
24,2,Birds,General,multi,0.32781818809535723,0.23123646506024736,0.0832620682769304,0.2313592060817416,-0.014241047658296663,0.0008701053955996458,0.02062614853781446,0.4101759916023272,0.020557084234506143,0.888164507026256
25,2,Birds,General,single,0.4956521739130434,0.38768085158767773,0.497391304347826,0.5930434782608696,-0.004347826086956522,0.013778010050266383,0.061231670353791415,0.013398524953480467,0.002256205841038741,0.9839134567350357
26,2,Birds,Specific,multi,0.3152376796514873,0.2722372573865323,0.4728835249324735,0.4764002353262706,0.4397928404420338,0.001400198603876957,0.006142010760349977,6.763444747390768e-07,5.438711533832576e-07,4.690308385264531e-06
27,2,Birds,Specific,single,0.38678187231829525,0.4046441670345461,0.47656938153134026,0.4881661500871533,0.5293042791816454,2.6405958522351625e-07,6.403682986035261e-08,8.560561730102406e-11,2.5309608653339318e-11,2.2744082235711943e-13
28,2,Mammals,General,multi,0.3587914072710912,0.13837468922614288,0.2113100777810529,0.2015608547468127,0.2917186755132598,0.00024671797909939106,0.16976337746459214,0.03482159603675449,0.044330019958986853,0.003231150165085063
29,2,Mammals,General,single,0.348695652173913,-0.07114478112971996,0.5913043478260869,0.6834782608695652,0.6026086956521738,0.09493011884568245,0.7411358289671997,0.002341953022250765,0.0002317539656819687,0.001830792673069792
30,2,Mammals,Specific,multi,0.6099501032589519,0.7267175407163502,0.7529456957794163,0.7465787343599606,0.819993820133403,1.6276888222303485e-11,1.1425471555419136e-17,1.6469527697078018e-19,4.833805745634386e-19,1.7451238580555237e-25
31,2,Mammals,Specific,single,0.5844153130337667,0.6917254034485877,0.6837668715960141,0.7342858443912211,0.8092367080278117,6.108752982727747e-16,5.833697179691989e-24,3.0133181844015554e-23,3.3316225163935737e-28,4.2269368413040263e-38
32,2,Vehicles,General,multi,0.5629637642109501,0.4355580097083217,0.32507493819272804,0.3896795185349663,0.5216966025752372,1.0831245028184344e-09,5.9239824982897405e-06,0.0009668946493910826,6.138651052077512e-05,2.6086091554586413e-08
33,2,Vehicles,General,single,0.8582608695652173,0.6552640512413584,0.49304347826086947,0.6417391304347826,0.8817391304347826,8.174716310276894e-08,0.0005101621381950765,0.014363733768170055,0.0007243804451471963,1.2497252917320802e-08
34,2,Vehicles,Specific,multi,0.7757288087574679,0.8225727777819002,0.7916611667648098,0.771780224362428,0.7951884597242619,2.6304889405049365e-21,9.194845038256789e-26,1.0799635336184781e-22,5.574651471440759e-21,5.1288240726301934e-23
35,2,Vehicles,Specific,single,0.7444179637342456,0.8493480731624259,0.7770001333219825,0.762685257615601,0.7972497231885093,3.2080499059912906e-30,8.144625408739601e-47,2.1964791324164618e-34,1.793665749575924e-32,2.4020002008485436e-37
36,3,Birds,General,multi,0.35456430486710966,0.28913818697050314,0.05299338686506303,0.26166028621222426,0.06991949469189072,0.00029529053521054816,0.0035271490639544704,0.6005293313653581,0.008546302439499836,0.48940782073055433
37,3,Birds,General,single,0.3173913043478261,0.3002041466140479,0.3921739130434782,0.47130434782608693,0.15217391304347824,0.13071808560327577,0.15406905355812456,0.05803633887025061,0.020082231188607965,0.4777969871903096
38,3,Birds,Specific,multi,0.3303697100444915,0.37016397249079086,0.528543525940753,0.5175492060715159,0.40926835814539847,0.0007881058698752685,0.00015023860803695905,1.5842302345853413e-08,3.509914190763459e-08,2.3582484516403634e-05
39,3,Birds,Specific,single,0.35898680385782766,0.3890831703822795,0.4339903678870718,0.46830154533293306,0.44807034673235946,2.038609565700166e-06,2.2103144410545058e-07,5.17715137478019e-09,1.985539754867579e-10,1.4186232537360417e-09
40,3,Mammals,General,multi,0.3848445859589121,0.20585360270604192,0.31485754715904823,0.27427340449181453,0.26772527864269874,7.703157802997446e-05,0.03990639880920195,0.0014200262946797938,0.005755128507185547,0.0070825118514430225
41,3,Mammals,General,single,0.1678260869565217,0.031031234322537436,0.6017391304347826,0.7139130434782608,0.6739130434782608,0.4331165526494354,0.8855477392023634,0.0018664011338972051,8.942588394502409e-05,0.0003056600303861522
42,3,Mammals,Specific,multi,0.6091866774115111,0.7831747097013758,0.8269329443082288,0.8230984113052248,0.8580832742277806,1.7522869428001844e-11,6.117184880802464e-22,3.038621310984471e-26,8.058866090118715e-26,4.017786278477351e-30
43,3,Mammals,Specific,single,0.5997984804597142,0.7515399683894536,0.7063680196634191,0.7850321574076494,0.8511068651961069,6.585135587192732e-17,3.642325618998021e-30,2.465112405266461e-25,1.787560273962124e-34,8.63605406540167e-46
44,3,Vehicles,General,multi,0.5214239438455899,0.4305002783867317,0.34821616213027967,0.4187630538795818,0.5171377064478934,2.6603290480342428e-08,7.7976322113551e-06,0.000384982467979448,1.4509827670969582e-05,3.6140232706892986e-08
45,3,Vehicles,General,single,0.8739130434782607,0.6681484567432954,0.46347826086956523,0.6234782608695651,0.8573913043478261,2.435005007374065e-08,0.0003594478797278551,0.022544972852183147,0.0011336973606633706,8.706604985673429e-08
46,3,Vehicles,Specific,multi,0.7076441170529314,0.799170544969932,0.699813075520143,0.6943643508367929,0.7204871479762228,1.854924294585843e-16,2.1739177482095115e-23,5.466078408953878e-16,1.1360919260971376e-15,2.912489220434684e-17
47,3,Vehicles,Specific,single,0.7790264668822179,0.8672460916728422,0.800232340973516,0.7955376326945288,0.8279173720535148,1.1470895525080104e-34,6.18956833098144e-51,8.240894440886987e-38,4.403198860278812e-37,1.5505978578566816e-42
48,4,Birds,General,multi,0.39754072707982313,0.2870438671193613,0.07297474115522025,0.2910527936913674,0.09939177934031179,4.211706932075003e-05,0.003784994624497854,0.4705801135826485,0.00330531719970026,0.32518406843003256
49,4,Birds,General,single,0.5226086956521738,0.32107926939184595,0.4869565217391304,0.58,0.023478260869565212,0.008792755659654788,0.12606004361240644,0.015810056730347355,0.002969699186636186,0.9132865779270147
50,4,Birds,Specific,multi,0.4122460389823713,0.27835965639114624,0.518263136904498,0.575466520658246,0.47900332400930085,2.0282642194746952e-05,0.005043388839979701,3.336048545187812e-08,3.7805833778620343e-10,4.621001817163017e-07
51,4,Birds,Specific,single,0.4063021211735783,0.3426029335853764,0.5335635000674191,0.4421611432871438,0.5545471180986294,5.590697678061634e-08,6.234440380773343e-06,1.3454183839193807e-13,2.4600819356687475e-09,9.067257966687478e-15
52,4,Mammals,General,multi,0.3710178343675739,0.30986743049201565,0.2567596368361361,0.3218600172069064,0.3271971138294006,0.00014463826474844598,0.0017050209265549042,0.009917293239570973,0.0010927609415528803,0.0008912094914028337
53,4,Mammals,General,single,0.288695652173913,-0.0015137187474408506,0.6139130434782608,0.7191304347826086,0.6504347826086957,0.17126415242206866,0.9943990743808523,0.0014180303842615044,7.504696733116017e-05,0.0005793122865606869
54,4,Mammals,Specific,multi,0.6456417446935913,0.7548840917670937,0.8135510842194981,0.8072202042223632,0.8568831074036793,4.0969595279435136e-13,1.1789511249902455e-19,8.280102993690807e-25,3.609869508602805e-24,5.88893909881465e-30
55,4,Mammals,Specific,single,0.5925717497340427,0.7233436637808941,0.7055173376502905,0.7472455460900613,0.8215051002886427,1.9029788830810094e-16,4.886878668328039e-27,2.9783279112443914e-25,1.1596916166802156e-29,3.835253911725525e-40
56,4,Vehicles,General,multi,0.5101343359886126,0.4362839372669152,0.34123881261787326,0.411572495972179,0.5325619930270687,5.908607246616984e-08,5.692804830593802e-06,0.0005120266193186876,2.098876756053642e-05,1.1761103561940194e-08
57,4,Vehicles,General,single,0.8791304347826084,0.6423796457394216,0.45217391304347826,0.6408695652173912,0.8826086956521739,1.568835871188163e-08,0.0007127190974707539,0.0265272136321037,0.0007404749565562748,1.1571257484064343e-08
58,4,Vehicles,Specific,multi,0.7398668420537924,0.7726557645142785,0.7296174173759664,0.6754478877701495,0.7474803850628963,1.4535136223032425e-18,4.725606758733297e-21,7.326501760557053e-18,1.2762819753174922e-14,4.158312491743231e-19
59,4,Vehicles,Specific,single,0.7469139707100809,0.8577205631237679,0.7638239625143216,0.7684391733955667,0.8007304855326509,1.6213711994105018e-30,1.1327779756867572e-48,1.2782765922612602e-32,3.175102937535366e-33,6.88037595874096e-38
60,5,Birds,General,multi,0.2623559774287049,0.12690922934269055,0.008557446219541943,0.140423731793325,-0.0020283367068511435,0.008365865220780411,0.20830819872949388,0.9326588115229069,0.16346932973931363,0.9840207391149387
61,5,Birds,General,single,0.49391304347826087,0.3101446812701422,0.4495652173913043,0.6113043478260869,0.09739130434782609,0.014166268020548068,0.14023005478834666,0.027521911769761136,0.0015054217824644785,0.6507456469889163
62,5,Birds,Specific,multi,0.4179171675647561,0.25017158165095305,0.4689693271947533,0.5468708299756391,0.43931742632114135,1.5160499222070894e-05,0.012062303111714695,8.596208113459288e-07,3.942843884507478e-09,4.815641340760278e-06
63,5,Birds,Specific,single,0.3852327090106873,0.4005876394623134,0.4755304838646778,0.4573219282284791,0.5396407930484881,2.974212343705816e-07,8.89921280336137e-08,9.526895953681144e-11,5.86490487071931e-10,6.279583485399502e-14
64,5,Mammals,General,multi,0.3479221066096081,0.26368103511309554,0.29868154263631175,0.39893599615732306,0.44536862184223575,0.0003896893639966325,0.008031453217196593,0.002540436389652518,3.935366429476027e-05,3.432306475324637e-06
65,5,Mammals,General,single,0.1269565217391304,0.04919585929182765,0.6069565217391303,0.6643478260869564,0.551304347826087,0.5544163873133454,0.8194275032032885,0.0016613144755187755,0.00039924328712659537,0.005232389972592129
66,5,Mammals,Specific,multi,0.6164486328910477,0.7377319360432881,0.7151944323967394,0.7059649556638465,0.7512782058654557,8.617592341952645e-12,2.048503983477801e-18,6.323679297129079e-17,2.345623770609087e-16,2.19032202965765e-19
67,5,Mammals,Specific,single,0.5863875674209476,0.6821143500171195,0.6684305667784068,0.7181178549914053,0.8077254346514952,4.621402919895644e-16,4.2099985788516093e-23,6.183140406523398e-22,1.6847474675886425e-26,7.368085645403119e-38
68,5,Vehicles,General,multi,0.5185131856121427,0.3636030261341612,0.3046562294725055,0.38120356800194594,0.4552486696010893,3.277121720222212e-08,0.00020046292917303286,0.0020570372656539522,9.118231538969266e-05,1.94681340334543e-06
69,5,Vehicles,General,single,0.8513043478260869,0.6294952402374849,0.4626086956521739,0.6252173913043478,0.8417391304347825,1.338461277676705e-07,0.0009811547890508224,0.022833034205313595,0.0010876485622887484,2.5354935854452587e-07
70,5,Vehicles,Specific,multi,0.7829322237841485,0.8238215394877162,0.731486455406208,0.704116322480536,0.7472733226683919,6.420567504778301e-22,6.717002645852512e-26,5.4852408825716755e-18,3.0314788403149584e-16,4.3048108734871796e-19
71,5,Vehicles,Specific,single,0.7647517730313022,0.8648478436415707,0.7707738904036525,0.7783097375145143,0.8182108176701094,9.68591290603811e-33,2.3848536006665764e-50,1.5502328088006397e-33,1.4445379910870849e-34,8.68047340734273e-41
72,6,Birds,General,multi,0.3797292893953096,0.2133416674251371,0.13696866815429026,0.27592373756864447,0.16201724204444315,9.757147805559345e-05,0.033073067088956014,0.1741845814181266,0.005457591205845699,0.10729697913696896
73,6,Birds,General,single,0.6130434782608695,0.39265111891572496,0.5556521739130434,0.7295652173913043,0.17565217391304347,0.001446665230327324,0.05770468023618698,0.004817401046333093,5.223689984061561e-05,0.41165144697505396
74,6,Birds,Specific,multi,0.3121063650716558,0.24752779219176643,0.4505762594660449,0.49551266274355144,0.3936796195790205,0.001571295517938147,0.013030840775787502,2.551201709979576e-06,1.5924912749644234e-07,5.073817186961717e-05
75,6,Birds,Specific,single,0.3820202611357237,0.3635067103397695,0.43693517320027003,0.4221988149985795,0.4792220330603178,3.7990512946230654e-07,1.4810631209033267e-06,3.9683773346762e-09,1.4641555575181761e-08,6.504179915172818e-11
76,6,Mammals,General,multi,0.34019365884760905,0.18552347251300463,0.24345344815771636,0.26881368857186894,0.3745922979337383,0.0005340707889168623,0.06460417189908621,0.014656023539083643,0.006844684522644414,0.0001232306005907412
77,6,Mammals,General,single,0.13565217391304346,-0.07114478112971996,0.6565217391304347,0.6313043478260869,0.6382608695652173,0.5273785419058558,0.7411358289671997,0.0004933716902060795,0.0009388911528619091,0.0007906217319767449
78,6,Mammals,Specific,multi,0.6475800141145149,0.7763974310910035,0.7639961960523511,0.7910419554334762,0.8146612385317918,3.3078726058335975e-13,2.3128490848883404e-21,2.346920169932973e-20,1.2289577275735946e-22,6.359119355998149e-25
79,6,Mammals,Specific,single,0.6235756599293861,0.7116013045934247,0.7180860869928417,0.7414746647094849,0.8092841560050953,1.6481981967226183e-18,7.586065217532947e-26,1.6973255586730602e-26,5.30254762453079e-29,4.153499483700014e-38
80,6,Vehicles,General,multi,0.5234697561033729,0.3636926150541459,0.30607180836651565,0.34781565113034923,0.4779539072634466,2.2949708712546796e-08,0.00019968329987610735,0.0019554403797398838,0.00039140639040086383,4.935518767243638e-07
81,6,Vehicles,General,single,0.8695652173913043,0.6681484567432954,0.40956521739130425,0.5791304347826086,0.8443478260869565,3.461787327652242e-08,0.0003594478797278551,0.046866169264913146,0.00302338820095787,2.139070702387755e-07
82,6,Vehicles,Specific,multi,0.7309043675101786,0.7744898580557013,0.7202827636341779,0.7075548417014109,0.7578979907520403,6.0042106880777136e-18,3.3349726268963644e-21,3.001993575243688e-17,1.8782943010593617e-16,6.967195449591927e-20
83,6,Vehicles,Specific,single,0.7486444500781458,0.8420377363382988,0.739024330533871,0.7511314402375079,0.779629614526604,1.0054797973621028e-30,2.7675933392190485e-45,1.3647084022136773e-29,5.025338463872938e-31,9.441542476252203e-35
84,7,Birds,General,multi,0.3632413886595257,0.31992655899564565,0.11702383045250093,0.23145819997629472,0.20137724141695107,0.00020363871211327565,0.001175465069403429,0.2462465379068588,0.02050152677127537,0.04452797110076752
85,7,Birds,General,single,0.45999999999999996,0.26441822185210845,0.40956521739130425,0.5608695652173912,0.15652173913043477,0.023715087669870637,0.21181307614138917,0.046866169264913146,0.004356259737992493,0.4651562978756907
86,7,Birds,Specific,multi,0.3209378682088426,0.21872843239117332,0.4685612459845923,0.45368428539651623,0.4351585986940592,0.0011315214876827654,0.02879137789037286,8.812313637161276e-07,2.1322186434053053e-06,6.0549216346497325e-06
87,7,Birds,Specific,single,0.4603497228908567,0.43476292252564225,0.5300322950763151,0.5341691737619475,0.5403389933041313,4.3672360692948325e-10,4.829502459941799e-09,2.0802762920932606e-13,1.247881292880157e-13,5.7475786658471e-14
88,7,Mammals,General,multi,0.29392279182371284,0.18615443274091545,0.25443476323733816,0.318965905871187,0.41064216749433113,0.0029961827686234145,0.06368419176743807,0.0106326137523282,0.0012186396203111714,2.2002052796788677e-05
89,7,Mammals,General,single,0.1782608695652174,0.15439931223896677,0.5582608695652173,0.7069565217391304,0.5739130434782608,0.4046292620718748,0.47130524011634967,0.004581953045617811,0.00011232149069224439,0.0033630914138609155
90,7,Mammals,Specific,multi,0.6186135555189651,0.7307025806348396,0.7586802855563913,0.7399155083477443,0.7633969836331411,6.949662742120521e-12,6.195011572372121e-18,6.070424903348377e-20,1.4421326650396786e-18,2.6155330742866355e-20
91,7,Mammals,Specific,single,0.6099106677251653,0.7282668637131912,0.6589602106162469,0.7254826739156622,0.7856644392944748,1.4251330708319262e-17,1.4834200355943359e-27,3.658221155528458e-21,2.92048724121714e-27,1.4573684379260402e-34
92,7,Vehicles,General,multi,0.5814675029846704,0.40707274123514986,0.3478780104557897,0.3939221193357662,0.5193760085185513,2.2451638280297484e-10,2.633081135391133e-05,0.0003903997508967612,5.015159028021225e-05,3.0813256888928085e-08
93,7,Vehicles,General,single,0.8313043478260868,0.6294952402374849,0.37478260869565216,0.571304347826087,0.8478260869565216,4.861522291772162e-07,0.0009811547890508224,0.07115916006574712,0.003544698756748856,1.696951941497286e-07
94,7,Vehicles,Specific,multi,0.7314416709486005,0.7939625116049275,0.751142409366225,0.7292873714993384,0.7565627020037987,5.523570662946117e-18,6.654708634395414e-23,2.241553367669584e-19,7.708774280407236e-18,8.803896746693126e-20
95,7,Vehicles,Specific,single,0.728024485648535,0.8440665590536521,0.7475885053735241,0.7542543843055161,0.788329875889685,2.346952504309156e-28,1.0593939285190243e-45,1.3464704501693903e-30,2.0790092803870184e-31,5.3074851335124985e-36
96,8,Birds,General,multi,0.2856071217803333,0.2052748059900662,0.13701955611650277,0.22951218248216163,0.12500450171956498,0.003971505769858678,0.04048042582954698,0.1740231027864703,0.021617627973159036,0.21527291014448624
97,8,Birds,General,single,0.48521739130434777,0.3807224773284117,0.5182608695652173,0.5869565217391304,0.1469565217391304,0.01624446218040303,0.06644539408068448,0.009476192167472683,0.0025685296168339333,0.4931931221106659
98,8,Birds,Specific,multi,0.45758607885098496,0.2954888613263811,0.60855449874914,0.6303443120277584,0.4877173519085291,1.6979663227253091e-06,0.0028386828136586118,1.862375262560131e-11,2.1039800641825166e-12,2.6519265654127587e-07
99,8,Birds,Specific,single,0.4452158925249109,0.4447903513666408,0.5129708079186103,0.5422399511282407,0.5120391528472055,1.8532200089463543e-09,1.9281356301768186e-09,1.5934340491988026e-12,4.5118960785888237e-14,1.7750588065241092e-12
100,8,Mammals,General,multi,0.31332061180626497,0.1994648929463169,0.23162689112278634,0.24243069799904374,0.29536616999054205,0.001502817506821221,0.04663363643280824,0.0204071507579672,0.015090598040804346,0.0028507476535973913
101,8,Mammals,General,single,0.3173913043478261,-0.14077584351199912,0.6208695652173912,0.6356521739130434,0.6078260869565217,0.13071808560327577,0.5117461179585734,0.0012059039024496878,0.0008436669168882472,0.0016290785970250606
102,8,Mammals,Specific,multi,0.6080026887597106,0.7578838965097048,0.7681224651530719,0.7715609327868984,0.8348935460633492,1.963890782526874e-11,6.98447885518036e-20,1.1030628634283155e-20,5.809532697443396e-21,3.707587072937099e-27
103,8,Mammals,Specific,single,0.6066227755726931,0.7256662297614321,0.7302129895651561,0.7620354821269864,0.8363711542913111,2.3581609194226702e-17,2.7936449430655487e-27,9.192993855295724e-28,1.9396838958255741e-31,7.738020472757983e-43
104,8,Vehicles,General,multi,0.4758398456870472,0.2683031964439036,0.35932896133787595,0.36339850548503444,0.46579251479910294,5.631872877633459e-07,0.0069553373977508754,0.00024110026075303335,0.0002022532898943981,1.0420371389833576e-06
105,8,Vehicles,General,single,0.8939130434782607,0.6417661026202819,0.4139130434782608,0.6347826086956522,0.8643478260869566,4.011400713518216e-09,0.0007238860872024364,0.044355692190527395,0.0008620162988746089,5.1958569004558646e-08
106,8,Vehicles,Specific,multi,0.7677028338355,0.7891632207219224,0.7348955846165623,0.6969395115765442,0.7423202262400386,1.19194249208565e-20,1.8141784981026437e-22,3.2150951358631437e-18,8.056149002091367e-16,9.758079861443542e-19
107,8,Vehicles,Specific,single,0.7287408748710759,0.8724457984918321,0.784174947013538,0.7758876217653806,0.8242198101022915,1.9583304437264588e-28,3.029512459640801e-52,2.133728602568454e-35,3.1287230088794164e-34,7.396783774168226e-42
108,9,Birds,General,multi,0.16804549222234677,0.06459932337667318,-0.009566334261515905,0.09122225895548416,0.11055264410730486,0.09467534004720149,0.5231229060096216,0.9247415583253658,0.36671828133138074,0.27352204782433004
109,9,Birds,General,single,0.4478260869565217,0.44036568526497755,0.47913043478260864,0.6191304347826087,0.10782608695652172,0.028201491909682262,0.031270691898284526,0.017842278385011293,0.0012562023298653803,0.6160158821815656
110,9,Birds,Specific,multi,0.28233042054497237,0.29566483797393384,0.4532830055092424,0.4835954925784879,0.42505896538121596,0.004427939176578327,0.002821458294488747,2.182399702442315e-06,3.4551966633785036e-07,1.0429029163107333e-05
111,9,Birds,Specific,single,0.44369282069287497,0.481208161472061,0.5161441806947513,0.5619522279625673,0.548249914582742,2.135093800165471e-09,5.286759770549605e-11,1.1004868830723063e-12,3.3433073628805047e-15,2.0778317236114334e-14
112,9,Mammals,General,multi,0.4357375626118946,0.2500692340054237,0.2899313481196944,0.3541300985440077,0.3944562144063138,5.8659929449664545e-06,0.012098594651764839,0.0034336820769673877,0.00030074988050108963,4.8881914529545864e-05
113,9,Mammals,General,single,0.2721739130434782,-0.053737015534150195,0.5973913043478261,0.7269565217391305,0.6513043478260869,0.1982171723154793,0.803064673052224,0.0020534369448034903,5.7276052099930176e-05,0.0005662946961460888
114,9,Mammals,Specific,multi,0.6066214205833601,0.7963982985319669,0.7893375591351381,0.8165997575534489,0.8443660336004498,2.241925740544588e-11,3.959465816421717e-23,1.7500753836932685e-22,3.9936007537857047e-25,2.609638135815462e-28
115,9,Mammals,Specific,single,0.6143507330074125,0.7244972146768767,0.7247435130096239,0.7648505448120293,0.8132201451903184,7.152096627825265e-18,3.704417842751947e-27,3.491023326429633e-27,8.607563034202716e-32,9.538440280216772e-39
116,9,Vehicles,General,multi,0.5714054288504169,0.34899478319411975,0.438331587071605,0.4313312492979625,0.5646074636573905,5.34736180086899e-10,0.0003727706905650848,5.085669609638536e-06,7.45564403562951e-06,9.45508937781772e-10
117,9,Vehicles,General,single,0.8704347826086956,0.6429931888585614,0.4208695652173913,0.5852173913043477,0.863478260869565,3.229817424983966e-08,0.0007017009736875792,0.04055960072223448,0.002664232535717015,5.550668362063421e-08
118,9,Vehicles,Specific,multi,0.7266524651475053,0.7929337332878897,0.7600048009661723,0.7397821720153073,0.782806461904298,1.1539218735104786e-17,8.269130335897234e-23,4.8015963659121227e-20,1.4735226472663562e-18,6.583630947067119e-22
119,9,Vehicles,Specific,single,0.7579598599535976,0.8448476926881796,0.7874255569910044,0.771823159333072,0.8248055435516849,7.170188244729679e-32,7.2928542324035e-46,7.203686425143886e-36,1.1201138799180781e-33,5.789193753628548e-42
120,10,Birds,General,multi,0.41692571936256545,0.37192160689724174,0.12932051119430865,0.291920844878201,0.031053272886914323,1.5957983088199564e-05,0.00013892184591325434,0.19972392450661366,0.0032089295480039544,0.7590697963371748
121,10,Birds,General,single,0.6417391304347826,0.3827105842596306,0.557391304347826,0.7295652173913043,0.03043478260869565,0.0007243804451471963,0.0649222989691774,0.004659335734393889,5.223689984061561e-05,0.8877339355759605
