,domain,c1,c2,prompt_name,prompt
89,Mammals,Hedgehogs,Foxes,two_choice_similarity,"You are an expert on mammals and the different properties that they have. With these properties in mind, we will ask you whether two mammals are similar or not.

Question: With their respective properties in mind, how similar are hedgehogs and foxes on a scale of 0 to 20? Answer with a single number.
Answer:"
90,Mammals,Hedgehogs,Wolves,two_choice_similarity,"You are an expert on mammals and the different properties that they have. With these properties in mind, we will ask you whether two mammals are similar or not.

Question: With their respective properties in mind, how similar are hedgehogs and wolves on a scale of 0 to 20? Answer with a single number.
Answer:"
91,Mammals,Hedgehogs,Zebras,two_choice_similarity,"You are an expert on mammals and the different properties that they have. With these properties in mind, we will ask you whether two mammals are similar or not.

Question: With their respective properties in mind, how similar are hedgehogs and zebras on a scale of 0 to 20? Answer with a single number.
Answer:"
92,Mammals,Donkeys,Beavers,two_choice_similarity,"You are an expert on mammals and the different properties that they have. With these properties in mind, we will ask you whether two mammals are similar or not.

Question: With their respective properties in mind, how similar are donkeys and beavers on a scale of 0 to 20? Answer with a single number.
Answer:"
93,Mammals,Donkeys,Camels,two_choice_similarity,"You are an expert on mammals and the different properties that they have. With these properties in mind, we will ask you whether two mammals are similar or not.

Question: With their respective properties in mind, how similar are donkeys and camels on a scale of 0 to 20? Answer with a single number.
Answer:"
94,Mammals,Donkeys,Squirrels,two_choice_similarity,"You are an expert on mammals and the different properties that they have. With these properties in mind, we will ask you whether two mammals are similar or not.

Question: With their respective properties in mind, how similar are donkeys and squirrels on a scale of 0 to 20? Answer with a single number.
Answer:"
95,Mammals,Donkeys,Hedgehogs,two_choice_similarity,"You are an expert on mammals and the different properties that they have. With these properties in mind, we will ask you whether two mammals are similar or not.

Question: With their respective properties in mind, how similar are donkeys and hedgehogs on a scale of 0 to 20? Answer with a single number.
Answer:"
96,Mammals,Donkeys,Giraffes,two_choice_similarity,"You are an expert on mammals and the different properties that they have. With these properties in mind, we will ask you whether two mammals are similar or not.

Question: With their respective properties in mind, how similar are donkeys and giraffes on a scale of 0 to 20? Answer with a single number.
Answer:"
97,Mammals,Donkeys,Hamsters,two_choice_similarity,"You are an expert on mammals and the different properties that they have. With these properties in mind, we will ask you whether two mammals are similar or not.

Question: With their respective properties in mind, how similar are donkeys and hamsters on a scale of 0 to 20? Answer with a single number.
Answer:"
98,Mammals,Donkeys,Deer,two_choice_similarity,"You are an expert on mammals and the different properties that they have. With these properties in mind, we will ask you whether two mammals are similar or not.

Question: With their respective properties in mind, how similar are donkeys and deer on a scale of 0 to 20? Answer with a single number.
Answer:"
99,Mammals,Donkeys,Dogs,two_choice_similarity,"You are an expert on mammals and the different properties that they have. With these properties in mind, we will ask you whether two mammals are similar or not.

Question: With their respective properties in mind, how similar are donkeys and dogs on a scale of 0 to 20? Answer with a single number.
Answer:"
100,Mammals,Donkeys,Cats,two_choice_similarity,"You are an expert on mammals and the different properties that they have. With these properties in mind, we will ask you whether two mammals are similar or not.

Question: With their respective properties in mind, how similar are donkeys and cats on a scale of 0 to 20? Answer with a single number.
Answer:"
101,Mammals,Donkeys,Cows,two_choice_similarity,"You are an expert on mammals and the different properties that they have. With these properties in mind, we will ask you whether two mammals are similar or not.

Question: With their respective properties in mind, how similar are donkeys and cows on a scale of 0 to 20? Answer with a single number.
Answer:"
102,Mammals,Donkeys,Rabbits,two_choice_similarity,"You are an expert on mammals and the different properties that they have. With these properties in mind, we will ask you whether two mammals are similar or not.

Question: With their respective properties in mind, how similar are donkeys and rabbits on a scale of 0 to 20? Answer with a single number.
Answer:"
103,Mammals,Donkeys,Llamas,two_choice_similarity,"You are an expert on mammals and the different properties that they have. With these properties in mind, we will ask you whether two mammals are similar or not.

Question: With their respective properties in mind, how similar are donkeys and llamas on a scale of 0 to 20? Answer with a single number.
Answer:"
104,Mammals,Donkeys,Lions,two_choice_similarity,"You are an expert on mammals and the different properties that they have. With these properties in mind, we will ask you whether two mammals are similar or not.

Question: With their respective properties in mind, how similar are donkeys and lions on a scale of 0 to 20? Answer with a single number.
Answer:"
105,Mammals,Donkeys,Mice,two_choice_similarity,"You are an expert on mammals and the different properties that they have. With these properties in mind, we will ask you whether two mammals are similar or not.

Question: With their respective properties in mind, how similar are donkeys and mice on a scale of 0 to 20? Answer with a single number.
Answer:"
106,Mammals,Donkeys,Rhinos,two_choice_similarity,"You are an expert on mammals and the different properties that they have. With these properties in mind, we will ask you whether two mammals are similar or not.

Question: With their respective properties in mind, how similar are donkeys and rhinos on a scale of 0 to 20? Answer with a single number.
Answer:"
107,Mammals,Donkeys,Hippos,two_choice_similarity,"You are an expert on mammals and the different properties that they have. With these properties in mind, we will ask you whether two mammals are similar or not.

Question: With their respective properties in mind, how similar are donkeys and hippos on a scale of 0 to 20? Answer with a single number.
Answer:"
108,Mammals,Donkeys,Elephants,two_choice_similarity,"You are an expert on mammals and the different properties that they have. With these properties in mind, we will ask you whether two mammals are similar or not.

Question: With their respective properties in mind, how similar are donkeys and elephants on a scale of 0 to 20? Answer with a single number.
Answer:"
109,Mammals,Donkeys,Horses,two_choice_similarity,"You are an expert on mammals and the different properties that they have. With these properties in mind, we will ask you whether two mammals are similar or not.

Question: With their respective properties in mind, how similar are donkeys and horses on a scale of 0 to 20? Answer with a single number.
Answer:"
110,Mammals,Donkeys,Sheep,two_choice_similarity,"You are an expert on mammals and the different properties that they have. With these properties in mind, we will ask you whether two mammals are similar or not.

Question: With their respective properties in mind, how similar are donkeys and sheep on a scale of 0 to 20? Answer with a single number.
Answer:"
111,Mammals,Donkeys,Tigers,two_choice_similarity,"You are an expert on mammals and the different properties that they have. With these properties in mind, we will ask you whether two mammals are similar or not.

Question: With their respective properties in mind, how similar are donkeys and tigers on a scale of 0 to 20? Answer with a single number.
Answer:"
