"uid","tid","trialId","premises0","conclusion0","conclusionType","rating"
"0hfJf7ESSEYVVsuYAFuo","tid_experiment2_dedeyne_participant317","tc29","Sheep","All mammals","specific",70
"0hfJf7ESSEYVVsuYAFuo","tid_experiment2_dedeyne_participant317","tc2","Wolves:Llamas","All mammals","specific",44
"0hfJf7ESSEYVVsuYAFuo","tid_experiment2_dedeyne_participant317","tc30","Hamsters","All mammals","specific",73
"0hfJf7ESSEYVVsuYAFuo","tid_experiment2_dedeyne_participant317","tc31","Squirrels","All mammals","specific",72
"0hfJf7ESSEYVVsuYAFuo","tid_experiment2_dedeyne_participant317","tc32","All plants and animals","All mammals","specific",71
"0hfJf7ESSEYVVsuYAFuo","tid_experiment2_dedeyne_participant317","tc33","Zebras","All mammals","specific",71
"0hfJf7ESSEYVVsuYAFuo","tid_experiment2_dedeyne_participant317","tc34","Wolves","All mammals","specific",71
"0hfJf7ESSEYVVsuYAFuo","tid_experiment2_dedeyne_participant317","tc35","Beavers","All mammals","specific",77
"0hfJf7ESSEYVVsuYAFuo","tid_experiment2_dedeyne_participant317","tc36","Horses","All mammals","specific",75
"0hfJf7ESSEYVVsuYAFuo","tid_experiment2_dedeyne_participant317","tc37","Giraffes","All mammals","specific",68
"0hfJf7ESSEYVVsuYAFuo","tid_experiment2_dedeyne_participant317","tc3","Horses:Cats","All mammals","specific",58
"0hfJf7ESSEYVVsuYAFuo","tid_experiment2_dedeyne_participant317","tc4","Horses:Cows","All mammals","specific",58
"0hfJf7ESSEYVVsuYAFuo","tid_experiment2_dedeyne_participant317","tc5","Cows:Giraffes","All mammals","specific",61
"0hfJf7ESSEYVVsuYAFuo","tid_experiment2_dedeyne_participant317","tc6","Camels:Cows","All mammals","specific",67
"0hfJf7ESSEYVVsuYAFuo","tid_experiment2_dedeyne_participant317","tc7","Hamsters:Squirrels","All mammals","specific",64
"0hfJf7ESSEYVVsuYAFuo","tid_experiment2_dedeyne_participant317","tc8","All animals:All organisms","All mammals","specific",99
"0hfJf7ESSEYVVsuYAFuo","tid_experiment2_dedeyne_participant317","tc9","Rabbits:Llamas","All mammals","specific",83
"0hfJf7ESSEYVVsuYAFuo","tid_experiment2_dedeyne_participant317","training_1_0","Papayas","All fruits","specific",43
"0hfJf7ESSEYVVsuYAFuo","tid_experiment2_dedeyne_participant317","training_1_1","Apples","All fruits","specific",64
"0hfJf7ESSEYVVsuYAFuo","tid_experiment2_dedeyne_participant317","training_2_0","Lemons:Limes","All fruits","specific",24
"0hfJf7ESSEYVVsuYAFuo","tid_experiment2_dedeyne_participant317","training_2_1","Bananas:Watermelons","All fruits","specific",23
"11KGST9AnL4yASw1bIVS","tid_experiment2_dedeyne_participant192","tc0","Hedgehogs","All mammals","specific",0
"11KGST9AnL4yASw1bIVS","tid_experiment2_dedeyne_participant192","tc10","Hamsters","All mammals","specific",28
"11KGST9AnL4yASw1bIVS","tid_experiment2_dedeyne_participant192","tc11","Cows","All mammals","specific",14
"11KGST9AnL4yASw1bIVS","tid_experiment2_dedeyne_participant192","tc12","Beavers","All mammals","specific",9
"11KGST9AnL4yASw1bIVS","tid_experiment2_dedeyne_participant192","tc13","Cats","All mammals","specific",7
"11KGST9AnL4yASw1bIVS","tid_experiment2_dedeyne_participant192","tc14","Donkeys","All mammals","specific",11
"11KGST9AnL4yASw1bIVS","tid_experiment2_dedeyne_participant192","tc15","Tigers","All mammals","specific",32
"11KGST9AnL4yASw1bIVS","tid_experiment2_dedeyne_participant192","tc16","All living things","All mammals","specific",0
"11KGST9AnL4yASw1bIVS","tid_experiment2_dedeyne_participant192","tc17","Elephants","All mammals","specific",31
"11KGST9AnL4yASw1bIVS","tid_experiment2_dedeyne_participant192","tc18","Deer","All mammals","specific",11
"11KGST9AnL4yASw1bIVS","tid_experiment2_dedeyne_participant192","tc19","Sheep","All mammals","specific",22
"11KGST9AnL4yASw1bIVS","tid_experiment2_dedeyne_participant192","tc1","Hippos","All mammals","specific",1
"11KGST9AnL4yASw1bIVS","tid_experiment2_dedeyne_participant192","tc20","Foxes","All mammals","specific",8
"11KGST9AnL4yASw1bIVS","tid_experiment2_dedeyne_participant192","tc21","Giraffes","All mammals","specific",0
"11KGST9AnL4yASw1bIVS","tid_experiment2_dedeyne_participant192","tc22","Llamas","All mammals","specific",7
"11KGST9AnL4yASw1bIVS","tid_experiment2_dedeyne_participant192","tc23","Squirrels","All mammals","specific",12
"11KGST9AnL4yASw1bIVS","tid_experiment2_dedeyne_participant192","tc24","All plants and animals","All mammals","specific",93
"11KGST9AnL4yASw1bIVS","tid_experiment2_dedeyne_participant192","tc25","Lions","All mammals","specific",4
"11KGST9AnL4yASw1bIVS","tid_experiment2_dedeyne_participant192","tc26","Rabbits","All mammals","specific",8
"11KGST9AnL4yASw1bIVS","tid_experiment2_dedeyne_participant192","tc27","Deer:Rhinos","All mammals","specific",12
"11KGST9AnL4yASw1bIVS","tid_experiment2_dedeyne_participant192","tc28","Foxes:Hamsters","All mammals","specific",78
"11KGST9AnL4yASw1bIVS","tid_experiment2_dedeyne_participant192","tc29","Rabbits:Horses","All mammals","specific",70
"11KGST9AnL4yASw1bIVS","tid_experiment2_dedeyne_participant192","tc2","Zebras","All mammals","specific",40
"11KGST9AnL4yASw1bIVS","tid_experiment2_dedeyne_participant192","tc30","Rabbits:Lions","All mammals","specific",65
"11KGST9AnL4yASw1bIVS","tid_experiment2_dedeyne_participant192","tc31","Zebras:Mice","All mammals","specific",70
"11KGST9AnL4yASw1bIVS","tid_experiment2_dedeyne_participant192","tc32","All animals:All organisms","All mammals","specific",4
"11KGST9AnL4yASw1bIVS","tid_experiment2_dedeyne_participant192","tc33","Hedgehogs:Sheep","All mammals","specific",77
"11KGST9AnL4yASw1bIVS","tid_experiment2_dedeyne_participant192","tc34","Sheep:Camels","All mammals","specific",72
"11KGST9AnL4yASw1bIVS","tid_experiment2_dedeyne_participant192","tc35","Beavers:Mice","All mammals","specific",10
"11KGST9AnL4yASw1bIVS","tid_experiment2_dedeyne_participant192","tc36","Rabbits:Hamsters","All mammals","specific",80
"11KGST9AnL4yASw1bIVS","tid_experiment2_dedeyne_participant192","tc37","Tigers:Hamsters","All mammals","specific",75
"11KGST9AnL4yASw1bIVS","tid_experiment2_dedeyne_participant192","tc3","Camels","All mammals","specific",3
"11KGST9AnL4yASw1bIVS","tid_experiment2_dedeyne_participant192","tc4","Mice","All mammals","specific",32
"11KGST9AnL4yASw1bIVS","tid_experiment2_dedeyne_participant192","tc5","Wolves","All mammals","specific",34
"11KGST9AnL4yASw1bIVS","tid_experiment2_dedeyne_participant192","tc6","Horses","All mammals","specific",64
"11KGST9AnL4yASw1bIVS","tid_experiment2_dedeyne_participant192","tc7","Dogs","All mammals","specific",89
"11KGST9AnL4yASw1bIVS","tid_experiment2_dedeyne_participant192","tc8","All animals","All mammals","specific",100
"11KGST9AnL4yASw1bIVS","tid_experiment2_dedeyne_participant192","tc9","Rhinos","All mammals","specific",25
"11KGST9AnL4yASw1bIVS","tid_experiment2_dedeyne_participant192","training_1_0","Papayas","All fruits","specific",0
"11KGST9AnL4yASw1bIVS","tid_experiment2_dedeyne_participant192","training_1_1","Apples","All fruits","specific",0
"11KGST9AnL4yASw1bIVS","tid_experiment2_dedeyne_participant192","training_2_0","Lemons:Limes","All fruits","specific",0
"11KGST9AnL4yASw1bIVS","tid_experiment2_dedeyne_participant192","training_2_1","Bananas:Watermelons","All fruits","specific",65
"1PRSFVnBEBRaMyLs62N1","tid_experiment2_dedeyne_participant284","tc0","Wolves","All mammals","specific",13
"1PRSFVnBEBRaMyLs62N1","tid_experiment2_dedeyne_participant284","tc10","Donkeys","All mammals","specific",14
"1PRSFVnBEBRaMyLs62N1","tid_experiment2_dedeyne_participant284","tc11","Elephants","All mammals","specific",17
"1PRSFVnBEBRaMyLs62N1","tid_experiment2_dedeyne_participant284","tc12","Giraffes","All mammals","specific",9
"1PRSFVnBEBRaMyLs62N1","tid_experiment2_dedeyne_participant284","tc13","Dogs","All mammals","specific",25
"1PRSFVnBEBRaMyLs62N1","tid_experiment2_dedeyne_participant284","tc14","Rhinos","All mammals","specific",12
"1PRSFVnBEBRaMyLs62N1","tid_experiment2_dedeyne_participant284","tc15","Hippos","All mammals","specific",11
"1PRSFVnBEBRaMyLs62N1","tid_experiment2_dedeyne_participant284","tc16","All living things","All mammals","specific",100
"1PRSFVnBEBRaMyLs62N1","tid_experiment2_dedeyne_participant284","tc17","Hedgehogs","All mammals","specific",16
"1PRSFVnBEBRaMyLs62N1","tid_experiment2_dedeyne_participant284","tc18","Zebras","All mammals","specific",14
"1PRSFVnBEBRaMyLs62N1","tid_experiment2_dedeyne_participant284","tc19","Rabbits","All mammals","specific",13
"1PRSFVnBEBRaMyLs62N1","tid_experiment2_dedeyne_participant284","tc1","Cats","All mammals","specific",27
"1PRSFVnBEBRaMyLs62N1","tid_experiment2_dedeyne_participant284","tc20","Squirrels","All mammals","specific",6
"1PRSFVnBEBRaMyLs62N1","tid_experiment2_dedeyne_participant284","tc21","Horses","All mammals","specific",28
"1PRSFVnBEBRaMyLs62N1","tid_experiment2_dedeyne_participant284","tc22","Foxes","All mammals","specific",21
"1PRSFVnBEBRaMyLs62N1","tid_experiment2_dedeyne_participant284","tc23","Lions","All mammals","specific",17
"1PRSFVnBEBRaMyLs62N1","tid_experiment2_dedeyne_participant284","tc24","All plants and animals","All mammals","specific",100
"1PRSFVnBEBRaMyLs62N1","tid_experiment2_dedeyne_participant284","tc25","Mice","All mammals","specific",13
"1PRSFVnBEBRaMyLs62N1","tid_experiment2_dedeyne_participant284","tc26","Camels","All mammals","specific",14
"1PRSFVnBEBRaMyLs62N1","tid_experiment2_dedeyne_participant284","tc27","Donkeys:Hamsters","All mammals","specific",62
"1PRSFVnBEBRaMyLs62N1","tid_experiment2_dedeyne_participant284","tc28","Rhinos:Hippos","All mammals","specific",33
"1PRSFVnBEBRaMyLs62N1","tid_experiment2_dedeyne_participant284","tc29","Foxes:Lions","All mammals","specific",54
"1PRSFVnBEBRaMyLs62N1","tid_experiment2_dedeyne_participant284","tc2","Deer","All mammals","specific",20
"1PRSFVnBEBRaMyLs62N1","tid_experiment2_dedeyne_participant284","tc30","Camels:Donkeys","All mammals","specific",32
"1PRSFVnBEBRaMyLs62N1","tid_experiment2_dedeyne_participant284","tc31","Donkeys:Beavers","All mammals","specific",71
"1PRSFVnBEBRaMyLs62N1","tid_experiment2_dedeyne_participant284","tc32","All animals:All organisms","All mammals","specific",100
"1PRSFVnBEBRaMyLs62N1","tid_experiment2_dedeyne_participant284","tc33","Foxes:Wolves","All mammals","specific",27
"1PRSFVnBEBRaMyLs62N1","tid_experiment2_dedeyne_participant284","tc34","Horses:Foxes","All mammals","specific",23
"1PRSFVnBEBRaMyLs62N1","tid_experiment2_dedeyne_participant284","tc35","Cats:Squirrels","All mammals","specific",41
"1PRSFVnBEBRaMyLs62N1","tid_experiment2_dedeyne_participant284","tc36","Squirrels:Hedgehogs","All mammals","specific",28
"1PRSFVnBEBRaMyLs62N1","tid_experiment2_dedeyne_participant284","tc37","Tigers:Donkeys","All mammals","specific",63
"1PRSFVnBEBRaMyLs62N1","tid_experiment2_dedeyne_participant284","tc3","Cows","All mammals","specific",24
"1PRSFVnBEBRaMyLs62N1","tid_experiment2_dedeyne_participant284","tc4","Hamsters","All mammals","specific",10
"1PRSFVnBEBRaMyLs62N1","tid_experiment2_dedeyne_participant284","tc5","Sheep","All mammals","specific",15
"1PRSFVnBEBRaMyLs62N1","tid_experiment2_dedeyne_participant284","tc6","Llamas","All mammals","specific",17
"1PRSFVnBEBRaMyLs62N1","tid_experiment2_dedeyne_participant284","tc7","Beavers","All mammals","specific",11
"1PRSFVnBEBRaMyLs62N1","tid_experiment2_dedeyne_participant284","tc8","All animals","All mammals","specific",100
"1PRSFVnBEBRaMyLs62N1","tid_experiment2_dedeyne_participant284","tc9","Tigers","All mammals","specific",14
"1PRSFVnBEBRaMyLs62N1","tid_experiment2_dedeyne_participant284","training_1_0","Papayas","All fruits","specific",11
"1PRSFVnBEBRaMyLs62N1","tid_experiment2_dedeyne_participant284","training_1_1","Apples","All fruits","specific",18
"1PRSFVnBEBRaMyLs62N1","tid_experiment2_dedeyne_participant284","training_2_0","Lemons:Limes","All fruits","specific",36
"1PRSFVnBEBRaMyLs62N1","tid_experiment2_dedeyne_participant284","training_2_1","Bananas:Watermelons","All fruits","specific",35
"1d71qwoPqOcvfRWFCO0N","tid_experiment2_dedeyne_participant466","tc0","Elephants:Camels","All mammals","specific",99
"1d71qwoPqOcvfRWFCO0N","tid_experiment2_dedeyne_participant466","tc10","Rhinos:Donkeys","All mammals","specific",100
"1d71qwoPqOcvfRWFCO0N","tid_experiment2_dedeyne_participant466","tc11","Rhinos","All mammals","specific",90
"1d71qwoPqOcvfRWFCO0N","tid_experiment2_dedeyne_participant466","tc12","Lions","All mammals","specific",98
"1d71qwoPqOcvfRWFCO0N","tid_experiment2_dedeyne_participant466","tc13","Wolves","All mammals","specific",97
"1d71qwoPqOcvfRWFCO0N","tid_experiment2_dedeyne_participant466","tc14","Mice","All mammals","specific",100
"1d71qwoPqOcvfRWFCO0N","tid_experiment2_dedeyne_participant466","tc15","Deer","All mammals","specific",99
"1d71qwoPqOcvfRWFCO0N","tid_experiment2_dedeyne_participant466","tc16","All animals","All mammals","specific",100
"1d71qwoPqOcvfRWFCO0N","tid_experiment2_dedeyne_participant466","tc17","Zebras","All mammals","specific",99
"1d71qwoPqOcvfRWFCO0N","tid_experiment2_dedeyne_participant466","tc18","Beavers","All mammals","specific",100
"1d71qwoPqOcvfRWFCO0N","tid_experiment2_dedeyne_participant466","tc19","Foxes","All mammals","specific",100
"1d71qwoPqOcvfRWFCO0N","tid_experiment2_dedeyne_participant466","tc1","Squirrels:Sheep","All mammals","specific",100
"1d71qwoPqOcvfRWFCO0N","tid_experiment2_dedeyne_participant466","tc20","Horses","All mammals","specific",100
"1d71qwoPqOcvfRWFCO0N","tid_experiment2_dedeyne_participant466","tc21","Hamsters","All mammals","specific",100
"1d71qwoPqOcvfRWFCO0N","tid_experiment2_dedeyne_participant466","tc22","Cows","All mammals","specific",98
"1d71qwoPqOcvfRWFCO0N","tid_experiment2_dedeyne_participant466","tc23","Elephants","All mammals","specific",100
"1d71qwoPqOcvfRWFCO0N","tid_experiment2_dedeyne_participant466","tc24","All living things","All mammals","specific",21
"1d71qwoPqOcvfRWFCO0N","tid_experiment2_dedeyne_participant466","tc25","Giraffes","All mammals","specific",100
"1d71qwoPqOcvfRWFCO0N","tid_experiment2_dedeyne_participant466","tc26","Cats","All mammals","specific",100
"1d71qwoPqOcvfRWFCO0N","tid_experiment2_dedeyne_participant466","tc27","Tigers","All mammals","specific",100
"1d71qwoPqOcvfRWFCO0N","tid_experiment2_dedeyne_participant466","tc28","Llamas","All mammals","specific",100
"1d71qwoPqOcvfRWFCO0N","tid_experiment2_dedeyne_participant466","tc29","Hedgehogs","All mammals","specific",100
"1d71qwoPqOcvfRWFCO0N","tid_experiment2_dedeyne_participant466","tc2","Hamsters:Deer","All mammals","specific",100
"1d71qwoPqOcvfRWFCO0N","tid_experiment2_dedeyne_participant466","tc30","Camels","All mammals","specific",100
"1d71qwoPqOcvfRWFCO0N","tid_experiment2_dedeyne_participant466","tc31","Hippos","All mammals","specific",100
"1d71qwoPqOcvfRWFCO0N","tid_experiment2_dedeyne_participant466","tc32","All plants and animals","All mammals","specific",32
"1d71qwoPqOcvfRWFCO0N","tid_experiment2_dedeyne_participant466","tc33","Sheep","All mammals","specific",99
"1d71qwoPqOcvfRWFCO0N","tid_experiment2_dedeyne_participant466","tc34","Squirrels","All mammals","specific",100
"1d71qwoPqOcvfRWFCO0N","tid_experiment2_dedeyne_participant466","tc35","Donkeys","All mammals","specific",100
"1d71qwoPqOcvfRWFCO0N","tid_experiment2_dedeyne_participant466","tc36","Rabbits","All mammals","specific",100
"1d71qwoPqOcvfRWFCO0N","tid_experiment2_dedeyne_participant466","tc37","Dogs","All mammals","specific",100
"1d71qwoPqOcvfRWFCO0N","tid_experiment2_dedeyne_participant466","tc3","Zebras:Cats","All mammals","specific",100
"1d71qwoPqOcvfRWFCO0N","tid_experiment2_dedeyne_participant466","tc4","Hedgehogs:Beavers","All mammals","specific",100
"1d71qwoPqOcvfRWFCO0N","tid_experiment2_dedeyne_participant466","tc5","Cows:Squirrels","All mammals","specific",100
"1d71qwoPqOcvfRWFCO0N","tid_experiment2_dedeyne_participant466","tc6","Donkeys:Giraffes","All mammals","specific",100
"1d71qwoPqOcvfRWFCO0N","tid_experiment2_dedeyne_participant466","tc7","Wolves:Horses","All mammals","specific",100
"1d71qwoPqOcvfRWFCO0N","tid_experiment2_dedeyne_participant466","tc8","All animals:All organisms","All mammals","specific",21
"1d71qwoPqOcvfRWFCO0N","tid_experiment2_dedeyne_participant466","tc9","Hippos:Elephants","All mammals","specific",100
"1d71qwoPqOcvfRWFCO0N","tid_experiment2_dedeyne_participant466","training_1_0","Papayas","All fruits","specific",100
"1d71qwoPqOcvfRWFCO0N","tid_experiment2_dedeyne_participant466","training_1_1","Apples","All fruits","specific",98
"1d71qwoPqOcvfRWFCO0N","tid_experiment2_dedeyne_participant466","training_2_0","Lemons:Limes","All fruits","specific",100
"1d71qwoPqOcvfRWFCO0N","tid_experiment2_dedeyne_participant466","training_2_1","Bananas:Watermelons","All fruits","specific",100
"1wZSKFAqskXbaeZpF0Zh","tid_experiment2_dedeyne_participant10","tc0","Cows","All mammals","specific",10
"1wZSKFAqskXbaeZpF0Zh","tid_experiment2_dedeyne_participant10","tc10","Zebras","All mammals","specific",10
"1wZSKFAqskXbaeZpF0Zh","tid_experiment2_dedeyne_participant10","tc11","Mice","All mammals","specific",10
"1wZSKFAqskXbaeZpF0Zh","tid_experiment2_dedeyne_participant10","tc12","Foxes","All mammals","specific",10
"1wZSKFAqskXbaeZpF0Zh","tid_experiment2_dedeyne_participant10","tc13","Dogs","All mammals","specific",10
"1wZSKFAqskXbaeZpF0Zh","tid_experiment2_dedeyne_participant10","tc14","Elephants","All mammals","specific",10
"1wZSKFAqskXbaeZpF0Zh","tid_experiment2_dedeyne_participant10","tc15","Donkeys","All mammals","specific",10
"1wZSKFAqskXbaeZpF0Zh","tid_experiment2_dedeyne_participant10","tc16","All living things","All mammals","specific",100
"1wZSKFAqskXbaeZpF0Zh","tid_experiment2_dedeyne_participant10","tc17","Sheep","All mammals","specific",10
"1wZSKFAqskXbaeZpF0Zh","tid_experiment2_dedeyne_participant10","tc18","Hedgehogs","All mammals","specific",10
"1wZSKFAqskXbaeZpF0Zh","tid_experiment2_dedeyne_participant10","tc19","Tigers","All mammals","specific",10
"1wZSKFAqskXbaeZpF0Zh","tid_experiment2_dedeyne_participant10","tc1","Rhinos","All mammals","specific",10
"1wZSKFAqskXbaeZpF0Zh","tid_experiment2_dedeyne_participant10","tc20","Rabbits","All mammals","specific",10
"1wZSKFAqskXbaeZpF0Zh","tid_experiment2_dedeyne_participant10","tc21","Lions","All mammals","specific",10
"1wZSKFAqskXbaeZpF0Zh","tid_experiment2_dedeyne_participant10","tc22","Hamsters","All mammals","specific",10
"1wZSKFAqskXbaeZpF0Zh","tid_experiment2_dedeyne_participant10","tc23","Giraffes","All mammals","specific",10
"1wZSKFAqskXbaeZpF0Zh","tid_experiment2_dedeyne_participant10","tc24","All plants and animals","All mammals","specific",100
"1wZSKFAqskXbaeZpF0Zh","tid_experiment2_dedeyne_participant10","tc25","Horses","All mammals","specific",10
"1wZSKFAqskXbaeZpF0Zh","tid_experiment2_dedeyne_participant10","tc26","Squirrels","All mammals","specific",10
"1wZSKFAqskXbaeZpF0Zh","tid_experiment2_dedeyne_participant10","tc27","Beavers:Rabbits","All mammals","specific",20
"1wZSKFAqskXbaeZpF0Zh","tid_experiment2_dedeyne_participant10","tc28","Horses:Cats","All mammals","specific",20
"1wZSKFAqskXbaeZpF0Zh","tid_experiment2_dedeyne_participant10","tc29","Rabbits:Llamas","All mammals","specific",20
"1wZSKFAqskXbaeZpF0Zh","tid_experiment2_dedeyne_participant10","tc2","Cats","All mammals","specific",10
"1wZSKFAqskXbaeZpF0Zh","tid_experiment2_dedeyne_participant10","tc30","Camels:Cows","All mammals","specific",20
"1wZSKFAqskXbaeZpF0Zh","tid_experiment2_dedeyne_participant10","tc31","Hippos:Hedgehogs","All mammals","specific",20
"1wZSKFAqskXbaeZpF0Zh","tid_experiment2_dedeyne_participant10","tc32","All animals:All organisms","All mammals","specific",100
"1wZSKFAqskXbaeZpF0Zh","tid_experiment2_dedeyne_participant10","tc33","Cows:Giraffes","All mammals","specific",20
"1wZSKFAqskXbaeZpF0Zh","tid_experiment2_dedeyne_participant10","tc34","Hamsters:Squirrels","All mammals","specific",20
"1wZSKFAqskXbaeZpF0Zh","tid_experiment2_dedeyne_participant10","tc35","Wolves:Llamas","All mammals","specific",20
"1wZSKFAqskXbaeZpF0Zh","tid_experiment2_dedeyne_participant10","tc36","Deer:Squirrels","All mammals","specific",20
"1wZSKFAqskXbaeZpF0Zh","tid_experiment2_dedeyne_participant10","tc37","Horses:Cows","All mammals","specific",20
"1wZSKFAqskXbaeZpF0Zh","tid_experiment2_dedeyne_participant10","tc3","Deer","All mammals","specific",10
"1wZSKFAqskXbaeZpF0Zh","tid_experiment2_dedeyne_participant10","tc4","Hippos","All mammals","specific",10
"1wZSKFAqskXbaeZpF0Zh","tid_experiment2_dedeyne_participant10","tc5","Beavers","All mammals","specific",10
"1wZSKFAqskXbaeZpF0Zh","tid_experiment2_dedeyne_participant10","tc6","Llamas","All mammals","specific",10
"1wZSKFAqskXbaeZpF0Zh","tid_experiment2_dedeyne_participant10","tc7","Wolves","All mammals","specific",10
"1wZSKFAqskXbaeZpF0Zh","tid_experiment2_dedeyne_participant10","tc8","All animals","All mammals","specific",5
"1wZSKFAqskXbaeZpF0Zh","tid_experiment2_dedeyne_participant10","tc9","Camels","All mammals","specific",10
"1wZSKFAqskXbaeZpF0Zh","tid_experiment2_dedeyne_participant10","training_1_0","Papayas","All fruits","specific",10
"1wZSKFAqskXbaeZpF0Zh","tid_experiment2_dedeyne_participant10","training_1_1","Apples","All fruits","specific",10
"1wZSKFAqskXbaeZpF0Zh","tid_experiment2_dedeyne_participant10","training_2_0","Lemons:Limes","All fruits","specific",5
"1wZSKFAqskXbaeZpF0Zh","tid_experiment2_dedeyne_participant10","training_2_1","Bananas:Watermelons","All fruits","specific",20
"3zdruIMTydkcIwIrHIKO","tid_experiment2_dedeyne_participant43","tc0","Giraffes","All mammals","specific",60
"3zdruIMTydkcIwIrHIKO","tid_experiment2_dedeyne_participant43","tc10","Rhinos","All mammals","specific",44
"3zdruIMTydkcIwIrHIKO","tid_experiment2_dedeyne_participant43","tc11","Foxes","All mammals","specific",52
"3zdruIMTydkcIwIrHIKO","tid_experiment2_dedeyne_participant43","tc12","Hamsters","All mammals","specific",48
"3zdruIMTydkcIwIrHIKO","tid_experiment2_dedeyne_participant43","tc13","Llamas","All mammals","specific",60
"3zdruIMTydkcIwIrHIKO","tid_experiment2_dedeyne_participant43","tc14","Camels","All mammals","specific",65
"3zdruIMTydkcIwIrHIKO","tid_experiment2_dedeyne_participant43","tc15","Hedgehogs","All mammals","specific",33
"3zdruIMTydkcIwIrHIKO","tid_experiment2_dedeyne_participant43","tc16","All living things","All mammals","specific",10
"3zdruIMTydkcIwIrHIKO","tid_experiment2_dedeyne_participant43","tc17","Cows","All mammals","specific",73
"3zdruIMTydkcIwIrHIKO","tid_experiment2_dedeyne_participant43","tc18","Elephants","All mammals","specific",67
"3zdruIMTydkcIwIrHIKO","tid_experiment2_dedeyne_participant43","tc19","Cats","All mammals","specific",65
"3zdruIMTydkcIwIrHIKO","tid_experiment2_dedeyne_participant43","tc1","Squirrels","All mammals","specific",60
"3zdruIMTydkcIwIrHIKO","tid_experiment2_dedeyne_participant43","tc20","Sheep","All mammals","specific",69
"3zdruIMTydkcIwIrHIKO","tid_experiment2_dedeyne_participant43","tc21","Rabbits","All mammals","specific",63
"3zdruIMTydkcIwIrHIKO","tid_experiment2_dedeyne_participant43","tc22","Hippos","All mammals","specific",54
"3zdruIMTydkcIwIrHIKO","tid_experiment2_dedeyne_participant43","tc23","Tigers","All mammals","specific",64
"3zdruIMTydkcIwIrHIKO","tid_experiment2_dedeyne_participant43","tc24","All plants and animals","All mammals","specific",13
"3zdruIMTydkcIwIrHIKO","tid_experiment2_dedeyne_participant43","tc25","Lions","All mammals","specific",66
"3zdruIMTydkcIwIrHIKO","tid_experiment2_dedeyne_participant43","tc26","Mice","All mammals","specific",52
"3zdruIMTydkcIwIrHIKO","tid_experiment2_dedeyne_participant43","tc27","Cats:Cows","All mammals","specific",89
"3zdruIMTydkcIwIrHIKO","tid_experiment2_dedeyne_participant43","tc28","Lions:Zebras","All mammals","specific",89
"3zdruIMTydkcIwIrHIKO","tid_experiment2_dedeyne_participant43","tc29","Elephants:Hedgehogs","All mammals","specific",95
"3zdruIMTydkcIwIrHIKO","tid_experiment2_dedeyne_participant43","tc2","Zebras","All mammals","specific",71
