"uid","tid","trialId","premises0","conclusion0","conclusionType","rating"
"05tXmlRVdAMzA5dQvsSC","tid_experiment2_dedeyne_participant144","tc28","Skateboards:Boats","All vehicles","general",51
"05tXmlRVdAMzA5dQvsSC","tid_experiment2_dedeyne_participant144","tc29","Boats:Hovercraft","All vehicles","general",40
"05tXmlRVdAMzA5dQvsSC","tid_experiment2_dedeyne_participant144","tc2","Bicycles","All vehicles","general",59
"05tXmlRVdAMzA5dQvsSC","tid_experiment2_dedeyne_participant144","tc30","Skateboards:Hovercraft","All vehicles","general",51
"05tXmlRVdAMzA5dQvsSC","tid_experiment2_dedeyne_participant144","tc31","Trains:Tractors","All vehicles","general",50
"05tXmlRVdAMzA5dQvsSC","tid_experiment2_dedeyne_participant144","tc32","All transport:All moving things","All vehicles","general",54
"05tXmlRVdAMzA5dQvsSC","tid_experiment2_dedeyne_participant144","tc33","Sleds:Skateboards","All vehicles","general",55
"05tXmlRVdAMzA5dQvsSC","tid_experiment2_dedeyne_participant144","tc34","Vans:Boats","All vehicles","general",51
"05tXmlRVdAMzA5dQvsSC","tid_experiment2_dedeyne_participant144","tc35","Tractors:Trams","All vehicles","general",46
"05tXmlRVdAMzA5dQvsSC","tid_experiment2_dedeyne_participant144","tc36","Cars:Rockets","All vehicles","general",54
"05tXmlRVdAMzA5dQvsSC","tid_experiment2_dedeyne_participant144","tc37","Rockets:Taxis","All vehicles","general",53
"05tXmlRVdAMzA5dQvsSC","tid_experiment2_dedeyne_participant144","tc3","Vans","All vehicles","general",35
"05tXmlRVdAMzA5dQvsSC","tid_experiment2_dedeyne_participant144","tc4","Skateboards","All vehicles","general",56
"05tXmlRVdAMzA5dQvsSC","tid_experiment2_dedeyne_participant144","tc5","Rockets","All vehicles","general",49
"05tXmlRVdAMzA5dQvsSC","tid_experiment2_dedeyne_participant144","tc6","Motorbikes","All vehicles","general",70
"05tXmlRVdAMzA5dQvsSC","tid_experiment2_dedeyne_participant144","tc7","Caravans","All vehicles","general",50
"05tXmlRVdAMzA5dQvsSC","tid_experiment2_dedeyne_participant144","tc8","All man-made things","All vehicles","general",34
"05tXmlRVdAMzA5dQvsSC","tid_experiment2_dedeyne_participant144","tc9","Zeppelins","All vehicles","general",58
"0AFbtVLlctwdpai72LZu","tid_experiment2_dedeyne_participant203","tc0","Carriages","All vehicles","general",59
"0AFbtVLlctwdpai72LZu","tid_experiment2_dedeyne_participant203","tc10","Vans","All vehicles","general",60
"0AFbtVLlctwdpai72LZu","tid_experiment2_dedeyne_participant203","tc11","Trucks","All vehicles","general",69
"0AFbtVLlctwdpai72LZu","tid_experiment2_dedeyne_participant203","tc12","Caravans","All vehicles","general",78
"0AFbtVLlctwdpai72LZu","tid_experiment2_dedeyne_participant203","tc13","Buses","All vehicles","general",90
"0AFbtVLlctwdpai72LZu","tid_experiment2_dedeyne_participant203","tc14","Zeppelins","All vehicles","general",56
"0AFbtVLlctwdpai72LZu","tid_experiment2_dedeyne_participant203","tc15","Trams","All vehicles","general",63
"0AFbtVLlctwdpai72LZu","tid_experiment2_dedeyne_participant203","tc16","All things","All vehicles","general",81
"0AFbtVLlctwdpai72LZu","tid_experiment2_dedeyne_participant203","tc17","Tractors","All vehicles","general",70
"0AFbtVLlctwdpai72LZu","tid_experiment2_dedeyne_participant203","tc18","Mopeds","All vehicles","general",60
"0AFbtVLlctwdpai72LZu","tid_experiment2_dedeyne_participant203","tc19","Carts","All vehicles","general",81
"0AFbtVLlctwdpai72LZu","tid_experiment2_dedeyne_participant203","tc1","Helicopters","All vehicles","general",49
"0AFbtVLlctwdpai72LZu","tid_experiment2_dedeyne_participant203","tc20","Motorbikes","All vehicles","general",72
"0AFbtVLlctwdpai72LZu","tid_experiment2_dedeyne_participant203","tc21","Sleds","All vehicles","general",53
"0AFbtVLlctwdpai72LZu","tid_experiment2_dedeyne_participant203","tc22","Jeeps","All vehicles","general",84
"0AFbtVLlctwdpai72LZu","tid_experiment2_dedeyne_participant203","tc23","Hovercraft","All vehicles","general",65
"0AFbtVLlctwdpai72LZu","tid_experiment2_dedeyne_participant203","tc24","All things that can move","All vehicles","general",88
"0AFbtVLlctwdpai72LZu","tid_experiment2_dedeyne_participant203","tc25","Taxis","All vehicles","general",77
"0AFbtVLlctwdpai72LZu","tid_experiment2_dedeyne_participant203","tc26","Boats","All vehicles","general",63
"0AFbtVLlctwdpai72LZu","tid_experiment2_dedeyne_participant203","tc27","Bicycles:Tractors","All vehicles","general",66
"0AFbtVLlctwdpai72LZu","tid_experiment2_dedeyne_participant203","tc28","Carts:Sleds","All vehicles","general",61
"0AFbtVLlctwdpai72LZu","tid_experiment2_dedeyne_participant203","tc29","Bicycles:Trains","All vehicles","general",45
"0AFbtVLlctwdpai72LZu","tid_experiment2_dedeyne_participant203","tc2","Airplanes","All vehicles","general",56
"0AFbtVLlctwdpai72LZu","tid_experiment2_dedeyne_participant203","tc30","Trucks:Caravans","All vehicles","general",64
"0AFbtVLlctwdpai72LZu","tid_experiment2_dedeyne_participant203","tc31","Buses:Sleds","All vehicles","general",53
"0AFbtVLlctwdpai72LZu","tid_experiment2_dedeyne_participant203","tc32","All transport:All moving things","All vehicles","general",81
"0AFbtVLlctwdpai72LZu","tid_experiment2_dedeyne_participant203","tc33","Sleds:Submarines","All vehicles","general",60
"0AFbtVLlctwdpai72LZu","tid_experiment2_dedeyne_participant203","tc34","Rockets:Airplanes","All vehicles","general",85
"0AFbtVLlctwdpai72LZu","tid_experiment2_dedeyne_participant203","tc35","Airplanes:Buses","All vehicles","general",69
"0AFbtVLlctwdpai72LZu","tid_experiment2_dedeyne_participant203","tc36","Submarines:Trucks","All vehicles","general",50
"0AFbtVLlctwdpai72LZu","tid_experiment2_dedeyne_participant203","tc37","Zeppelins:Rockets","All vehicles","general",53
"0AFbtVLlctwdpai72LZu","tid_experiment2_dedeyne_participant203","tc3","Cars","All vehicles","general",62
"0AFbtVLlctwdpai72LZu","tid_experiment2_dedeyne_participant203","tc4","Submarines","All vehicles","general",45
"0AFbtVLlctwdpai72LZu","tid_experiment2_dedeyne_participant203","tc5","Bicycles","All vehicles","general",61
"0AFbtVLlctwdpai72LZu","tid_experiment2_dedeyne_participant203","tc6","Skateboards","All vehicles","general",41
"0AFbtVLlctwdpai72LZu","tid_experiment2_dedeyne_participant203","tc7","Rockets","All vehicles","general",53
"0AFbtVLlctwdpai72LZu","tid_experiment2_dedeyne_participant203","tc8","All man-made things","All vehicles","general",81
"0AFbtVLlctwdpai72LZu","tid_experiment2_dedeyne_participant203","tc9","Trains","All vehicles","general",71
"0EBf1XCjwLWlwLmf3Ix4","tid_experiment2_dedeyne_participant286","tc0","Camels","Hedgehogs","specific",0
"0EBf1XCjwLWlwLmf3Ix4","tid_experiment2_dedeyne_participant286","tc10","Squirrels","Horses","specific",0
"0EBf1XCjwLWlwLmf3Ix4","tid_experiment2_dedeyne_participant286","tc11","Hamsters","Hedgehogs","specific",80
"0EBf1XCjwLWlwLmf3Ix4","tid_experiment2_dedeyne_participant286","tc12","Donkeys","Zebras","specific",80
"0EBf1XCjwLWlwLmf3Ix4","tid_experiment2_dedeyne_participant286","tc13","Elephants","Horses","specific",0
"0EBf1XCjwLWlwLmf3Ix4","tid_experiment2_dedeyne_participant286","tc14","Beavers","Giraffes","specific",1
"0EBf1XCjwLWlwLmf3Ix4","tid_experiment2_dedeyne_participant286","tc15","Mice","Cats","specific",0
"0EBf1XCjwLWlwLmf3Ix4","tid_experiment2_dedeyne_participant286","tc16","Cats","Felines","specific",100
"0EBf1XCjwLWlwLmf3Ix4","tid_experiment2_dedeyne_participant286","tc17","Hippos","Tigers","specific",0
"0EBf1XCjwLWlwLmf3Ix4","tid_experiment2_dedeyne_participant286","tc18","Wolves","Dogs","specific",79
"0EBf1XCjwLWlwLmf3Ix4","tid_experiment2_dedeyne_participant286","tc19","Zebras","Cats","specific",0
"0EBf1XCjwLWlwLmf3Ix4","tid_experiment2_dedeyne_participant286","tc1","Deer","Hedgehogs","specific",1
"0EBf1XCjwLWlwLmf3Ix4","tid_experiment2_dedeyne_participant286","tc20","Beavers","Dogs","specific",0
"0EBf1XCjwLWlwLmf3Ix4","tid_experiment2_dedeyne_participant286","tc21","Wolves","Beavers","specific",0
"0EBf1XCjwLWlwLmf3Ix4","tid_experiment2_dedeyne_participant286","tc22","Llamas","Dogs","specific",0
"0EBf1XCjwLWlwLmf3Ix4","tid_experiment2_dedeyne_participant286","tc23","Rabbits","Horses","specific",0
"0EBf1XCjwLWlwLmf3Ix4","tid_experiment2_dedeyne_participant286","tc24","Horses","Ponies","specific",81
"0EBf1XCjwLWlwLmf3Ix4","tid_experiment2_dedeyne_participant286","tc25","Llamas","Cats","specific",0
"0EBf1XCjwLWlwLmf3Ix4","tid_experiment2_dedeyne_participant286","tc26","Deer","Lions","specific",1
"0EBf1XCjwLWlwLmf3Ix4","tid_experiment2_dedeyne_participant286","tc27","Zebras:Mice","Cats","specific",1
"0EBf1XCjwLWlwLmf3Ix4","tid_experiment2_dedeyne_participant286","tc28","Beavers:Mice","Giraffes","specific",0
"0EBf1XCjwLWlwLmf3Ix4","tid_experiment2_dedeyne_participant286","tc29","Tigers:Llamas","Cats","specific",40
"0EBf1XCjwLWlwLmf3Ix4","tid_experiment2_dedeyne_participant286","tc2","Donkeys","Horses","specific",80
"0EBf1XCjwLWlwLmf3Ix4","tid_experiment2_dedeyne_participant286","tc30","Hamsters:Camels","Hedgehogs","specific",39
"0EBf1XCjwLWlwLmf3Ix4","tid_experiment2_dedeyne_participant286","tc31","Squirrels:Rabbits","Horses","specific",39
"0EBf1XCjwLWlwLmf3Ix4","tid_experiment2_dedeyne_participant286","tc32","Canines:Puppies","Dogs","specific",100
"0EBf1XCjwLWlwLmf3Ix4","tid_experiment2_dedeyne_participant286","tc33","Elephants:Donkeys","Horses","specific",40
"0EBf1XCjwLWlwLmf3Ix4","tid_experiment2_dedeyne_participant286","tc34","Llamas:Zebras","Giraffes","specific",21
"0EBf1XCjwLWlwLmf3Ix4","tid_experiment2_dedeyne_participant286","tc35","Deer:Zebras","Lions","specific",0
"0EBf1XCjwLWlwLmf3Ix4","tid_experiment2_dedeyne_participant286","tc36","Wolves:Beavers","Dogs","specific",39
"0EBf1XCjwLWlwLmf3Ix4","tid_experiment2_dedeyne_participant286","tc37","Deer:Wolves","Hedgehogs","specific",0
"0EBf1XCjwLWlwLmf3Ix4","tid_experiment2_dedeyne_participant286","tc3","Tigers","Cats","specific",80
"0EBf1XCjwLWlwLmf3Ix4","tid_experiment2_dedeyne_participant286","tc4","Wolves","Hedgehogs","specific",1
"0EBf1XCjwLWlwLmf3Ix4","tid_experiment2_dedeyne_participant286","tc5","Zebras","Lions","specific",0
"0EBf1XCjwLWlwLmf3Ix4","tid_experiment2_dedeyne_participant286","tc6","Llamas","Giraffes","specific",21
"0EBf1XCjwLWlwLmf3Ix4","tid_experiment2_dedeyne_participant286","tc7","Mice","Giraffes","specific",0
"0EBf1XCjwLWlwLmf3Ix4","tid_experiment2_dedeyne_participant286","tc8","Dogs","Canines","specific",100
"0EBf1XCjwLWlwLmf3Ix4","tid_experiment2_dedeyne_participant286","tc9","Zebras","Giraffes","specific",0
"0HDEZy8r1eAX0ESszOj8","tid_experiment2_dedeyne_participant258","tc0","Beavers","Dogs","specific",20
"0HDEZy8r1eAX0ESszOj8","tid_experiment2_dedeyne_participant258","tc10","Beavers","Donkeys","specific",33
"0HDEZy8r1eAX0ESszOj8","tid_experiment2_dedeyne_participant258","tc11","Horses","Cows","specific",80
"0HDEZy8r1eAX0ESszOj8","tid_experiment2_dedeyne_participant258","tc12","Donkeys","Zebras","specific",95
"0HDEZy8r1eAX0ESszOj8","tid_experiment2_dedeyne_participant258","tc13","Zebras","Donkeys","specific",74
"0HDEZy8r1eAX0ESszOj8","tid_experiment2_dedeyne_participant258","tc14","Camels","Donkeys","specific",70
"0HDEZy8r1eAX0ESszOj8","tid_experiment2_dedeyne_participant258","tc15","Deer","Foxes","specific",60
"0HDEZy8r1eAX0ESszOj8","tid_experiment2_dedeyne_participant258","tc16","Cats","Felines","specific",98
"0HDEZy8r1eAX0ESszOj8","tid_experiment2_dedeyne_participant258","tc17","Elephants","Hamsters","specific",40
"0HDEZy8r1eAX0ESszOj8","tid_experiment2_dedeyne_participant258","tc18","Donkeys","Horses","specific",90
"0HDEZy8r1eAX0ESszOj8","tid_experiment2_dedeyne_participant258","tc19","Horses","Hedgehogs","specific",21
"0HDEZy8r1eAX0ESszOj8","tid_experiment2_dedeyne_participant258","tc1","Squirrels","Lions","specific",20
"0HDEZy8r1eAX0ESszOj8","tid_experiment2_dedeyne_participant258","tc20","Lions","Hedgehogs","specific",17
"0HDEZy8r1eAX0ESszOj8","tid_experiment2_dedeyne_participant258","tc21","Wolves","Hedgehogs","specific",16
"0HDEZy8r1eAX0ESszOj8","tid_experiment2_dedeyne_participant258","tc22","Zebras","Horses","specific",98
"0HDEZy8r1eAX0ESszOj8","tid_experiment2_dedeyne_participant258","tc23","Cows","Donkeys","specific",81
"0HDEZy8r1eAX0ESszOj8","tid_experiment2_dedeyne_participant258","tc24","Horses","Ponies","specific",99
"0HDEZy8r1eAX0ESszOj8","tid_experiment2_dedeyne_participant258","tc25","Rhinos","Wolves","specific",20
"0HDEZy8r1eAX0ESszOj8","tid_experiment2_dedeyne_participant258","tc26","Elephants","Mice","specific",20
"0HDEZy8r1eAX0ESszOj8","tid_experiment2_dedeyne_participant258","tc27","Giraffes:Elephants","Hamsters","specific",30
"0HDEZy8r1eAX0ESszOj8","tid_experiment2_dedeyne_participant258","tc28","Tigers:Deer","Squirrels","specific",54
"0HDEZy8r1eAX0ESszOj8","tid_experiment2_dedeyne_participant258","tc29","Beavers:Llamas","Dogs","specific",41
"0HDEZy8r1eAX0ESszOj8","tid_experiment2_dedeyne_participant258","tc2","Llamas","Squirrels","specific",20
"0HDEZy8r1eAX0ESszOj8","tid_experiment2_dedeyne_participant258","tc30","Horses:Lions","Hedgehogs","specific",34
"0HDEZy8r1eAX0ESszOj8","tid_experiment2_dedeyne_participant258","tc31","Zebras:Beavers","Donkeys","specific",79
"0HDEZy8r1eAX0ESszOj8","tid_experiment2_dedeyne_participant258","tc32","Canines:Puppies","Dogs","specific",99
"0HDEZy8r1eAX0ESszOj8","tid_experiment2_dedeyne_participant258","tc33","Lions:Wolves","Hedgehogs","specific",40
"0HDEZy8r1eAX0ESszOj8","tid_experiment2_dedeyne_participant258","tc34","Hamsters:Elephants","Mice","specific",82
"0HDEZy8r1eAX0ESszOj8","tid_experiment2_dedeyne_participant258","tc35","Cows:Beavers","Donkeys","specific",75
"0HDEZy8r1eAX0ESszOj8","tid_experiment2_dedeyne_participant258","tc36","Zebras:Donkeys","Horses","specific",98
"0HDEZy8r1eAX0ESszOj8","tid_experiment2_dedeyne_participant258","tc37","Camels:Beavers","Donkeys","specific",79
"0HDEZy8r1eAX0ESszOj8","tid_experiment2_dedeyne_participant258","tc3","Deer","Squirrels","specific",26
"0HDEZy8r1eAX0ESszOj8","tid_experiment2_dedeyne_participant258","tc4","Cows","Cats","specific",60
"0HDEZy8r1eAX0ESszOj8","tid_experiment2_dedeyne_participant258","tc5","Tigers","Squirrels","specific",30
"0HDEZy8r1eAX0ESszOj8","tid_experiment2_dedeyne_participant258","tc6","Llamas","Dogs","specific",30
"0HDEZy8r1eAX0ESszOj8","tid_experiment2_dedeyne_participant258","tc7","Giraffes","Hamsters","specific",53
"0HDEZy8r1eAX0ESszOj8","tid_experiment2_dedeyne_participant258","tc8","Dogs","Canines","specific",95
"0HDEZy8r1eAX0ESszOj8","tid_experiment2_dedeyne_participant258","tc9","Hamsters","Mice","specific",98
"0YUYrTQxnTHmuKxOaVOA","tid_experiment2_dedeyne_participant125","tc0","Roosters","Parrots","specific",71
"0YUYrTQxnTHmuKxOaVOA","tid_experiment2_dedeyne_participant125","tc10","Peacocks","Seagulls","specific",56
"0YUYrTQxnTHmuKxOaVOA","tid_experiment2_dedeyne_participant125","tc11","Ostriches","Canaries","specific",52
"0YUYrTQxnTHmuKxOaVOA","tid_experiment2_dedeyne_participant125","tc12","Blackbirds","Swallows","specific",60
"0YUYrTQxnTHmuKxOaVOA","tid_experiment2_dedeyne_participant125","tc13","Storks","Ostriches","specific",54
"0YUYrTQxnTHmuKxOaVOA","tid_experiment2_dedeyne_participant125","tc14","Robins","Parrots","specific",63
"0YUYrTQxnTHmuKxOaVOA","tid_experiment2_dedeyne_participant125","tc15","Falcons","Robins","specific",58
"0YUYrTQxnTHmuKxOaVOA","tid_experiment2_dedeyne_participant125","tc16","Hawks","Falcons","specific",95
"0YUYrTQxnTHmuKxOaVOA","tid_experiment2_dedeyne_participant125","tc17","Blackbirds","Magpies","specific",86
"0YUYrTQxnTHmuKxOaVOA","tid_experiment2_dedeyne_participant125","tc18","Eagles","Magpies","specific",63
"0YUYrTQxnTHmuKxOaVOA","tid_experiment2_dedeyne_participant125","tc19","Ducks","Chickens","specific",67
"0YUYrTQxnTHmuKxOaVOA","tid_experiment2_dedeyne_participant125","tc1","Herons","Ostriches","specific",81
"0YUYrTQxnTHmuKxOaVOA","tid_experiment2_dedeyne_participant125","tc20","Peacocks","Roosters","specific",56
"0YUYrTQxnTHmuKxOaVOA","tid_experiment2_dedeyne_participant125","tc21","Chickens","Roosters","specific",95
"0YUYrTQxnTHmuKxOaVOA","tid_experiment2_dedeyne_participant125","tc22","Swallows","Ducks","specific",56
"0YUYrTQxnTHmuKxOaVOA","tid_experiment2_dedeyne_participant125","tc23","Parrots","Sparrows","specific",62
"0YUYrTQxnTHmuKxOaVOA","tid_experiment2_dedeyne_participant125","tc24","Pigeons","Doves","specific",84
"0YUYrTQxnTHmuKxOaVOA","tid_experiment2_dedeyne_participant125","tc25","Woodpeckers","Roosters","specific",57
"0YUYrTQxnTHmuKxOaVOA","tid_experiment2_dedeyne_participant125","tc26","Ducks","Sparrows","specific",52
"0YUYrTQxnTHmuKxOaVOA","tid_experiment2_dedeyne_participant125","tc27","Turkeys:Swans","Woodpeckers","specific",76
"0YUYrTQxnTHmuKxOaVOA","tid_experiment2_dedeyne_participant125","tc28","Parrots:Chickens","Roosters","specific",96
"0YUYrTQxnTHmuKxOaVOA","tid_experiment2_dedeyne_participant125","tc29","Parrots:Ducks","Sparrows","specific",80
"0YUYrTQxnTHmuKxOaVOA","tid_experiment2_dedeyne_participant125","tc2","Ostriches","Swallows","specific",69
"0YUYrTQxnTHmuKxOaVOA","tid_experiment2_dedeyne_participant125","tc30","Ostriches:Blackbirds","Swallows","specific",86
"0YUYrTQxnTHmuKxOaVOA","tid_experiment2_dedeyne_participant125","tc31","Eagles:Blackbirds","Magpies","specific",99
"0YUYrTQxnTHmuKxOaVOA","tid_experiment2_dedeyne_participant125","tc32","Hawks:Eagles","Falcons","specific",92
"0YUYrTQxnTHmuKxOaVOA","tid_experiment2_dedeyne_participant125","tc33","Roosters:Robins","Parrots","specific",76
"0YUYrTQxnTHmuKxOaVOA","tid_experiment2_dedeyne_participant125","tc34","Herons:Storks","Ostriches","specific",84
"0YUYrTQxnTHmuKxOaVOA","tid_experiment2_dedeyne_participant125","tc35","Ostriches:Vultures","Canaries","specific",92
"0YUYrTQxnTHmuKxOaVOA","tid_experiment2_dedeyne_participant125","tc36","Woodpeckers:Peacocks","Roosters","specific",89
"0YUYrTQxnTHmuKxOaVOA","tid_experiment2_dedeyne_participant125","tc37","Falcons:Sparrows","Robins","specific",91
"0YUYrTQxnTHmuKxOaVOA","tid_experiment2_dedeyne_participant125","tc3","Pelicans","Herons","specific",82
"0YUYrTQxnTHmuKxOaVOA","tid_experiment2_dedeyne_participant125","tc4","Turkeys","Woodpeckers","specific",77
"0YUYrTQxnTHmuKxOaVOA","tid_experiment2_dedeyne_participant125","tc5","Sparrows","Robins","specific",91
"0YUYrTQxnTHmuKxOaVOA","tid_experiment2_dedeyne_participant125","tc6","Vultures","Canaries","specific",56
"0YUYrTQxnTHmuKxOaVOA","tid_experiment2_dedeyne_participant125","tc7","Parrots","Roosters","specific",68
"0YUYrTQxnTHmuKxOaVOA","tid_experiment2_dedeyne_participant125","tc8","Crows","Ravens","specific",98
"0YUYrTQxnTHmuKxOaVOA","tid_experiment2_dedeyne_participant125","tc9","Swans","Woodpeckers","specific",57
"0Yp49vHSWfurc03ZdMsN","tid_experiment2_dedeyne_participant450","tc0","Taxis:Motorbikes","Cars","specific",92
"0Yp49vHSWfurc03ZdMsN","tid_experiment2_dedeyne_participant450","tc10","Tractors:Mopeds","Jeeps","specific",60
"0Yp49vHSWfurc03ZdMsN","tid_experiment2_dedeyne_participant450","tc11","Trams","Hovercraft","specific",39
"0Yp49vHSWfurc03ZdMsN","tid_experiment2_dedeyne_participant450","tc12","Trams","Buses","specific",40
"0Yp49vHSWfurc03ZdMsN","tid_experiment2_dedeyne_participant450","tc13","Hovercraft","Rockets","specific",32
"0Yp49vHSWfurc03ZdMsN","tid_experiment2_dedeyne_participant450","tc14","Submarines","Sleds","specific",35
"0Yp49vHSWfurc03ZdMsN","tid_experiment2_dedeyne_participant450","tc15","Submarines","Tractors","specific",22
"0Yp49vHSWfurc03ZdMsN","tid_experiment2_dedeyne_participant450","tc16","Trucks","Lorries","specific",79
"0Yp49vHSWfurc03ZdMsN","tid_experiment2_dedeyne_participant450","tc17","Trucks","Buses","specific",61
"0Yp49vHSWfurc03ZdMsN","tid_experiment2_dedeyne_participant450","tc18","Skateboards","Mopeds","specific",56
"0Yp49vHSWfurc03ZdMsN","tid_experiment2_dedeyne_participant450","tc19","Tractors","Jeeps","specific",59
"0Yp49vHSWfurc03ZdMsN","tid_experiment2_dedeyne_participant450","tc1","Carts:Mopeds","Jeeps","specific",70
"0Yp49vHSWfurc03ZdMsN","tid_experiment2_dedeyne_participant450","tc20","Trams","Trains","specific",71
"0Yp49vHSWfurc03ZdMsN","tid_experiment2_dedeyne_participant450","tc21","Carriages","Caravans","specific",47
"0Yp49vHSWfurc03ZdMsN","tid_experiment2_dedeyne_participant450","tc22","Mopeds","Jeeps","specific",59
"0Yp49vHSWfurc03ZdMsN","tid_experiment2_dedeyne_participant450","tc23","Helicopters","Rockets","specific",54
"0Yp49vHSWfurc03ZdMsN","tid_experiment2_dedeyne_participant450","tc24","Taxis","Cabs","specific",100
"0Yp49vHSWfurc03ZdMsN","tid_experiment2_dedeyne_participant450","tc25","Trams","Boats","specific",61
"0Yp49vHSWfurc03ZdMsN","tid_experiment2_dedeyne_participant450","tc26","Carts","Caravans","specific",61
"0Yp49vHSWfurc03ZdMsN","tid_experiment2_dedeyne_participant450","tc27","Boats","Buses","specific",61
"0Yp49vHSWfurc03ZdMsN","tid_experiment2_dedeyne_participant450","tc28","Boats","Mopeds","specific",44
"0Yp49vHSWfurc03ZdMsN","tid_experiment2_dedeyne_participant450","tc29","Motorbikes","Cars","specific",67
"0Yp49vHSWfurc03ZdMsN","tid_experiment2_dedeyne_participant450","tc2","Boats:Skateboards","Mopeds","specific",40
"0Yp49vHSWfurc03ZdMsN","tid_experiment2_dedeyne_participant450","tc30","Taxis","Cars","specific",68
"0Yp49vHSWfurc03ZdMsN","tid_experiment2_dedeyne_participant450","tc31","Airplanes","Trains","specific",57
"0Yp49vHSWfurc03ZdMsN","tid_experiment2_dedeyne_participant450","tc32","Mopeds","Scooters","specific",67
"0Yp49vHSWfurc03ZdMsN","tid_experiment2_dedeyne_participant450","tc33","Boats","Hovercraft","specific",61
"0Yp49vHSWfurc03ZdMsN","tid_experiment2_dedeyne_participant450","tc34","Hovercraft","Tractors","specific",57
"0Yp49vHSWfurc03ZdMsN","tid_experiment2_dedeyne_participant450","tc35","Carts","Jeeps","specific",56
"0Yp49vHSWfurc03ZdMsN","tid_experiment2_dedeyne_participant450","tc36","Carts","Sleds","specific",57
"0Yp49vHSWfurc03ZdMsN","tid_experiment2_dedeyne_participant450","tc37","Trains","Submarines","specific",49
"0Yp49vHSWfurc03ZdMsN","tid_experiment2_dedeyne_participant450","tc3","Helicopters:Hovercraft","Rockets","specific",70
"0Yp49vHSWfurc03ZdMsN","tid_experiment2_dedeyne_participant450","tc4","Trams:Boats","Hovercraft","specific",65
"0Yp49vHSWfurc03ZdMsN","tid_experiment2_dedeyne_participant450","tc5","Carts:Submarines","Sleds","specific",20
"0Yp49vHSWfurc03ZdMsN","tid_experiment2_dedeyne_participant450","tc6","Boats:Trams","Buses","specific",60
"0Yp49vHSWfurc03ZdMsN","tid_experiment2_dedeyne_participant450","tc7","Airplanes:Trams","Trains","specific",60
"0Yp49vHSWfurc03ZdMsN","tid_experiment2_dedeyne_participant450","tc8","Locomotives:Trams","Trains","specific",61
"0Yp49vHSWfurc03ZdMsN","tid_experiment2_dedeyne_participant450","tc9","Submarines:Hovercraft","Tractors","specific",41
"0hfJf7ESSEYVVsuYAFuo","tid_experiment2_dedeyne_participant317","tc0","Beavers:Rabbits","All mammals","general",7
"0hfJf7ESSEYVVsuYAFuo","tid_experiment2_dedeyne_participant317","tc10","Deer:Squirrels","All mammals","general",85
"0hfJf7ESSEYVVsuYAFuo","tid_experiment2_dedeyne_participant317","tc11","Dogs","All mammals","general",36
"0hfJf7ESSEYVVsuYAFuo","tid_experiment2_dedeyne_participant317","tc12","Mice","All mammals","general",52
